XFTU	SFTU	SFRC	SFNC	SFRN
	Lysmd1	Dohh		
	Mnat1	Fgd2		
	Fam63a	Prdm4		
	Ulk3	Adck3		
	Ube2z	Hmgn2		
	Snx8	Svs2		
	Tmem164	Ldlrap1		
	Capn1	Lins		
	Armc5	Dock2		
	Fzd4	Tyrobp		
	2610005L07Rik	Spop		
	Tmem108	Cnn1		
	Iws1			
	Dclre1b	Zhx3		
	Txndc17	Wdr48		
	Mrvi1	Zfp946		
	Wtap	Tbc1d8b		
	AU021034	Nme6		
	Dgcr6	Lman2l		
	Inpp5e			
		Trpm8		
	Stxbp2	Aup1		
	Adamts16	Ccdc64		
	Sparcl1	H3f3a		
	Adam1b	Id3		
	Tulp1	Lrrk1		
	Nap1l1	Ube2n		
	Kcna5			
	Ascc3	Nadk		
	6720489N17Rik	Hsd11b1		
	Grinl1a	Idi2		
	Ube2q2	Sbf1		
	Glud1	Rc3h2		
	Snrpc	Sept5		
	Ppp1cc			
	Polr2c	Rps14		
	Trak2	Bri3bp		
	E130303B06Rik	Gpx2		
	Acvr1b	Hcn1		
	Il4	Sp140		
	Vmn2r57	Tfpi2		
	Tomm22	Mobkl3		
	Mau2	Tchp		
	Ccdc126	Ppdpf		
	Mosc2	Otx2		
	Shank3	Mtap6		
	Atg14	Trpc4ap		
		Stxbp2		
	Nhp2l1	Zbtb22		
	Smc3	Mapk11		
	Vps37d	S100a13		
	Slc39a3	Scp2		
	Acyp1	Ubn2		
	Pxk	Kif2a		
	Ino80e	C2		
	Farsa	Nagpa		
	Hist1h2af	Alas1		
	Mylip	Tnfrsf11a		
	Stom	Timm50		
	Scaf11	Sftpd		
	Dlc1	5530601H04Rik		
	Plekhm1	Irgm1		
	Dmd	Agap3		
		Herc1		
	Rpl22l1	Cdk12		
	Hes5	Katnb1		
	Anapc13	Rfk		
	Ccm2	Pcmtd1		
		Brd4		
	Ttll3	Bod1		
	Tm9sf3	Armc5		
	Tmem127	Tmem82		
	Rnd1	Bfsp2		
		Ripk3		
	Rad9	Nup43		
		Rpl17		
	Dnajb9	Myoz1		
	Mtap6	Gpr183		
	Mgrn1	Eif2s1		
	Scp2	Ptgds		
	Arl6ip4	Atf1		
	Zbbx	Kifc2		
		Prosc		
	Dnajc21	P2ry12		
	Zfp788	Sntb1		
	Cwc22	Polr2k		
	Tacc3	Ppic		
	Dpm3	Sesn2		
	Eif4e	Ubb		
	Tgm3	Brp44		
	Rnmt	Scrib		
	Wars	Pabpn1l		
	Trpm8	BC048644		
	Sema4f	Atp6ap2		
	Gnb2	Sohlh1		
	Tcf25	Ogn		
	Glipr1	D4Wsu53e		
	Hspa5	Plp2		
	1700027A23Rik	Fbxo2		
	Stab2	Gm5640		
		Ndufb5		
	1300018I17Rik	Otub2		
	Trim11	Prkcd		
	Pla2g4a	6530439I21		
	Thrap3	Aff1		
	Gbp5	Serpinb9e		
	Zfp536	Dusp23		
	Glcci1	Ntng2		
	Vps33b	Gsn		
	Rnf148	Ptplb		
	Scn10a	Snrpb		
	C530025M09Rik	Pex6		
	Lsm1	Sharpin		
	Clns1a	Ric8		
	Styxl1	Olfr735		
	Ahcy	Tmbim1		
	Gabrr2	Nufip2		
	Pax3	Prm1		
	Olig1	Rad52		
	Dph5	Hdac1		
	Snx12	Ly6d		
	Mbtps1	Rnf139		
	Phf20	Diap2		
	Smtn	B4galt1		
	Pdgfa	Slc35a4		
				
	Fgd2	Haus5		
	Derl3	Casd1		
	Mat2b	Fuca1		
	Opn1mw	Tlr9		
	Klrk1	Grb2		
	BC028528	Pmm1		
	Lrrc14	Nop56		
		Tnfrsf13b		
	Edc4	Ugcg		
	Ddx5	Stx5a		
	Kifc2	Cd3e		
	Coasy	Lipg		
	Fer1l4	Sema4d		
	Ikzf5	Klhl17		
	Spg11	Gm5771		
	Epn2	Pex19		
	Bfsp2	Bcap31		
	St8sia2	Abhd3		
	Chd4	B4galnt4		
	Was	Lrrtm3		
		Ccdc59		
	Arhgap26	Ddx23		
	Nr2f6	Fam119a		
	Gm5382	Cerk		
	Fmnl2	Car15		
	Trhr2	Tmem63b		
	Acp6	Denr		
	A230072C01Rik	Ssr4		
	Rtn4rl1			
	Vmn1r64	AI314180		
	Gadd45a	Nsmaf		
		Bckdhb		
	Erh	Matk		
	Anapc7	Wnt7b		
	Asah2	Rab28		
	Nhp2	Gnpat		
	Zfp292	Elp3		
	Mmgt1	Heatr7b2		
	Vps37a	Cntn1		
	Uck2	Ccbl1		
	Arntl2	Gm10649		
		Ces2c		
		Gm1140		
		Gpr77		
		Dusp19		
		Bag5		
		Setx		
				
		Nacc2		
		Snx2		
		Wipf1		
		Sec11c		
		Mtch1		
		Cnot8		
		Rundc3a		
		Bcl11b		
		Pard6g		
		Bola3		
		Cbfa2t3		
		Larp7		
		Aqp1		
		6720456B07Rik		
		Ndufs5		
		Rab6		
		Plcl2		
		Rragc		
		Cd52		
		Cdc42bpa		
		Cabin1		
				
		Psma4		
		Pik3r2		
		2010007H12Rik		
		Cd47		
		D430042O09Rik		
		Tuba8		
				
		Il3ra		
		Ercc2		
		Cml2		
		Mllt6		
		Ccdc126		
		Tfrc		
		Tlr1		
		Paox		
		Nr2f6		
		Stag2		
		Mrpl22		
		Usp10		
		Clic3		
		Opn1mw		
		Timp1		
		Cat		
		Gm5506		
		Mlycd		
				
		Nr1h4		
		Atp6v1d		
		Ddx49		
		Pdhb		
		Shroom1		
		Msh2		
		Snx1		
		Slc39a1		
		Bdkrb1		
		Rraga		
		Ccdc88b		
		Cnr1		
		Vps37d		
		Ugt1a6b		
		Prdm10		
		Rps20		
		Pgam5		
		Gtf2h4		
		Ldha		
		Asah2		
		Shc3		
		Snx5		
		Batf		
		Sirt7		
		Pi15		
				
				
		Isyna1		
		Ankrd27		
		Csf2rb		
		Rnf157		
				
		Dnm2		
		Atp5l		
		Yif1a		
		Dazap1		
		Chordc1		
		Dhrs4		
		Sh3pxd2b		
		Gys2		
		Aoc2		
		Mad1l1		
		Pcbp1		
		Pfdn5		
		Lpp		
		Nup35		
		Rnmt		
		Ttc21a		
		Qrfpr		
		Disp2		
		Adam15		
		Erp44		
		1500004F05Rik		
		0610010O12Rik		
		Glt28d2		
		Abce1		
		Entpd4		
		Nek11		
		Nr3c2		
		Chd4		
				
		Phgdh		
		Pcbd1		
		Etfdh		
		Prrc2b		
		Srxn1		
		Dnaja2		
		Wdfy1		
		Fdps		
		Spink4		
		Sult1b1		
		Farsb		
		Stat4		
		Snrpf		
		Atp6v1f		
		Rel		
		Mkks		
		Cnst		
		Apcs		
		Alg8		
				
		Alkbh2		
		Fer1l4		
		Slc25a45		
		Sugp2		
		Ncor2		
		Ddx21		
		2810002N01Rik		
		B4galt5		
		Zfp954		
		Tnfrsf18		
		Zfp677		
		Htr2b		
		Ppapdc3		
		Csnk2b		
		Abcb10		
		Mmp28		
		Nrxn3		
		Ftsj1		
		Zdhhc13		
		Hist1h4m		
		Eif3c		
		4930473D10Rik		
		Dnaja1		
		Tnfsf10		
		Sf3a1		
		Rusc1		
		Dpysl2		
		Snd1		
		Slc25a1		
		Ano8		
		P2rx7		
		Lgals1		
		Tmem8b		
		Nap1l2		
		Atg4d		
		Pip4k2b		
		Tab3		
		Spint2		
		Parp1		
		Plcxd2		
		Trim24		
		Sipa1l2		
				
				
		Ublcp1		
				
		Pgls		
		Erf		
		Chaf1b		
		Spc24		
				
		Dbr1		
		Tubgcp3		
				
		Rhbdd3		
		Pou2f3		
		Pigc		
		Cd276		
		Nudt16l1		
		Napsa		
		Gm13157		
		Bmp2		
		Prkrir		
		Exosc4		
		E4f1		
		2310079G19Rik		
		Eif3i		
		Rbbp8		
		Eapp		
		Chac1		
		Pafah1b3		
		Rpl23a-ps1		
		Lhpp		
		Celf6		
		Vangl2		
		Tmem70		
		Erlin2		
		Nnmt		
		Fgfr1op2		
		Flrt3		
		Ddx20		
		4930447A16Rik		
		Gm9104		
		Mrpl28		
		Apod		
		Jmjd8		
		Cdt1		
		Cx3cr1		
		Clns1a		
		Rpl10a		
		Trim23		
		Prim2		
		Cog6		
		LOC677484		
		Tmem188		
		Pcgf1		
		Arl8a		
		Col25a1		
		Xpc		
		Apitd1		
		LOC435333		
		Cdk2ap1		
				
		Sarnp		
		Sparcl1		
		Abcb8		
				
				
		Mup20		
		Gimap3		
		Rarg		
		Ms4a6b		
		Arg1		
		Aldh4a1		
		Ctla4		
		Agrn		
		Sardh		
		Dgcr8		
		Rbm3		
		Gpn2		
		Fpgs		
		Gstz1		
				
		Fam189b		
		Syt8		
		Slc22a6		
		Chrnb4		
		2310067B10Rik		
		Prss28		
		Casp1		
		Spata7		
		Gm8709		
		Trim68		
		Wdr13		
		Pigr		
		Tectb		
				
		Trnau1ap		
		Neil1		
		Gucy1b2		
		Fam175b		
		Rpap2		
		Zfp523		
		Amd2		
		Zfp758		
				
		Ppap2a		
		Zfyve19		
				
		Gm4963		
