AllCombined	Arc	BLA	BNST	CGC	CMA	dorCA1	dorDG	HB	ILC	InsularCortex	LC	LH	LS	MDT	MPOA	MS	NaCcore	NaCshell	PAG	PLC	PVN	Raphe	SNT	venCA1	venDG	VMH	VTA
ENSRNOT00000025460																											
ENSRNOT00000017068																											
ENSRNOT00000035781																											
ENSRNOT00000037530																											
ENSRNOT00000021956																											
ENSRNOT00000015065																											
ENSRNOT00000033107																											
ENSRNOT00000072481																											
ENSRNOT00000020661																											
ENSRNOT00000070994																											
ENSRNOT00000020137																											
ENSRNOT00000034744																											
ENSRNOT00000019442																											
ENSRNOT00000002323																											
ENSRNOT00000067984																											
ENSRNOT00000008440																											
ENSRNOT00000011359																											
ENSRNOT00000058907																											
ENSRNOT00000013308																											
ENSRNOT00000022182																											
ENSRNOT00000003207																											
ENSRNOT00000022365																											
ENSRNOT00000017727																											
ENSRNOT00000063800																											
ENSRNOT00000024694																											
ENSRNOT00000034877																											
ENSRNOT00000020281																											
ENSRNOT00000003012																											
ENSRNOT00000068077																											
ENSRNOT00000009123																											
ENSRNOT00000054947																											
ENSRNOT00000019127																											
ENSRNOT00000064419																											
ENSRNOT00000025051																											
ENSRNOT00000010869																											
ENSRNOT00000035507																											
ENSRNOT00000031717																											
ENSRNOT00000058162																											
ENSRNOT00000010296																											
ENSRNOT00000075574																											
ENSRNOT00000073827																											
ENSRNOT00000043451																											
ENSRNOT00000030203																											
ENSRNOT00000011459																											
ENSRNOT00000038951																											
ENSRNOT00000045346																											
ENSRNOT00000047224																											
ENSRNOT00000034970																											
ENSRNOT00000055683																											
ENSRNOT00000021871																											
ENSRNOT00000055822																											
ENSRNOT00000026748																											
ENSRNOT00000020700																											
ENSRNOT00000048026																											
ENSRNOT00000004877																											
ENSRNOT00000027006																											
ENSRNOT00000027910																											
ENSRNOT00000028891																											
ENSRNOT00000036187																											
ENSRNOT00000022867																											
ENSRNOT00000029111																											
ENSRNOT00000002174																											
ENSRNOT00000010260																											
ENSRNOT00000072387																											
ENSRNOT00000035846																											
ENSRNOT00000031714																											
ENSRNOT00000012657																											
ENSRNOT00000032366																											
ENSRNOT00000002936																											
ENSRNOT00000010375																											
ENSRNOT00000043351																											
ENSRNOT00000028780																											
ENSRNOT00000025365																											
ENSRNOT00000049499																											
ENSRNOT00000034560																											
ENSRNOT00000007492																											
ENSRNOT00000020481																											
ENSRNOT00000047512																											
ENSRNOT00000024393																											
ENSRNOT00000022800																											
ENSRNOT00000073985																											
ENSRNOT00000071655																											
ENSRNOT00000004383																											
ENSRNOT00000035743																											
ENSRNOT00000017363																											
ENSRNOT00000019368																											
ENSRNOT00000019070																											
ENSRNOT00000004854																											
ENSRNOT00000032189																											
ENSRNOT00000028109																											
ENSRNOT00000007285																											
ENSRNOT00000012432																											
ENSRNOT00000074122																											
ENSRNOT00000009620																											
ENSRNOT00000034446																											
ENSRNOT00000033253																											
ENSRNOT00000013621																											
ENSRNOT00000068666																											
ENSRNOT00000071074																											
ENSRNOT00000075681																											
ENSRNOT00000044279																											
ENSRNOT00000026556																											
ENSRNOT00000072399																											
ENSRNOT00000048875																											
ENSRNOT00000051550																											
ENSRNOT00000003060																											
ENSRNOT00000024460																											
ENSRNOT00000057472																											
ENSRNOT00000004138																											
ENSRNOT00000001322																											
ENSRNOT00000022679																											
ENSRNOT00000001050																											
ENSRNOT00000074941																											
ENSRNOT00000027550																											
ENSRNOT00000021671																											
ENSRNOT00000018970																											
ENSRNOT00000072223																											
ENSRNOT00000050227																											
ENSRNOT00000025585																											
ENSRNOT00000017125																											
ENSRNOT00000019907																											
ENSRNOT00000004873																											
ENSRNOT00000003512																											
ENSRNOT00000026305																											
ENSRNOT00000051027																											
ENSRNOT00000004589																											
ENSRNOT00000022050																											
ENSRNOT00000004834																											
ENSRNOT00000002530																											
ENSRNOT00000038780																											
ENSRNOT00000040162																											
ENSRNOT00000009467																											
ENSRNOT00000071826																											
ENSRNOT00000003146																											
ENSRNOT00000016986																											
ENSRNOT00000005050																											
ENSRNOT00000048407																											
ENSRNOT00000011263																											
ENSRNOT00000060203																											
ENSRNOT00000041410																											
ENSRNOT00000027164																											
ENSRNOT00000007816																											
ENSRNOT00000074634																											
ENSRNOT00000002291																											
ENSRNOT00000058524																											
ENSRNOT00000072367																											
ENSRNOT00000060595																											
ENSRNOT00000007688																											
ENSRNOT00000007326																											
ENSRNOT00000048166																											
ENSRNOT00000000826																											
ENSRNOT00000074357																											
ENSRNOT00000009430																											
ENSRNOT00000060465																											
ENSRNOT00000017240																											
ENSRNOT00000005584																											
ENSRNOT00000051911																											
ENSRNOT00000046157																											
ENSRNOT00000041924																											
ENSRNOT00000030511																											
ENSRNOT00000020039																											
ENSRNOT00000037399																											
ENSRNOT00000025031																											
ENSRNOT00000005332																											
ENSRNOT00000015752																											
ENSRNOT00000074429																											
ENSRNOT00000004161																											
ENSRNOT00000058900																											
ENSRNOT00000033068																											
ENSRNOT00000013881																											
ENSRNOT00000027178																											
ENSRNOT00000005161																											
ENSRNOT00000039438																											
ENSRNOT00000061761																											
ENSRNOT00000028416																											
ENSRNOT00000054875																											
ENSRNOT00000021475																											
ENSRNOT00000028406																											
ENSRNOT00000011675																											
ENSRNOT00000056243																											
ENSRNOT00000006177																											
ENSRNOT00000014023																											
ENSRNOT00000000529																											
ENSRNOT00000033327																											
ENSRNOT00000009400																											
ENSRNOT00000051754																											
ENSRNOT00000065882																											
ENSRNOT00000017169																											
ENSRNOT00000017983																											
ENSRNOT00000013279																											
ENSRNOT00000017207																											
ENSRNOT00000036860																											
ENSRNOT00000028081																											
ENSRNOT00000075091																											
ENSRNOT00000046456																											
ENSRNOT00000019829																											
ENSRNOT00000023865																											
ENSRNOT00000074628																											
ENSRNOT00000004356																											
ENSRNOT00000036343																											
ENSRNOT00000066776																											
ENSRNOT00000037456																											
ENSRNOT00000028086																											
ENSRNOT00000029021																											
ENSRNOT00000008387																											
ENSRNOT00000008887																											
ENSRNOT00000028158																											
ENSRNOT00000058179																											
ENSRNOT00000074659																											
ENSRNOT00000031044																											
ENSRNOT00000024444																											
ENSRNOT00000072007																											
ENSRNOT00000050612																											
ENSRNOT00000006300																											
ENSRNOT00000058181																											
ENSRNOT00000072534																											
ENSRNOT00000015929																											
ENSRNOT00000066659																											
ENSRNOT00000022945																											
ENSRNOT00000034096																											
ENSRNOT00000008601																											
ENSRNOT00000058072																											
ENSRNOT00000021068																											
ENSRNOT00000043846																											
ENSRNOT00000055455																											
ENSRNOT00000050002																											
ENSRNOT00000001449																											
ENSRNOT00000071608																											
ENSRNOT00000020648																											
ENSRNOT00000006086																											
ENSRNOT00000009317																											
ENSRNOT00000058763																											
ENSRNOT00000045763																											
ENSRNOT00000060838																											
ENSRNOT00000072796																											
ENSRNOT00000014695																											
ENSRNOT00000019979																											
ENSRNOT00000021227																											
ENSRNOT00000009468																											
ENSRNOT00000021981																											
ENSRNOT00000051307																											
ENSRNOT00000052439																											
ENSRNOT00000016637																											
ENSRNOT00000017857																											
ENSRNOT00000006984																											
ENSRNOT00000041665																											
ENSRNOT00000051132																											
ENSRNOT00000014636																											
ENSRNOT00000026724																											
ENSRNOT00000023995																											
ENSRNOT00000043544																											
ENSRNOT00000051612																											
ENSRNOT00000024246																											
ENSRNOT00000030502																											
ENSRNOT00000016621																											
ENSRNOT00000014541																											
ENSRNOT00000041091																											
ENSRNOT00000034421																											
ENSRNOT00000002933																											
ENSRNOT00000056221																											
ENSRNOT00000011032																											
ENSRNOT00000035255																											
ENSRNOT00000036647																											
ENSRNOT00000041921																											
ENSRNOT00000071166																											
ENSRNOT00000017241																											
ENSRNOT00000017353																											
ENSRNOT00000034152																											
ENSRNOT00000021568																											
ENSRNOT00000003895																											
ENSRNOT00000072917																											
ENSRNOT00000031656																											
ENSRNOT00000074420																											
ENSRNOT00000036601																											
ENSRNOT00000010765																											
ENSRNOT00000038830																											
ENSRNOT00000016471																											
ENSRNOT00000071218																											
ENSRNOT00000034692																											
ENSRNOT00000016983																											
ENSRNOT00000042908																											
ENSRNOT00000067554																											
ENSRNOT00000018898																											
ENSRNOT00000002867																											
ENSRNOT00000023457																											
ENSRNOT00000020401																											
ENSRNOT00000009555																											
ENSRNOT00000006849																											
ENSRNOT00000038872																											
ENSRNOT00000003428																											
ENSRNOT00000025964																											
ENSRNOT00000034334																											
ENSRNOT00000009324																											
ENSRNOT00000012519																											
ENSRNOT00000009944																											
ENSRNOT00000026987																											
ENSRNOT00000022814																											
ENSRNOT00000018436																											
ENSRNOT00000019579																											
ENSRNOT00000011181																											
ENSRNOT00000068623																											
ENSRNOT00000067142																											
ENSRNOT00000045677																											
ENSRNOT00000067324																											
ENSRNOT00000027060																											
ENSRNOT00000010367																											
ENSRNOT00000045841																											
ENSRNOT00000024199																											
ENSRNOT00000024832																											
ENSRNOT00000038623																											
ENSRNOT00000056842																											
ENSRNOT00000036151																											
ENSRNOT00000012322																											
ENSRNOT00000015172																											
ENSRNOT00000019361																											
ENSRNOT00000021693																											
ENSRNOT00000000893																											
ENSRNOT00000061616																											
ENSRNOT00000000720																											
ENSRNOT00000028519																											
ENSRNOT00000007889																											
ENSRNOT00000061821																											
ENSRNOT00000027499																											
ENSRNOT00000022932																											
ENSRNOT00000064073																											
ENSRNOT00000025174																											
ENSRNOT00000009775																											
ENSRNOT00000044625																											
ENSRNOT00000022370																											
ENSRNOT00000038198																											
ENSRNOT00000071697																											
ENSRNOT00000035839																											
ENSRNOT00000039564																											
ENSRNOT00000074636																											
ENSRNOT00000023543																											
ENSRNOT00000044006																											
ENSRNOT00000023779																											
ENSRNOT00000010612																											
ENSRNOT00000010361																											
ENSRNOT00000037875																											
ENSRNOT00000038257																											
ENSRNOT00000067900																											
ENSRNOT00000046920																											
ENSRNOT00000061005																											
ENSRNOT00000005039																											
ENSRNOT00000050810																											
ENSRNOT00000027785																											
ENSRNOT00000019130																											
ENSRNOT00000050637																											
ENSRNOT00000055148																											
ENSRNOT00000005645																											
ENSRNOT00000029593																											
ENSRNOT00000032782																											
ENSRNOT00000044103																											
ENSRNOT00000035758																											
ENSRNOT00000039057																											
ENSRNOT00000009693																											
ENSRNOT00000018695																											
ENSRNOT00000045384																											
ENSRNOT00000032417																											
ENSRNOT00000019519																											
ENSRNOT00000055995																											
ENSRNOT00000024624																											
ENSRNOT00000015351																											
ENSRNOT00000063938																											
ENSRNOT00000050515																											
ENSRNOT00000000459																											
ENSRNOT00000039835																											
ENSRNOT00000030971																											
ENSRNOT00000000510																											
ENSRNOT00000060403																											
ENSRNOT00000012300																											
ENSRNOT00000048029																											
ENSRNOT00000005620																											
ENSRNOT00000029072																											
ENSRNOT00000010930																											
ENSRNOT00000047564																											
ENSRNOT00000010103																											
ENSRNOT00000042081																											
ENSRNOT00000040125																											
ENSRNOT00000003068																											
ENSRNOT00000045586																											
ENSRNOT00000064478																											
ENSRNOT00000031492																											
ENSRNOT00000004280																											
ENSRNOT00000018782																											
ENSRNOT00000066139																											
ENSRNOT00000027346																											
ENSRNOT00000037360																											
ENSRNOT00000027216																											
ENSRNOT00000009733																											
ENSRNOT00000046318																											
ENSRNOT00000003438																											
ENSRNOT00000011582																											
ENSRNOT00000021553																											
ENSRNOT00000022921																											
ENSRNOT00000007412																											
ENSRNOT00000018221																											
ENSRNOT00000054975																											
ENSRNOT00000026607																											
ENSRNOT00000000754																											
ENSRNOT00000021236																											
ENSRNOT00000061826																											
ENSRNOT00000012164																											
ENSRNOT00000064946																											
ENSRNOT00000037444																											
ENSRNOT00000071477																											
ENSRNOT00000026832																											
ENSRNOT00000044690																											
ENSRNOT00000075429																											
ENSRNOT00000034629																											
ENSRNOT00000074230																											
ENSRNOT00000006200																											
ENSRNOT00000035658																											
ENSRNOT00000015985																											
ENSRNOT00000032429																											
ENSRNOT00000045719																											
ENSRNOT00000003714																											
ENSRNOT00000000212																											
ENSRNOT00000006913																											
ENSRNOT00000022480																											
ENSRNOT00000066826																											
ENSRNOT00000040204																											
ENSRNOT00000011869																											
ENSRNOT00000022827																											
ENSRNOT00000067503																											
ENSRNOT00000024835																											
ENSRNOT00000023896																											
ENSRNOT00000029768																											
ENSRNOT00000020440																											
ENSRNOT00000014125																											
ENSRNOT00000022105																											
ENSRNOT00000050708																											
ENSRNOT00000036374																											
ENSRNOT00000051265																											
ENSRNOT00000039410																											
ENSRNOT00000028116																											
ENSRNOT00000022003																											
ENSRNOT00000032173																											
ENSRNOT00000014824																											
ENSRNOT00000071420																											
ENSRNOT00000032843																											
ENSRNOT00000011481																											
ENSRNOT00000018006																											
ENSRNOT00000033704																											
ENSRNOT00000026587																											
ENSRNOT00000005814																											
ENSRNOT00000075138																											
ENSRNOT00000011384																											
ENSRNOT00000027564																											
ENSRNOT00000073205																											
ENSRNOT00000015081																											
ENSRNOT00000051720																											
ENSRNOT00000056114																											
ENSRNOT00000048293																											
ENSRNOT00000067754																											
ENSRNOT00000033700																											
ENSRNOT00000030798																											
ENSRNOT00000032667																											
ENSRNOT00000037895																											
ENSRNOT00000075536																											
ENSRNOT00000037587																											
ENSRNOT00000009187																											
ENSRNOT00000048702																											
ENSRNOT00000027690																											
ENSRNOT00000019971																											
ENSRNOT00000034415																											
ENSRNOT00000027204																											
ENSRNOT00000015113																											
ENSRNOT00000006841																											
ENSRNOT00000009826																											
ENSRNOT00000015889																											
ENSRNOT00000025586																											
ENSRNOT00000014749																											
ENSRNOT00000064201																											
ENSRNOT00000024041																											
ENSRNOT00000012736																											
ENSRNOT00000012391																											
ENSRNOT00000073135																											
ENSRNOT00000057965																											
ENSRNOT00000057433																											
ENSRNOT00000000022																											
ENSRNOT00000046288																											
ENSRNOT00000058101																											
ENSRNOT00000042156																											
ENSRNOT00000018998																											
ENSRNOT00000002111																											
ENSRNOT00000040303																											
ENSRNOT00000049424																											
ENSRNOT00000015779																											
ENSRNOT00000050063																											
ENSRNOT00000067453																											
ENSRNOT00000013730																											
ENSRNOT00000061140																											
ENSRNOT00000021926																											
ENSRNOT00000012587																											
ENSRNOT00000037120																											
ENSRNOT00000039999																											
ENSRNOT00000016240																											
ENSRNOT00000062137																											
ENSRNOT00000064274																											
ENSRNOT00000073228																											
ENSRNOT00000030082																											
ENSRNOT00000002760																											
ENSRNOT00000037296																											
ENSRNOT00000030109																											
ENSRNOT00000075651																											
ENSRNOT00000002109																											
ENSRNOT00000040016																											
ENSRNOT00000050854																											
ENSRNOT00000035383																											
ENSRNOT00000065383																											
ENSRNOT00000052377																											
ENSRNOT00000037788																											
ENSRNOT00000066948																											
ENSRNOT00000037339																											
ENSRNOT00000010059																											
ENSRNOT00000009316																											
ENSRNOT00000016997																											
ENSRNOT00000065646																											
ENSRNOT00000021577																											
ENSRNOT00000007655																											
ENSRNOT00000010939																											
ENSRNOT00000071332																											
ENSRNOT00000012560																											
ENSRNOT00000035427																											
ENSRNOT00000007598																											
ENSRNOT00000038266																											
ENSRNOT00000021636																											
ENSRNOT00000055137																											
ENSRNOT00000063783																											
ENSRNOT00000026235																											
ENSRNOT00000050195																											
ENSRNOT00000008424																											
ENSRNOT00000009473																											
ENSRNOT00000051755																											
ENSRNOT00000016755																											
ENSRNOT00000000708																											
ENSRNOT00000064141																											
ENSRNOT00000073425																											
ENSRNOT00000075127																											
ENSRNOT00000033653																											
ENSRNOT00000067311																											
ENSRNOT00000040998																											
ENSRNOT00000033863																											
ENSRNOT00000038180																											
ENSRNOT00000031693																											
ENSRNOT00000055711																											
ENSRNOT00000050214																											
ENSRNOT00000029274																											
ENSRNOT00000064526																											
ENSRNOT00000003980																											
ENSRNOT00000020079																											
ENSRNOT00000012433																											
ENSRNOT00000074626																											
ENSRNOT00000017776																											
ENSRNOT00000018407																											
ENSRNOT00000023386																											
ENSRNOT00000021704																											
ENSRNOT00000021709																											
ENSRNOT00000072231																											
ENSRNOT00000029508																											
ENSRNOT00000014481																											
ENSRNOT00000010683																											
ENSRNOT00000063781																											
ENSRNOT00000046645																											
ENSRNOT00000026596																											
ENSRNOT00000074978																											
ENSRNOT00000000299																											
ENSRNOT00000071888																											
ENSRNOT00000010609																											
ENSRNOT00000071373																											
ENSRNOT00000021020																											
ENSRNOT00000061253																											
ENSRNOT00000059487																											
ENSRNOT00000040091																											
ENSRNOT00000005085																											
ENSRNOT00000064754																											
ENSRNOT00000056531																											
ENSRNOT00000020763																											
ENSRNOT00000016561																											
ENSRNOT00000019453																											
ENSRNOT00000040844																											
ENSRNOT00000004578																											
ENSRNOT00000066837																											
ENSRNOT00000018685																											
ENSRNOT00000047286																											
ENSRNOT00000055386																											
ENSRNOT00000009975																											
ENSRNOT00000022685																											
ENSRNOT00000004141																											
ENSRNOT00000003928																											
ENSRNOT00000064663																											
ENSRNOT00000017820																											
ENSRNOT00000064726																											
ENSRNOT00000003971																											
ENSRNOT00000040672																											
ENSRNOT00000030054																											
ENSRNOT00000018227																											
ENSRNOT00000056140																											
ENSRNOT00000074533																											
ENSRNOT00000055125																											
ENSRNOT00000039626																											
ENSRNOT00000026010																											
ENSRNOT00000042633																											
ENSRNOT00000011078																											
ENSRNOT00000075439																											
ENSRNOT00000002151																											
ENSRNOT00000047449																											
ENSRNOT00000030706																											
ENSRNOT00000040440																											
ENSRNOT00000008558																											
ENSRNOT00000055466																											
ENSRNOT00000041551																											
ENSRNOT00000022076																											
ENSRNOT00000013985																											
ENSRNOT00000032059																											
ENSRNOT00000016503																											
ENSRNOT00000050261																											
ENSRNOT00000059532																											
ENSRNOT00000030914																											
ENSRNOT00000060765																											
ENSRNOT00000027645																											
ENSRNOT00000024420																											
ENSRNOT00000027190																											
ENSRNOT00000008614																											
ENSRNOT00000046557																											
ENSRNOT00000071226																											
ENSRNOT00000038845																											
ENSRNOT00000000907																											
ENSRNOT00000029118																											
ENSRNOT00000017264																											
ENSRNOT00000015948																											
ENSRNOT00000022362																											
ENSRNOT00000068150																											
ENSRNOT00000021289																											
ENSRNOT00000023791																											
ENSRNOT00000059951																											
ENSRNOT00000056620																											
ENSRNOT00000011084																											
ENSRNOT00000027611																											
ENSRNOT00000051883																											
ENSRNOT00000026234																											
ENSRNOT00000038532																											
ENSRNOT00000030024																											
ENSRNOT00000059225																											
ENSRNOT00000042866																											
ENSRNOT00000032236																											
ENSRNOT00000010396																											
ENSRNOT00000020669																											
ENSRNOT00000058308																											
ENSRNOT00000054835																											
ENSRNOT00000047000																											
ENSRNOT00000005920																											
ENSRNOT00000005887																											
ENSRNOT00000067468																											
ENSRNOT00000002050																											
ENSRNOT00000037291																											
ENSRNOT00000003969																											
ENSRNOT00000021408																											
ENSRNOT00000032837																											
ENSRNOT00000016306																											
ENSRNOT00000003320																											
ENSRNOT00000015338																											
ENSRNOT00000015227																											
ENSRNOT00000036545																											
ENSRNOT00000045096																											
ENSRNOT00000003447																											
ENSRNOT00000072592																											
ENSRNOT00000055003																											
ENSRNOT00000009763																											
ENSRNOT00000038833																											
ENSRNOT00000024423																											
ENSRNOT00000025036																											
ENSRNOT00000060284																											
ENSRNOT00000068778																											
ENSRNOT00000043131																											
ENSRNOT00000018214																											
ENSRNOT00000023388																											
ENSRNOT00000005908																											
ENSRNOT00000067813																											
ENSRNOT00000005405																											
ENSRNOT00000027265																											
ENSRNOT00000044291																											
ENSRNOT00000039284																											
ENSRNOT00000024618																											
ENSRNOT00000049592																											
ENSRNOT00000006897																											
ENSRNOT00000015265																											
ENSRNOT00000032693																											
ENSRNOT00000026441																											
ENSRNOT00000015447																											
ENSRNOT00000017371																											
ENSRNOT00000025856																											
ENSRNOT00000028869																											
ENSRNOT00000066722																											
ENSRNOT00000072793																											
ENSRNOT00000054948																											
ENSRNOT00000003843																											
ENSRNOT00000059810																											
ENSRNOT00000024150																											
ENSRNOT00000074353																											
ENSRNOT00000012216																											
ENSRNOT00000022319																											
ENSRNOT00000034041																											
ENSRNOT00000030074																											
ENSRNOT00000032112																											
ENSRNOT00000075513																											
ENSRNOT00000028737																											
ENSRNOT00000059167																											
ENSRNOT00000018739																											
ENSRNOT00000037518																											
ENSRNOT00000075000																											
ENSRNOT00000005919																											
ENSRNOT00000072261																											
ENSRNOT00000021837																											
ENSRNOT00000031612																											
ENSRNOT00000014018																											
ENSRNOT00000015511																											
ENSRNOT00000011608																											
ENSRNOT00000028816																											
ENSRNOT00000043831																											
ENSRNOT00000067181																											
ENSRNOT00000025928																											
ENSRNOT00000075341																											
ENSRNOT00000071698																											
ENSRNOT00000037883																											
ENSRNOT00000035730																											
ENSRNOT00000014510																											
ENSRNOT00000009162																											
ENSRNOT00000010596																											
ENSRNOT00000009394																											
ENSRNOT00000075264																											
ENSRNOT00000009988																											
ENSRNOT00000060486																											
ENSRNOT00000000013																											
ENSRNOT00000033651																											
ENSRNOT00000047271																											
ENSRNOT00000013623																											
ENSRNOT00000009838																											
ENSRNOT00000058520																											
ENSRNOT00000026017																											
ENSRNOT00000021278																											
ENSRNOT00000056421																											
ENSRNOT00000028685																											
ENSRNOT00000038547																											
ENSRNOT00000047890																											
ENSRNOT00000064172																											
ENSRNOT00000073093																											
ENSRNOT00000015908																											
ENSRNOT00000016657																											
ENSRNOT00000044467																											
ENSRNOT00000006094																											
ENSRNOT00000025923																											
ENSRNOT00000027561																											
ENSRNOT00000005514																											
ENSRNOT00000002984																											
ENSRNOT00000017413																											
ENSRNOT00000039518																											
ENSRNOT00000003998																											
ENSRNOT00000033958																											
ENSRNOT00000014020																											
ENSRNOT00000008172																											
ENSRNOT00000002866																											
ENSRNOT00000056109																											
ENSRNOT00000027133																											
ENSRNOT00000006517																											
ENSRNOT00000072452																											
ENSRNOT00000023262																											
ENSRNOT00000000624																											
ENSRNOT00000001874																											
ENSRNOT00000054719																											
ENSRNOT00000045845																											
ENSRNOT00000038093																											
ENSRNOT00000002241																											
ENSRNOT00000022585																											
ENSRNOT00000049125																											
ENSRNOT00000072485																											
ENSRNOT00000006946																											
ENSRNOT00000066104																											
ENSRNOT00000068598																											
ENSRNOT00000065942																											
ENSRNOT00000074810																											
ENSRNOT00000024292																											
ENSRNOT00000032743																											
ENSRNOT00000024580																											
ENSRNOT00000036769																											
ENSRNOT00000018090																											
ENSRNOT00000037459																											
ENSRNOT00000071251																											
ENSRNOT00000074676																											
ENSRNOT00000057313																											
ENSRNOT00000073054																											
ENSRNOT00000038973																											
ENSRNOT00000050922																											
ENSRNOT00000010636																											
ENSRNOT00000072427																											
ENSRNOT00000029027																											
ENSRNOT00000043036																											
ENSRNOT00000050547																											
ENSRNOT00000024992																											
ENSRNOT00000037546																											
ENSRNOT00000046512																											
ENSRNOT00000030476																											
ENSRNOT00000034584																											
ENSRNOT00000074069																											
ENSRNOT00000014135																											
ENSRNOT00000075293																											
ENSRNOT00000026572																											
ENSRNOT00000010970																											
ENSRNOT00000040291																											
ENSRNOT00000055210																											
ENSRNOT00000051564																											
ENSRNOT00000065678																											
ENSRNOT00000022687																											
ENSRNOT00000037251																											
ENSRNOT00000033795																											
ENSRNOT00000035949																											
ENSRNOT00000031964																											
ENSRNOT00000008813																											
ENSRNOT00000010092																											
ENSRNOT00000066794																											
ENSRNOT00000068105																											
ENSRNOT00000011665																											
ENSRNOT00000055362																											
ENSRNOT00000004977																											
ENSRNOT00000019672																											
ENSRNOT00000018999																											
ENSRNOT00000065542																											
ENSRNOT00000061432																											
ENSRNOT00000018776																											
ENSRNOT00000053636																											
ENSRNOT00000016485																											
ENSRNOT00000005251																											
ENSRNOT00000001586																											
ENSRNOT00000001732																											
ENSRNOT00000019023																											
ENSRNOT00000064510																											
ENSRNOT00000023437																											
ENSRNOT00000017314																											
ENSRNOT00000036718																											
ENSRNOT00000012017																											
ENSRNOT00000012469																											
ENSRNOT00000016541																											
ENSRNOT00000027315																											
ENSRNOT00000057672																											
ENSRNOT00000064601																											
ENSRNOT00000045907																											
ENSRNOT00000033427																											
ENSRNOT00000064833																											
ENSRNOT00000071973																											
ENSRNOT00000041548																											
ENSRNOT00000037149																											
ENSRNOT00000071435																											
ENSRNOT00000006415																											
ENSRNOT00000023829																											
ENSRNOT00000003339																											
ENSRNOT00000056180																											
ENSRNOT00000008161																											
ENSRNOT00000037973																											
ENSRNOT00000073144																											
ENSRNOT00000011887																											
ENSRNOT00000006704																											
ENSRNOT00000013316																											
ENSRNOT00000058294																											
ENSRNOT00000029629																											
ENSRNOT00000019673																											
ENSRNOT00000070979																											
ENSRNOT00000075201																											
ENSRNOT00000023060																											
ENSRNOT00000033038																											
ENSRNOT00000027179																											
ENSRNOT00000040543																											
ENSRNOT00000029577																											
ENSRNOT00000021988																											
ENSRNOT00000038464																											
ENSRNOT00000029868																											
ENSRNOT00000064309																											
ENSRNOT00000071275																											
ENSRNOT00000039710																											
ENSRNOT00000074282																											
ENSRNOT00000019674																											
ENSRNOT00000004094																											
ENSRNOT00000039341																											
ENSRNOT00000043449																											
ENSRNOT00000033265																											
ENSRNOT00000015020																											
ENSRNOT00000036906																											
ENSRNOT00000032122																											
ENSRNOT00000028388																											
ENSRNOT00000000092																											
ENSRNOT00000009264																											
ENSRNOT00000001570																											
ENSRNOT00000067649																											
ENSRNOT00000013836																											
ENSRNOT00000030102																											
ENSRNOT00000037206																											
ENSRNOT00000030760																											
ENSRNOT00000074851																											
ENSRNOT00000021152																											
ENSRNOT00000024149																											
ENSRNOT00000010081																											
ENSRNOT00000074037																											
ENSRNOT00000074387																											
ENSRNOT00000051732																											
ENSRNOT00000071239																											
ENSRNOT00000049779																											
ENSRNOT00000037790																											
ENSRNOT00000000167																											
ENSRNOT00000056141																											
ENSRNOT00000013073																											
ENSRNOT00000023054																											
ENSRNOT00000010381																											
ENSRNOT00000022157																											
ENSRNOT00000004686																											
ENSRNOT00000003129																											
ENSRNOT00000005902																											
ENSRNOT00000061176																											
ENSRNOT00000018956																											
ENSRNOT00000006423																											
ENSRNOT00000013274																											
ENSRNOT00000050610																											
ENSRNOT00000044887																											
ENSRNOT00000020332																											
ENSRNOT00000017559																											
ENSRNOT00000014017																											
ENSRNOT00000053740																											
ENSRNOT00000065677																											
ENSRNOT00000018427																											
ENSRNOT00000016656																											
ENSRNOT00000070962																											
ENSRNOT00000011930																											
ENSRNOT00000003645																											
ENSRNOT00000066526																											
ENSRNOT00000064706																											
ENSRNOT00000075171																											
ENSRNOT00000020152																											
ENSRNOT00000009759																											
ENSRNOT00000029509																											
ENSRNOT00000052302																											
ENSRNOT00000044810																											
ENSRNOT00000032249																											
ENSRNOT00000073236																											
ENSRNOT00000027802																											
ENSRNOT00000060488																											
ENSRNOT00000009610																											
ENSRNOT00000039687																											
ENSRNOT00000059261																											
ENSRNOT00000025258																											
ENSRNOT00000035047																											
ENSRNOT00000010423																											
ENSRNOT00000000577																											
ENSRNOT00000031974																											
ENSRNOT00000004762																											
ENSRNOT00000027986																											
ENSRNOT00000023963																											
ENSRNOT00000039012																											
ENSRNOT00000029049																											
ENSRNOT00000021857																											
ENSRNOT00000007428																											
ENSRNOT00000057341																											
ENSRNOT00000016841																											
ENSRNOT00000001690																											
ENSRNOT00000039215																											
ENSRNOT00000003280																											
ENSRNOT00000036822																											
ENSRNOT00000002020																											
ENSRNOT00000013989																											
ENSRNOT00000044562																											
ENSRNOT00000028091																											
ENSRNOT00000012296																											
ENSRNOT00000053746																											
ENSRNOT00000031743																											
ENSRNOT00000016172																											
ENSRNOT00000018964																											
ENSRNOT00000025536																											
ENSRNOT00000074079																											
ENSRNOT00000010583																											
ENSRNOT00000003879																											
