SFTU	SFRC	SFNC	SFRN
Noc2l	Cdca7	Rorb	
Msh2	9430038I01Rik	Tmem208	
Arhgdib	Plscr3	Stag2	
Tmtc4	Atp2a3	Cope	
Snx12	Kdelc2	Chmp4c	
Chd1l	Dbndd1	Slain1	
1810041L15Rik	Mthfr	Dcun1d3	
Bex1	Grcc10	Bambi	
Tmed2	Lincpint	Tubb4b	
Adam18	Astn1	Gm4926	
Ubr2	Sybu	Exd2	
Impad1	Tnnt1	Cttn	
Spint1	Etv3	Tbx20	
Hes3	Rit2	Tmem55b	
Ggps1	Gpd1l	Myf5	
Sun2	Smc3	Rab33a	
D10Bwg1379e	Pcdh20	LOC102632463	
Scg2	Ak5	Hils1	
Fbxo16	Kcns1	Pcdhb19	
Tpp2	Ocln	Bspry	
D130020L05Rik	Zscan5b	Cep72	
Cpne2	Frrs1	Lce3f	
Prpf40b	Slc25a34	Plxna3	
Mss51	St8sia1	Kcnk1	
Havcr2	Aqp9	Serpinb6b	
Slc35g1	Scnn1a	Prkcb	
Arhgap24	Abcg4	Gm1673	
Asph	Pdrg1	Fam229b	
Ocln	Enkd1	Catsper2	
Gja5	Rsl24d1	Scd1	
Slc38a3	Acsl1	Mad2l1bp	
Ptprr	Ap2a1	Fam170a	
Cisd1	Ccnf	Gca	
Eva1c	Hgs	Rad21	
2310009B15Rik	Gad2	Trpc4ap	
Map7d1	Srgap1	Nicn1	
Rccd1	Ephx2	Col9a3	
Gba2	Ndufaf6	Pbx1	
Tesk1	Cox17	Capza2	
Lamtor3	Epb4.1l3	Pop4	
Mapk10	Phlpp1	Ap5m1	
Phlpp1	Mrps10	Orly	
Sertad1	Hipk2	Speg	
Krtap3-1	4833423E24Rik	Ptgs2	
1700026D08Rik	Marcksl1	Xpo4	
S1pr3	Pls1	Acot9	
Pde12	Nrg1	Thoc7	
9130015A21Rik	Rpl37a	Caskin1	
Cryz	Zmat4	Adat3	
Lamb1	Gabrg3	Bai1	
St8sia3	Dtx1	Pcdhb7	
Nsmce4a	Mal2	Kdf1	
Stt3a	Hils1	Dus1l	
Rab29	Med24	Fam184a	
Slc27a1	Pon2	Dpyd	
Ppp1r26	Metap1d	Sltm	
Gpr84	Ppp1r12b	Arsa	
Lamp2	Pirb	Nat1	
Taf3	Tle4	Zdhhc19	
Ncr1	Stoml2	Bnip3	
Foxo1	Fance	AI987944	
Dab2ip	Gnptab	Obfc1	
Rnf144a	Pklr	Rbbp5	
Shroom1	Dhx33	Mrpl17	
Laptm5	H2-Ke6	Lrrc20	
Uevld	Cacna2d1	Adgb	
Pmepa1	Ap2b1	Cela1	
Trim11	Crispld1	Hr	
Slc4a3	Tstd3	5830428H23Rik	
Slc37a1	Sdr9c7	Adamts4	
Ccdc69	Smurf1	R3hcc1	
Ppm1k	Rdh1	Bsg	
Lcmt1	Emr1	Nfxl1	
Zfp827	Slc17a6	Tbxa2r	
Tstd1	Nrde2	1810043G02Rik	
Il2rg	Tmem64	Bloc1s3	
Ctla2b	Col4a1	G3bp1	
Hspa12a	Pex16	Rnf44	
Alkbh2	Mpped1	Cdk5rap3	
Vps54	1110046J04Rik	5730559C18Rik	
6330416G13Rik	Arhgef4	Stox1	
Polr3a	Txndc5	Rttn	
Kcmf1	Mrps12	Plk5	
Simc1	Hsdl2	Kbtbd13	
Myadm	2900052N01Rik	Pstk	
4933404O12Rik	Gpatch2l	Fam126b	
Aco1	Sbf1	Fgf5	
Camp	Mdm1	Ssna1	
Gcnt2	Rnf144a	Edn2	
Odc1	Cish	Pfdn2	
Cdkn1b	Gpr61	Zfp26	
Trub2	Igsf8	Psma4	
Smarcd2	Exosc7	Zfp185	
Fbxw10	Hirip3	Cenpf	
Cys1	Cpe	Synpr	
Grk6	Prss23	Laptm5	
Comt	Ran	Eif3e	
Acaa1b	Srrd	Dppa4	
Psma7	Dcx	Srd5a2	
Abo	Tcta	LOC100125594	
Gpr153	Lrrfip2	Serpinb11	
Acox1	Dok7	Acsl6	
Rasgef1c	Alkbh3	C2	
Lum	Asb6	Tgif2	
Gm6792	Cox6a2	Sycp2l	
Epha3	Fam78a	Prss22	
1700008I05Rik	Pde3b	Olfr156	
Glrb	Prdm5	Rasgrp3	
Cerk	Tstd1	1110017D15Rik	
Thsd1	Pth1r	Nedd9	
Fam19a1	Ahcy	Gsta2	
Slc25a34	Ermard	Rtn2	
Rgag4	Cav1	Fahd1	
Mkrn3	Ap1ar	Efnb1	
Poc5	Kntc1	Usp54	
Gmnn	Magi2	Pip5k1c	
Ggt1	Capg	Fam71a	
Foxp1	Sgpl1	Cnbd2	
Zfp708	Atp13a5	Kcns3	
Slc4a10	Scg2	Avil	
Gng3	Slc12a6	Commd7	
Rai1	Coro2b	Inpp4b	
Nup210	Rp9	Vps36	
Hoxa7	Fam160a2	Tex264	
Rdh14	Itga5	Pdlim1	
Zfp687	Fabp3	Anp32b	
Slc25a44	Gadd45gip1	Gm17767	
Trnt1	Angpt2	Cdh8	
Sep15	Aif1	Ccdc85a	
Zfp185	Mecr	Maged1	
H2afj	Smc1a	Ankhd1	
Mdm1	Arhgef12	Far1	
Kcns1	Acox1	Ifnz	
Fam78a	Gap43	Khdrbs2	
Sh3bgrl	Ezh1	Slco5a1	
Gm1976	Magee1	Zbtb37	
Ssx2ip	Mdp1	Nudt4	
Dennd4b	Rdx	Exosc4	
Dnaic1	Ppp2r3c	Fkbp14	
Slc43a2	Mdga1	Pou2f1	
Dcun1d5	Ago3	Cbr3	
Lrrn1	Fam214a	4930533B01Rik	
Lrrtm1	Mapre1	Mlec	
Tnni3k	Ndn	Rab3ip	
4732491K20Rik	Baz1b	Zfp592	
Cacna1e	Sidt1	Gstt2	
Mgat4c	Wipi2	Ptrh2	
Nrbp1	Kctd9	Aldh9a1	
Apoc3	Chrna4	Fam43b	
Psors1c2	Prkra	Amacr	
Flcn	Prps2	Rnft1	
Rtn4ip1	Tet1	Itga8	
L3mbtl2	Yif1b	Atm	
Sprr1a	Plcd3	Fastkd3	
Slc6a9	Vps54	Zfp105	
Unc93b1	Lamp1	Zfp46	
Ankrd13a	Tex40	Ccdc6	
Rnf19b	Reep5	Pcid2	
Hsd3b2	Snhg12	March10	
Peg3	A830082K12Rik /// A830082K12Rik	Tmem234	
Gtl3	Coq3	Hsf1	
Hmbs	Mfsd1	Nkx2-1	
Rpap1	Rel	Pnisr	
Epm2a	Mrpl3	Ankrd35	
Slc27a3	Ccl12	Uhrf1bp1	
Blzf1	9230110C19Rik	Nrg1	
Immp2l	Stxbp4	Btnl9	
Tnip2	Dock3	Pon2	
Snw1	Lrrn4	Ntng2	
Xkrx	Gstcd	Ybx2	
Srsf4	Cdipt	Atp6ap2	
Cog7	Fam122b	Dcaf17	
Gpn1	Nkx3-2	Ppargc1b	
Kcnu1	Izumo2	Proser1	
Arsa	Ftx	Slco1c1	
Il20rb	Secisbp2	A2m	
Stmn2	Fam71a	2810417H13Rik	
Chia1	Sprr1a	Pank2	
Thbs4	Slc27a1	Nt5c	
Ogfod3	Ict1	Mthfr	
Ska2	Ctla2b	D830044I16Rik	
Cyp4f16	Asph	Luc7l2	
Rtn4rl1	Crtac1	Stac2	
Elf5	Emx2	Trak2	
Atat1	Sf1	Icam4	
Cdkl2	Dnajc1	1700023F06Rik	
Ldlrad3	Lpcat3	Sox7	
Serpina10	Nucks1	Nkx2-3	
Nmu	Efemp1	C230004F18Rik	
Tlr5	Mbd1	Fam96b	
Sec14l3	Ice2	Cdkal1	
Epha6	Zfp287	Dzank1	
Bod1	Srsf4	Lonrf3	
Slc25a26	Ecm1	Rpl7l1	
Ppp3cc	Tmem241	Kif2c	
Adarb2	Ddhd2	Bst2	
Cav1	Ergic1	Marcksl1	
Pabpn1	Myl12b	Kcna2	
Rep15	Havcr2	Creb5	
Hmgcr	Gm166	Bmp2k	
A630072M18Rik	Fgf11	Ttc39b	
Kif21a	Nudc	Zak	
Usf2	Krt26	Ppt2	
Atp6v1f	4933422A05Rik	Zbtb46	
Tex2	Pepd	Col7a1	
Camk2n2	Mapkapk2	Dad1	
Kif12	Agtr1a	Prox1	
Map4k2	Exd2	Scd2	
Stoml2	Ube2q1	Spred2	
Ins1	Arhgef19	Fbp2	
Morn2	Ercc4	5730460C07Rik	
Avl9	Kcmf1	Sgtb	
Idh3g	Cdc42ep3	Lurap1l	
Kcnc1	Gins4	Mospd1	
Ltc4s	Slc25a44	Donson	
Tmem64	Megf6	Foxo4	
Ulk1	Snx24	Ppp1r1c	
Fitm2	Dusp14	C6	
Sft2d3	Helq	Nfx1	
9230110C19Rik	Agk	Peli1	
Nolc1	Dbp	Htatsf1	
Cd207	Cntn3	Fam189a2	
Golph3	Lingo1	Scara5	
Ccdc183	Snx4	Aen	
Nras	Ddx18	Phkg1	
4833439L19Rik	Zfp28	Zfp955a	
Rnf114	Usp22	Atad2b	
Csf2ra	Pdyn	Exog	
Dcaf12l1	Fgf8	Txndc12	
Slc30a1	Vegfc	Morn3	
Olfr156	Pank4	1500015O10Rik	
Serpinb6b	Scgb3a1	4833403I15Rik	
Cmtm4	Reps1	Cnot10	
Ccdc74a	Slc26a8	Tmem170b	
Hist1h2bp	Gpr85	Srsf2	
Abhd4	Uevld	Commd6	
Ppef2	Rdh9	Cops3	
Col11a1	Stra6	Cyp2j6	
Ap5s1	Rad50	Rrp36	
Shmt2	Golph3	Col4a3	
Nol8	Socs3	Rhox4b	
Gatsl3	Slc27a4	Ankrd33	
Efnb1	Actl6a	H2afy2	
Kdm6a	Reep1	Tmem110	
Tstd3	Mettl18	Ddx24	
Kpnb1	Dsp	1700003F12Rik	
A130010J15Rik	Plec	Oosp3	
Ccdc71l	Zdhhc2	Ddr2	
Ano3	Deptor	Atp6v0e2	
Hebp2	Ccdc185	Rbfox3	
Bcas3	Ap3s2	Tecr	
Irgm1	Arrdc2	2700049A03Rik	
Reep1	Slmo1	Sptlc3	
Creb3l2	Hs2st1	Kpna6	
Tpp1	Clec4a3	Gm20767	
Ostm1	Dcaf15	Lhfpl5	
Fah	C2cd2l	Kcna5	
Lcor	Icmt	St6gal2	
Gltscr2	1110038B12Rik	Mblac2	
Ttpa	Abcc5	2810408I11Rik	
Znrd1as	Relb	Pnpla3	
Fam122b	Angptl2	Vstm2b	
Pxmp4	Wbp5	Slc25a14	
Slc35c1	Gstm6	Tspan33	
Fam217b	Boc	Tdrp	
Ninj2	Sec11c	Agtr1a	
Lgals1	Akap14	Kcnq2	
Fbxo11	Cyp4f16	Lag3	
Usp53	Nploc4	Zswim4	
Wnt11	Pir	Chd3	
Ythdc1	Fbxo16	Emc4	
Metap1d	Nppc	Rpl35	
Pid1	Htr5b	Amz1	
Cln6	Guca1b	Lamp2	
Rps6ka4	Sptb	Slc1a4	
Rapgef2	Lix1l	Dnajc18	
Kmt2c	Polr2i	Tfcp2l1	
Ube2q1	Fam217b	Adamts3	
Ttc9	Cyp11a1	Casc3	
Zmat4	Ubiad1	Slc37a4	
Tsnaxip1	Utp6	Cnbp	
Akip1	Immp2l	Depdc1b	
Preb	Zkscan8	Hfe	
Gpt	Mrpl46	Ddhd1	
Slc12a6	Ubqln2	Zfp572	
Zar1	Itsn2	Dera	
Pappa	Surf1	Serpinb9c	
Ube2v2	Adam10	Ddb1	
Cmpk1	Neu1	Lgals9	
Serinc3	Slco4c1	Ylpm1	
Zdhhc21	Map1s	Hoxa2	
Fbxo28	Isca2		
Cpsf6	Rnf32		
Plxnc1	Trim28		
Ccl12	Gngt1		
Phyh	Tle3		
Zkscan8	Gm6792		
Efcab6	Lurap1l		
Insc	Hr		
Me1	Skap2		
Tbc1d8	Rora		
Mprip	Map1b		
C130071C03Rik	Smoc1		
Gramd1a	Caml		
Ccdc28a	Pea15a		
Spop	Mmd2		
Homer3	Spata7		
Ovca2	Slc17a5		
Crebl2	A230050P20Rik		
Cers4	2810459M11Rik		
Mettl7a2	Rgs8		
Mtor	Arl8b		
Rgl1	Acaa1b		
Bccip	Lmo7		
Man2a2	Ell		
Commd3	Las1l		
Klhl13	Crtc1		
Msx1	Zfp882		
Necab2	Dnmt1		
Zcchc12	Ccdc57		
Actr3b	Fbxo45		
Dram2	Htr5a		
Cdkn2d	Mrpl39		
Gfra4	Rabggtb		
Tas1r3	Ube2r2		
Nxt1	Tssk6		
Cdk2ap1	Nudt8		
Ttll13	Mn1		
C1qbp	Slc1a2		
Ap5m1	Ddx25		
Pth1r	Gemin7		
Wbp2	Dll3		
Prrx1	Ncr1		
Blnk	Man1a2		
Sec11c	Zfp286		
Dusp8	Aspg		
2810428I15Rik	Tmem97		
Sptbn1	Slit2		
Erc1	Gpr39		
Dock10	Slc22a30		
Egr3	4732491K20Rik		
Cort	Akr1b8		
Fam64a	Cep68		
Cul7	Pcyox1l		
Atl1	Bola3		
Shmt1	Selk		
Dgcr2	Smap2		
Tspyl1	Kpnb1		
Krt26	Pdcd10		
Lama2	Rela		
Snapc4	Fah		
Arhgef12	Rps3a1		
Zfand4	Itgb3bp		
Sec16b	Ttll4		
Rnf144b	Ppl		
Fbxl16	Slc38a1		
Slc38a5	Evi5		
Ly6e	Atat1		
Cmya5	Gtpbp1		
Angpt2	Galns		
Colec10	Kiz		
Actl6a	Prkcdbp		
Synpr	Lrrc10b		
Ercc4	Cep44		
Wasl	Pclo		
Mob3b	Reep6		
Meis2	D10Bwg1379e		
Pklr	Zfp212		
Tbxa2r	Pgp		
Traip	Tbc1d30		
Mipep	Ccne2		
Ccng2	Lamc1		
Gle1	Rsph1		
Osbpl11	Bcl2l1		
5730507C01Rik	Bbs12		
Dhodh	Micu2		
Pip5kl1	Irak1		
Ndst1	Cry2		
Hgs	Idh3g		
Rusc2	Kif18a		
Spice1	Sirt3		
Mmd2	Sec16b		
Fndc4	Nudt15		
4833438C02Rik	Chd3os		
Hsf1	Hmg20a		
Cenpn	Asap2		
Slc39a8	Tstd2		
Chpf	Bves		
Itgb3bp	Bank1		
Trps1	Ly6g6e		
Mad2l2	Lrrk2		
Asxl1	Il1r2		
Dyrk3	Rab3ip		
Ctrc	Fntb		
4930431P19Rik	Ddb2		
Moxd2	Gtf2ird2		
Rdh1	Tcerg1l		
Gtf2ird2	Stard4		
1200014J11Rik	Rala		
Slc4a4	Zfx		
Cited1	Ppp1r3c		
Sox7	Stx3		
Abcg4	Dpm2		
Chst12	C1d		
Grb2	2700038G22Rik		
Gabrg1	Purb		
Slc26a8	Ano3		
Ube2ql1	Taf7l		
Krtap5-1	Wdr90		
Smap2	Fam43a		
Defb13	Top1mt		
Tox2	Gcfc2		
Entpd2	Amz2		
Tmem151a	Tgfb1		
2610001J05Rik	Psme1		
Nup133	Phf5a		
Lce1a1	Necab2		
BC048671	Cwc15		
Trim8	Rdh11		
Sgsh	Khdrbs3		
Scgb3a1	Klf16		
Ltbp1	Eva1b		
BC034090	Txndc17		
Tet1	Vldlr		
Pbk	Npvf		
Pkp2	Tnfsf10		
Gns	Paip2b		
Hal	Pid1		
Cyfip1	Slc37a1		
Armcx5	Tmem217		
Cript	Rsrp1		
1700028P14Rik	Pou2f1		
Dhx38	Sec16a		
Gm12789	Grin2c		
Zcchc14	Spata25		
Vamp2	Wars2		
Mrpl39	Ptrhd1		
Las1l	Dhrs1		
Tradd	Tpp2		
Sox4	4933431E20Rik		
Ptcd3	Zfp110		
Tial1	Mrps31		
Rtn1	Spaca3		
Gpn2	Galnt10		
Ablim2	Cystm1		
Bmp5	Noc2l		
Ap1b1	Slu7		
Gnb2l1	Kcns3		
P4ha3	Ccnd2		
Tmem189	C1qtnf7		
Gria3	Cd33		
Invs	Tbr1		
Pknox1	Rnd2		
Gramd1b	Atp6v1d		
Scgn	Iws1		
Zfp691	Irak3		
Irak4	Dlgap4		
Cep68	Dcun1d5		
Racgap1	Psmb8		
Tmem29	4930483K19Rik		
Igbp1b	4930563E22Rik		
Npvf	Ccnt2		
Cog4	Mapk6		
Ankrd46	Akr1b10		
Pafah2	Rgs5		
Ptk7	Hnrnpul1		
Ddx25	Uqcc2		
Zfp830	Cmtm4		
Fam189a2	Man2a2		
Flnb	Faim		
Qrsl1	Cntfr		
Pank2	B2m		
Nmnat2	Gpr115		
Nme2	Csad		
Zfp142	March5		
Rd3	Rhoa		
4930568D16Rik	Scn3b		
Trpc6	Pnpla3		
Vwa3b	Tmed2		
Tcerg1l	Hsd17b1		
Chd3os	Prkag1		
Gh	Cdkn1b		
Gm9899	Rapgef2		
Sh3bp1	Fibp		
Ribc2	Rpusd3		
Zfp652	Syt1		
Gm12371	2900097C17Rik		
Zfp882	Lactb		
Mia	Scml2		
Nwd1	Fbxo34		
Nmbr	Clec2l		
Cenpu	Daam2		
Mtfp1	Gpr64		
Mapk12	Defb10		
Wdr78	Nras		
Card6	Cnbp		
Skil	Tmtc4		
Sertad3	D17H6S56E-5		
Echdc1	L2hgdh		
Tap2	Atp5sl		
Pole3	Tlr5		
Ripk4	Ift81		
Rel	Ltbp1		
Cct8	Slc35a5		
Snrpb	2610034B18Rik		
Asf1a	Nucb1		
Bbs12	Casc3		
Lyplal1	Slc38a5		
Ptk2b	Sp1		
Xxylt1	Sgsh		
Gnb1l	Trmt10a		
Mgmt	Tspyl1		
Ankrd13b	Pnmt		
Ankrd27	Kdm6a		
Cks2	Snx14		
Adam33	Usp40		
Camk1d	Naf1		
Fbxo18	2010107G23Rik		
Mob3a	Pianp		
Atp5h	Psd		
Hnrnph2	Atg9a		
Jarid2	Hapln1		
Gm10033	Pip5kl1		
Ptprv	Zbtb12		
Man1a	Lzts1		
Proser1	Rbbp9		
Fam187b	Nolc1		
Etv3	Map7d1		
Kctd9	Skint10		
Slc25a45	Lama2		
Mtmr2	Tap2		
Usp22	Phlda1		
Coro2b	Gcdh		
Tnnt1	Apoc3		
Fgd6	Ccdc122		
1810026J23Rik	Neurog3		
Git1	Vash1		
Ubiad1	Tmem189		
Otud7a	Impad1		
Apln	Ddx54		
Dusp5	Zfp239		
Sept3	Gfod1		
Il1r2	Polr2e		
Prkce	Lemd3		
Xpnpep3	Ndufb11		
Frmd8	Trpm5		
Uqcc2	Bod1l		
Tmem135	Zfp142		
Pycr2	Csf2ra		
Rbm46	Hnrnpul2		
9330133O14Rik	Slc27a3		
Rhoc	Pgbd1		
Card14	Nipa2		
Kcnq1	2310030G06Rik		
Cstb	Bcl2l11		
1110065P20Rik	Mlst8		
Aplf	Dnajc9		
Clock	Alkbh7		
Pthlh	Dock8		
Cln8	1700028P14Rik		
Tbc1d24	Cyp2c50		
Fndc8	Mettl20		
Ddx20	Cenpq		
Ets2	Cdc123		
Nr1d1	Arl4d		
Tbx21	Taf15		
Zbtb8b	Irgm1		
Wrap53	Ccdc117		
Rgma	Lmtk2		
Ccnt1	Ccdc25		
Pank4	Msx1		
Fbp2	Mrps35		
Arid2	Scn4b		
Zfp536	Fxyd1		
1700025G04Rik	Trim11		
Rfx8	Galt		
Ly6h	Pdha1		
Phxr4	Cul5		
Armc10	Trps1		
Gstm6	Avil		
Coq10b	Zfand4		
Relb	Gpm6a		
Pik3ip1	Xpr1		
Bcl2l10	Carns1		
Cox5a	Lipa		
Prrc2b	Card6		
Zfp110	Ddx20		
Cpsf7	Arhgef25		
Adamts10	Eef1a2		
Ube2l6	Tbx19		
Tmem106a	Rbfa		
Bst2	Pcdhb7		
Slco6b1	Ablim2		
Tfpi	Dis3l		
Lactb	Epm2a		
Prkra	Lcor		
Mdga1	Ago4		
Sgpl1	2610005L07Rik		
Sdr9c7	Grm4		
Msc	Chrna1		
Map6	Rilp		
Ptp4a3	Btbd3		
Ltbr	Vav3		
Tbccd1	Zdhhc23		
Tmem128	Slc22a23		
Padi4	Ptchd4		
Slc27a4	Kctd5		
2900026A02Rik	Zxdc		
Zc2hc1c	Nog		
1810032O08Rik	Crip2		
Zfand2a	Nmbr		
Top1mt	Ccdc47		
Paip2b	Angptl4		
Mal2	Lrrc73		
Cxcl10	Elp2		
Ube2c	Mthfd1		
Mettl7a1	B3gnt5		
Rnf141	Kcnk13		
Umod	Gm4926		
Gstm1	Tppp		
Cntn2	Reg3a		
Hyal4	Vmp1		
Sybu	Suds3		
Cdh4	Sel1l		
Mga	Adam18		
Stk3	Nup85		
Psd	Ddah1		
Pwp1	Vdac3		
Cry2	Man1a		
Tgfb1	Cep41		
Prex1	Lrch1		
Gtpbp1	Prpf40b		
Nog	Rrp8		
Klhl15	Tyro3		
Epdr1	Cd2bp2		
Nubp1	Zfand1		
l7Rn6	2900026A02Rik		
Fdft1	Rfc2		
Mvb12b	0610031J06Rik		
5430421N21Rik	Lgi4		
Tpr	Pkia		
Dgke	Fbxl18		
Tmem88	Tbc1d8		
Ankrd37	Fdx1		
Slamf1	Exoc7		
Rpp25l	Sfpq		
Mospd1	Zc3h12a		
Lrrc4	Gm996		
Kri1	Mprip		
Igbp1	Ankib1		
Aifm1	Zcchc12		
Aspg	Trpc2		
Mrps25	Cdkal1		
Pepd	Nprl2		
Rpa1	Pik3r6		
Lmo7	Sh3rf1		
Cxcl14	Mob3a		
Tpbpb	5730455P16Rik		
Slmo1	1700018A04Rik		
St6gal2	Gm608		
Oxtr	Stt3a		
Rnf138	Mbd5		
Gm5617	Eva1c		
Ptgr1	Wasl		
Glb1	Usp12		
Adora1	Gpm6b		
Ccnd2	Larp4b		
Pik3r1	Taf9b		
Hnrnpul1	1700003P14Rik		
Usp12	Krt23		
5830432E09Rik	Fbxl12		
Zfp551	Zscan26		
Il17ra	H1fnt		
Faxc	Gria4		
Bsg	Ccdc134		
Acta1	Tll1		
Ednra	Syt16		
Fgf18	9130015A21Rik		
Med9os	Aurka		
Stx12	AW495222		
Aacs	Fam188b		
Scn8a	Zfyve28		
Fam155a	Fosb		
Fam20b	Chia1		
Pls1	Lgmn		
Tbc1d1	Tradd		
Ucp2	Vasp		
Fam71e1	Eno3		
Sec61a1	Atp10d		
Phf6	Arl2		
Ppp2r5d	Nphp1		
Pak1	Adamtsl1		
Ap2b1	Tmed9		
Zfp57	Nt5dc1		
Txndc17	Sec61a1		
Eif3i	Sptssa		
Pitpnm3	Fmnl2		
Csmd2	Syt4		
Nfkbib	Rsph9		
Sp3os	Armc10		
Slc1a2	Lrrc61		
Map1s	Ptk7		
Abhd17b	Gtf2h5		
Trim62	Rps6ka4		
Hspd1	Ap1s3		
Mpzl1	Bloc1s5		
Elmo2	Sphk1		
Tmcc2	Stt3b		
Kif2c	Gnb4		
Raph1	Fzd1		
Nfix	Mapk11		
Isca2	Ankrd36		
Cenpp	Nr2e3		
Nsf	Rhoc		
Duox1	Ubr2		
Insr	Uba1		
Cdc20	Cdyl2		
Arhgap35	Samd14		
Cep170	Chrac1		
Mtfr1	Ski		
Gcfc2	Rusc2		
Dbp	Mllt10		
Grid2	Nmur1		
Wdhd1	Nkrf		
Gabrg2	Creb3l2		
Ppox	Dr1		
Zcchc7	Blzf1		
Dag1	Bbs1		
Ift122	Ribc2		
Lphn2	Parp1		
Col5a3	Impa2		
Magi1	Hopx		
Slc2a3	Tcte1		
Pi4k2a	Furin		
Nkx3-2	Lhfpl3		
Ciart	Blvra		
Daglb	4930402H24Rik		
Klf5	Ago2		
Vmp1	Lgals8		
Sparcl1	Cenpe		
Dpysl2	Cbr3		
Kifc2	Fam155a		
Fam43a	Taf3		
Cbx6	Amdhd1		
Scn3a	Ddo		
Ak3	Abl1		
Hrh2	Nmnat2		
Wdr90	Kmt2b		
Hmg20a	Gng12		
Tbata	Trub2		
Rpusd1	Cpq		
Suv39h1	Gja5		
Elp2	Morn1		
P2rx3	Slc6a9		
Pcdhgc4	Eif4ebp2		
Ift81	Jun		
Epcam	Xkr4		
Eea1	Gmip		
Pdxk	Zfp827		
Gramd1c	Dbi		
Otos	Mepce		
Plekho1	Igsf9		
Fgf13	Zfy2		
Degs1	Lmx1b		
Pde10a	Fndc8		
Crispld2	Dph5		
Myl1	Btbd10		
Nkx2-6	Mcm7		
Lbp	Sc5d		
4931428L18Rik	Cyth3		
Narf	Lin7a		
Yeats4	Ube4a		
Mrps10	Cct5		
Nrtn	Gm5148		
Cyp3a16	Ptpn12		
Bzrap1	Zfp825		
St6galnac2	Nfatc4		
Tmem98	Ceacam10		
Ints7	Zfp36		
Usp6nl	Rnf19b		
Gbp2	Slco5a1		
Cyb5r4	Hibch		
Tmem194	Mlf2		
Luzp1	Mknk2		
Adamtsl1	Stag1		
Eif4b	Tex11		
Foxj1	Cep89		
Prss22	Stox1		
Sqle	L3mbtl2		
Rps6ka1	E130309F12Rik		
BB557941	Ccdc183		
Cntfr	Zfp937		
Cops3	Zfp113		
Slc30a7	Nol4		
Btbd19	Caprin2		
Tnnt2	Man2c1		
Med9	Sema4d		
Gypa	Kcnq2		
Rspo3	Trim24		
Stard6	Kcnd3		
Gdi1	Samm50		
Rbbp9	Coq5		
Rassf3	LOC102640192		
Neurog3	Rgp1		
Ms4a3	Lrrtm4		
Itsn1	Naa35		
Supt6	4930568D16Rik		
Ephx2	Hdac2		
Mdp1	Abhd17b		
Rab38	Trnt1		
Dnajc1	Rogdi		
Klf16	Cnnm4		
Defb10	D430019H16Rik		
Sncaip	Cpne2		
Susd4	Ret		
Lrp10	Ubxn1		
Snx4	1700029M20Rik		
4933422A05Rik	Src		
Prickle1	Rap1gds1		
Tmem160	BC030500		
Ttll8	Phf10		
Fabp3	Galntl6		
Ran	Ubr3		
Emx2	Rfx5		
Hsdl1	9330133O14Rik		
Flna	Pde1a		
Lgi4	Actr3b		
D17Wsu92e	Megf11		
Fam195b	Ankrd46		
Ddx18	Vwa8		
Fbxo27	Pde4d		
2900097C17Rik	Snx12		
Pitpna	Npy1r		
Cd19	Fam229b		
Gpr39	Alcam		
1600010M07Rik	Chrnb2		
Ugp2	Mtg1		
1700037C18Rik	Ankrd33		
C2cd2l	Pdgfb		
Arhgef19	Fam195a		
Gpr115	1600012H06Rik		
Gad2	Zfp133-ps		
Ap1s1	Dgke		
Frmpd1	Gpr180		
Tmc7	Txnl4b		
Gpr137c	Nap1l4		
Atad5	Elmod1		
Slc31a2	Olfml3		
Gmip	Amn1		
E230025N22Rik	Atf4		
Pgam1	Sh3pxd2a		
Brsk2	Col4a2		
Nmt1	Nup210		
Coq5	Aprt		
Arhgap20	Pik3r2		
Arrb2	Pxk		
Rev3l	Phyh		
Cenpv	Braf		
Arhgef4	Abcg1		
Rcor1	Gadd45b		
Arrdc2	Arfrp1		
Akr1b8	Epc2		
Gm10857	Acot9		
Gas5	Cited2		
Tmem156	Aste1		
Exog	Slc26a10		
Ddr2	Bex4		
Mnd1	Orai1		
Zfp932	Zfand2b		
1300002E11Rik	1810055G02Rik		
Dennd6b	Tomm20		
Fam43b	Smco1		
Pcgf5	Tpp1		
Safb2	4833439L19Rik		
Cartpt	Pmpca		
1810013D15Rik	Nxpe4		
Ubap1	Ldha		
Tnik	Txnl4a		
Hdhd1a	Nbeal1		
Zfp446	Fam171a2		
Rtn4r	Taf10		
Trim13	Ahsa1		
Arhgef28	Thsd4		
1700012I11Rik	Mlf1		
3110040M04Rik	Map3k6		
Prkar2b	Armcx2		
Zhx2	Ndst1		
Igsf8	Klf10		
Tbkbp1	Fam84b		
Hkdc1	Rerg		
Cab39l	AU022252		
Ppfia2	C2		
Nop2	Mccc1		
Heca	4921508D12Rik		
Abl2	Bag3		
Ifi27l2a	Gpsm1		
Esco1	Cort		
Rpl7l1	Rcor1		
Man2b1	Usp50		
Dsp	Pon3		
Ttc7b	Stmn2		
Eno3	Cerk		
Asphd2	Tbc1d24		
2810417H13Rik	Fbxw21		
Dhx33	Msl3l2		
Numbl	Armcx6		
1700042G07Rik	Zim2		
Nav1	H2afj		
Kctd5	Nmu		
Pfas	Zfp33b		
Gm13238	Serpina10		
Fam81b	Clcn3		
Gpr62	Tmem156		
Unc119	Pnkd		
