SFTU	SFRC	SFNC	SFRN
Plekhg5	C1qc	Sf3a2	
Rad50	Csnk1e	Trib3	
Pgls	Pdha1	Tgif2	
2410022M11Rik	Tex15	Shroom2	
Ddost	Tipin	Kifap3	
Zscan12	Adrbk2	Zfp41	
Casc3	Ifi47	Vac14	
Kmt2d	Prss23	Sfswap	
Bod1	Dancr	2010001E11Rik	
Ptpn2	Serinc1	Tnrc18	
Amn	Rps20	Rnf165	
Als2cl	Gpcpd1	Lrrc19	
Svs3a	Samd11	Triqk	
Tmc7	Crls1	Trpc2	
Arhgap39	2510039O18Rik	Slco6b1	
Zc3hav1	Ifi30	Inhbc	
Pcgf5	1810062O18Rik	Aym1	
Dazl	Clip1	Csn3	
Ppp2r3c	Itfg2	Cttnbp2nl	
Kat2a	Atp5h	Stat3	
Cd300a	Zmiz2	Spats1	
Gm4926	Slc6a9	Psma8	
Clasrp	Uevld	Sdf4	
Smco4	Tmem74	Mb21d1	
Fastkd5	Adamtsl4	A330008L17Rik	
Tex15	Lamc3	Fn3krp	
Thap7	Phf2	Arid3a	
Lpcat3	Smim3	Lin37	
Mier1	Aff3	Ccdc40	
Slc7a5	Cd2ap	1700007B14Rik	
Trip11	Frmd8	LOC102639781	
Cacnb1	Rnd3	Zfyve16	
Spata33	March4	Rbm46	
Fbxl16	Ppp1r3c	Lmnb1	
Ubp1	Otp	Cox20	
Immp2l	Adamts3	A830018L16Rik	
Ppp1r3g	Fosb	Umod	
Npat	Slc35a1	Dsg2	
Acta1	2210018M11Rik	Cyp2c44	
BC034090	Cdpf1	Tcl1b4	
Ylpm1	Nell2	D630023F18Rik	
Entpd2	Inhbb	Slamf9	
Ankrd39	Rab12	Sox15	
Osbpl10	Pcdhb19	Slc7a8	
Samd11	Cdc42se2	Pnma5	
Ibsp	Slc25a3	1810014B01Rik	
Alad	Gas2	Trub1	
Stx12	Fam69a	Mylk	
Ogfr	Rprd1b	Ptpn2	
Atxn7l3	Fastkd5	Il10rb	
Mrpl42	Phex	A4galt	
Kcns1	BC030500	Foxg1	
Slc12a7	Tubgcp3	Tcp11l2	
Grin3a	Amdhd2	Mbnl2	
Ap4e1	Nucb1	Col15a1	
Ecm1	Lrrc1	Polr3k	
Psd2	Poli	Myo5b	
Grid2	Plcb4	Npffr2	
Gm19345	Phlda3	Phox2a	
Rwdd2b	Gm19345	AI747448	
Arnt	Amhr2	Grin3a	
Cltb	S1pr3	Appl2	
Tmem41a	1700028E10Rik	Dak	
Plekhh3	Mon2	Cmklr1	
Ddx23	Caprin2	4933431E20Rik	
Tceal1	Cln3	Tmem9	
Zcchc10	Arhgap39	Mtfp1	
Tbc1d9	Usp12	Cnksr3	
Grm3	Camkk1	Pgc	
Ccdc71	Morn1	Polr2a	
Riiad1	Acsl6	Dnm3	
Eng	Zdhhc21	Zbtb10	
Rora	Plekha7	Arglu1	
Rnd3	2810021J22Rik	Epha6	
Phxr4	Gtf3c2	Pced1a	
Zc3hav1l	BC028528	Itih1	
Dpcd	Git2	Stard3nl	
Gria1	Sema4a	Rab3gap2	
Lrp12	C030046E11Rik	Ahctf1	
Fblim1	Srsf2	Stag3	
Procr	Abhd14a	Ivns1abp	
Syt4	Sass6	Atg4a	
Glt8d1	Safb2	Fgg	
Crcp	Fam3c	Ahcyl1	
Chchd10	Gm5148	Alg11	
Dancr	Ccdc66	Tbc1d10a	
Ndufs7	Mfsd8	Gm17597	
Ate1	Cdc123	A630023P12Rik	
Pfkfb3	Nbl1	C530044C16Rik	
Ankrd13a	4933432I09Rik	Rap1b	
Fbxo16	Usp46	Spaca4	
Ip6k2	Cacnb1	Tmbim1	
Plod1	Psd	Nudt8	
Kif23	4933431E20Rik	Pet100	
Man2c1	Arf5	Arl6	
Rnf207	Klhl5	Zfp955b	
Fam228b	Chrm1	Heca	
Nisch	Ankdd1b	Zbtb41	
Mettl18	Nkx3-1	B4galnt4	
Lamtor3	Luc7l2	Taf1c	
Tmem255a	Gja4	Rnf122	
Insr	Zscan12	Plxna2	
Spin2c	Kiz	Gpatch3	
Foxn3	AI464131	Prkacb	
Msh5	Pard3	Chchd5	
Ifi47	Camsap2	Eif3a	
Sipa1l2	Cuta	Nup153	
Blmh	Atp6v1f	Ccdc85a	
Gas1	Zfp2	Ephb1	
Col1a2	Klra18	4930567K12Rik	
Hcn3	Spred2	Gpr124	
Ankrd37	Akt1s1	Sar1b	
Rdh11	Ska2	Wdr63	
Kctd1	Il2rg	Hsf1	
Vax2	Pcgf5	Il17rd	
Morn1	Rassf2	Rab1	
Nsdhl	Ercc4	Treml2	
Gtf3c2	Man2a2	Mras	
Mrps9	Klhl23	Wasf2	
Chd9	Mvb12b	Stt3b	
Oprl1	Pola1	Phex	
A630023P12Rik	Zfp882	Dph6	
Rbmx2	Cdk19	Wbp1	
Ankrd36	Stard9	Mif4gd	
Dyrk2	Renbp	Fmo4	
Pnisr	Cplx1	Znhit6	
Bche	Tyw3	Ptprn2	
Dirc2	Tmem132e	Sept11	
Ttc12	Prkcb	Cdca3	
Wwtr1	A430108G06Rik	1700018A04Rik	
Gnaq	Ppm1k	Pidd1	
Rlbp1	Pcm1	Cplx1	
Alkbh5	Mipep	Myadml2	
Dnajc1	Sema4d	BC030499	
Pipox	Cars2	E4f1	
Adnp2	Zcchc11	Ucp3	
Slc4a10	Akap12	Cd2ap	
Pard3	Bzw1	2610001J05Rik	
Ctss	Msc	Irx3	
Hrg	Cyb561	Ccdc47	
Cops3	Adcy6	Cacna2d2	
9030404E10Rik	Batf	Hoxb5os	
Magi2	Sc5d	Eif3e	
8030462N17Rik	Neurod1	Sqstm1	
Nap1l3	Stx12	Sh3bgrl2	
Mtx3	Pcca	Limch1	
Tmed9	Sec24c	Ppap2c	
Ankrd2	Mdp1	E230032D23Rik	
Grin2c	Serpinh1	Gpr65	
Lrch3	Ifih1	Atp13a3	
Cd93	Ddx23	Ptpn6	
Actr3	Dtd1	4930589L23Rik	
2010001E11Rik	Olfm3	Chd1l	
Gnai1	Dlc1	Pi4k2a	
Sri	Rab8b	Ppp4r1l-ps	
Actr3b	Procr	Hivep1	
Ankfy1	Rbm20	Prkra	
Slit3	Dcaf17	Insr	
Larp6	Cpsf6	Mettl7a2	
Ppcs	Ppib	Cmpk1	
Tiam2	Prosc	2700029M09Rik	
Rara	Emp3	Myl9	
Coq10a	Minpp1	Ddx4	
Usp50	Use1	Il1a	
Mocos	Cux1	4933402J15Rik	
Bfsp2	Bhlhe22	Xiap	
Eps8l1	Slc25a53	Btf3	
H2afb1	Isy1	Alpi	
D10Bwg1379e	Ss18	Saa2	
Anxa6	Nrip1	Shf	
Ankrd10	Pyhin1	Msl2	
Rprd1a	Igbp1	8030462N17Rik	
Pus3	Pdhx	Vsig2	
Cdh20	Sec61a1	Hlf	
4933404O12Rik	Sfxn2	Sumf2	
Vbp1	Capns1	Myo7a	
Tmem241	Rara	Rinl	
BC017158	Atmin	Tpmt	
Fen1	Lpcat3	Parp6	
Theg	Ppcs	Slc35f2	
Ttll11	Capza2	Tmem50a	
Dchs1	Kcnq1	Cdkl4	
Nkain2	Jun	Omp	
Cisd1	Diap2	Pola1	
Urah	Slc31a1	Sec62	
Ptgds	Myo1e	Kcnh3	
Sphk1	Hdgfrp2	Cmtm3	
1700008J07Rik	Eif4e3	Braf	
Gtf2e2	Eltd1	Tubgcp3	
Thbs2	Arhgap21	Fbxo43	
Cpsf1	Ifrd1	Redrum	
Helq	Syngr3	Traip	
Ankrd46	Sema3f	Gcnt2	
Cstf2t	Gstt2	Atm	
Fbxo45	Tbk1	Cenpb	
Tle3	Cntn1	Nop58	
Rad18	Mdh1	Morc3	
Il12a	Luc7l	Gipc1	
Bloc1s3	Fam167a	Hspa1l	
Maged1	Arnt	Il17re	
Ldhb	Rab40b	1600025M17Rik	
Mycl	Rnf19b	Pmm1	
Skida1	Fbxo5	Dbnl	
Zadh2	4930431P19Rik	Pgbd5	
Fgf14	Adcy2	B3galt4	
Arl5b	Myo5b	Mafk	
Ercc6l2	8030474K03Rik	Myo1b	
Il17b	Rreb1	Gsdmcl2	
Dysf	Mblac2	Colec11	
Trim44	Hhatl	Ncoa1	
Wnt7b	Atp11b	Bnip3	
Wdr91	Hnrnpul2	Dok2	
Ms4a6c	Napg	Isl1	
Slc18b1	Snhg12	4930511E03Rik	
Plxna1	Gmds	G0s2	
Sar1b	Srl	1700019D03Rik	
Adamts10	Alg12	Arpc1a	
Tnni2	Snx6	Sptan1	
Rps24	Camk2a	Zic5	
Myo1g	Rhobtb1	Cdh10	
Nudt17	Cox7a1	Med14	
Eif2ak3	Med13l	Hnrnpll	
Scd1	Dysf	Tigd2	
Slc35g1	Mbd5	Trim24	
Ankrd34b	Usf2	Ppp2r2c	
Serpina9	Mapk12	4930412D23Rik	
Dusp7	Cass4	C030046E11Rik	
Kcna1	Ercc3	Lcmt1	
1110017D15Rik	Amigo2	0610009L18Rik	
Ccl17	Cpne1	Zfp935	
Phf21a	Grid2	Chn2	
Cbln4	Helq	Snx32	
Pcdhb15	Phactr3	Nek4	
Adra2a	Usp40	Adcyap1r1	
Elof1	Boc	Sfmbt2	
Irgm1	Crnkl1	H2-DMa	
Ankrd13b	Ddt	Abcb4	
Esco1	Cyb5d1	Sdsl	
Dennd1a	Col4a3	A730082K24Rik	
Msh6	Phf1	Sos2	
Dgcr2	Gsta3	Arhgef25	
6430531B16Rik	Nfkb1	Impact	
Cntn2	Atp9a	Zim3	
Msrb1	Cryzl1	Syt9	
Cpsf6	Msh6	Fndc3c1	
Ppm1l	Slc39a8	Dpys	
Taf8	Sppl2a	Ebp	
Suco	Snrnp48	Dio2	
Spint1	Kctd16	Aoc3	
Hs6st2	Tbc1d32	Set	
Cxcl14	Efhd1	Stard8	
Cacna1g	Tnfrsf25	Mib1	
Kcnk2	Rab33a	1600002K03Rik	
Gm996	Vamp5	Ap3b2	
Zwint	Asb4	Cxcl1	
Pdp2	BC034090	Vamp3	
Asb13	Lgr4	Plekhb2	
Polb	Dync2h1	2410004B18Rik	
Slc7a10	9130019O22Rik	Caml	
Tmem181a	Ogfr	Nat1	
Nans	6820408C15Rik	Mir133b	
Bahd1	Foxn3	Htr5a	
Tctn2	Cage1	Eepd1	
Ska2	Ap2a1	Bms1	
Gpr176	Derl1	Nbn	
Ppil2	Zfp185	Dhodh	
Plat	D17Wsu92e	Pifo	
Tatdn3	Dimt1	Tmppe	
Fabp3	Mif	Chst5	
Ext1	Sfmbt2	Ms4a13	
Acot9	Myl3	Rab4a	
Anapc13	Itpripl2	Arid1b	
AI597479	Pithd1	Ddah2	
Il2rg	Tecr	Phf21a	
Txndc12	Abcd3	Tmem205	
Rorb	Fam188b	Fpr-rs4	
Nubp2	Fam72a	Cdca2	
9530077C05Rik	Pcif1	A230107N01Rik	
Bccip	Gnai1	Gm561	
2810055G20Rik	Msrb1	E230016M11Rik	
Ptms	Prdx2	Zfp281	
Aspscr1	Kansl1l	Trpc5	
Zfp760	Rab3ip	Trdn	
Wdr75	Sra1	Psapl1	
Prkra	Exoc6	Fubp1	
Dph7	Rgs5	Spice1	
Ccl12	Rbmxl1	Mocs1	
Cep97	Crebl2	Zfp961	
Arfip1	Ankrd24	Tex21	
Elmod1	Zfp719	Dexi	
Trafd1	Htr5b	Zfp282	
Vat1	A830082N09Rik	Cecr2	
Slc39a2	Ccdc47	Gulo	
Fam173a	Tppp	Dchs1	
Scn8a	Nlgn1	Vcl	
Chd1	Atp6ap1	Bmp15	
Setd1b	Faxc	D630045J12Rik	
St8sia4	AI854517	Rcl1	
Ddx56	Vamp4	Rhbdf1	
Hagh	Slc12a6	Ints12	
Slc25a18	Rhbdd1	Oaz1	
Mrpl28	Dand5	Speg	
Trim30d	Nfkb2	Pdx1	
Plxna2	Rps24	Tmem175	
Ptx3	Usp24	Rarb	
Fbxl5	Gdpd1	Ticrr	
Fhad1	Zmym3	Ky	
Lama3	Acy3	Rd3	
Scn5a	Itm2c	Pcdh19	
Cebpb	Flrt1	Tmem140	
Macrod2	Kbtbd11	Crabp1	
Pde1b	Avpi1	Col4a3	
Lax1	Gan	S100a4	
Psd	Zfp39	Stxbp4	
Otop3	Id1	Wdr11	
Rab33a	Bloc1s3	Zwint	
Lrrtm4	Rprd1a	Huwe1	
Nfic	Rdh12	Pmf1	
9130204L05Rik	Dmrtb1	Tmem229b	
Plekha4	Ldhb	Lck	
Dusp14	Rnf141	Fam126b	
Trim40	9030619P08Rik	Clec4e	
Mybpc1	Zbtb17	Rbp3	
Pan2	Kbtbd8	Paqr4	
Commd3	Mapk11	Lrrc75a	
Cobl	Glis1	Tbc1d9	
Glra2	Dpf3	Adamts3	
Dusp9	Ppp1r11	Was	
Hspa12a	Scrg1	C6	
Slc25a16	Man1a2	Spatc1l	
Rab3il1	Ap3m2	Lor	
Barhl1	Avil	Atp2b3	
Git2	Tap2	Galnt16	
Chst12	Zdhhc25	B230216N24Rik	
Crnkl1	Rrm2b	Fam122a	
Gpatch3	Mprip	AI429214	
Rps6kc1	Fam120b	Sntg2	
Mmd2	Brms1l	Ipo4	
Ppat	Fam122a	Atxn7l2	
Cd81	Camk2b	Pycr1	
Map4k1	Ralgps1	Cat	
BC038328 /// Rslcan18	Tmem123	Tspan32	
Zranb2	Gtf3c5	Nr1h3	
Zfand1	Gadd45b	Utp15	
Hnrnpul1	Irf5	Tcta	
Il20	Slirp	Gng7	
Bbs1	B4galnt1	Pou2f3	
Hnrnpul2	Elof1	Atp6v0e2	
H2afy2	Fbxo28	Col25a1	
Prdm5	Sh2b1	Tmem14c	
Msl3	Ankrd28	D17H6S56E-5	
Kif1c	Nob1	Slc30a10	
Fam171a2	Mfsd5	Fam120c	
Nkx2-6	Fabp3	Ddr1	
Tmem2	Scpep1	Plekhh3	
Fbxw7	Scarf1	Cyp2d22	
Dynlrb2	Ttc9b	Fxyd4	
Sgms1	Akap6	Reep1	
Cenpw	Ablim3	Chmp6	
Cys1	Uhrf1bp1	Asah2	
Fam195a	Zkscan8	Krtap15	
4930431P19Rik	Pdxk	Pkia	
Daam2	Ccdc88b	1300017J02Rik	
Chil1	Ofd1	Gpr110	
Caml	Glra2	Plk4	
Efcab10	Cd200	Sez6l	
Kif6	Slc7a5	Bcl2l2	
Cmklr1	Panct2	Wdr3	
Cdh10	Svs3a	Rbp2	
Rbm20	1810041L15Rik	Ptx3	
Pcmt1	Tesk1	Jup	
Arpc2	Sowahc	Fen1	
Csad	Ms4a6d	Dcbld2	
Lactbl1	Gm16740	Il1rl2	
Slc1a2	Bms1	Ndufb2	
C1qbp	Heg1	Dcakd	
Klhl23	Dnmt3a	Ankfy1	
Igf2	Gstt1	Tardbp	
Insl5	Ddx46	AY074887	
Ptk2b	Pi4ka	Nell1	
Wdr5	Oas1a	1700009N14Rik	
Atad2b	Dusp14	Hoxa10	
Rangap1	Selp	Cwc27	
Styx	AW495222	Fkbp11	
Med23	Dock8	Tmem89	
Ackr3	Nfkbib	Slx4ip	
Tbc1d14	9630033F20Rik	Msl3	
Dhodh	Srgn	Cilp2	
Chmp6	Mmaa	Foxo3	
Med30	Eif2s3x	Tubb1	
Polr3e	Chga	Fam20b	
Rnase2b	Abcb4	Tcf20	
Cramp1l	Tyrobp	Rbm46os	
Ntsr2	Rufy1	Hspb11	
Tmem9	3110040N11Rik	Tspan1	
Bcl10	Angpt4	Mrpl38	
Rnf8	Elmod3	Mpv17l2	
Cabin1	Plekhg3	Chd7	
E230029C05Rik	Cep95	Mrps25	
Igfbp7	Hps1	Fbxo27	
Wdfy2	Pipox	Eid1	
Dnal1	Prex1	Rab40b	
Sdr42e1	Tmem170b	Lins	
Kif1a	Pcdhb21	Setmar	
Ldlrad4	Oasl2	Epha8	
Fam217b	Tmem63c	Pcdhb21	
Zfp260	4933417O13Rik	Actr3	
0610037L13Rik	Fignl1	Sdhaf2	
Aff3	Mpzl1	Spsb2	
Troap	D630023F18Rik	Cryl1	
Panct2	Slc23a3	Zfp524	
Rbm33	Psmb7	Tcstv1	
Fbxw9	Pcp4	Egln3	
Itga5	Polr3g	Dst	
Arpp19	Tmem241	Cyp4x1	
Vwa3a	Asz1	Gpr97	
Pramel6	Secisbp2	Lrrtm4	
Rogdi	Phxr4	Hhatl	
Cadps2	Tbc1d2b	Ddost	
Trpv2	Kctd1	Dpcd	
Pold3	Tnnc1	Rbm25	
Glis1	Cirh1a	Polq	
Zmynd10	1110004F10Rik	Akr7a5	
Arl8b	Pagr1a	Ppp1r36	
Pygm	Slc27a4	Snhg18	
Yif1b	Ccdc82	Tmem214	
Ggps1	Zmynd10	Pomt2	
Gabpa	Zfp949	Pknox2	
Tcta	Kctd14	Ftx	
Hkdc1	Fzd1	Mthfd1l	
Crat	Bmp2	Gpcpd1	
Popdc2	Mbnl2	Gpsm2	
Gpkow	Rgag4	Spred3	
Ciita	Macf1	Gm13111	
Vkorc1l1	Pm20d2	Kntc1	
Cirh1a	Gas1	Psme1	
Nanp	Fbxo36	Nkiras2	
Dag1	Ccdc176	Gfm2	
Plekha3	Hnrnpd	Hoxc8	
Arf5	Ppm1e	Nthl1	
Nelfcd	Coq10a	F2r	
Anapc5	Ush1c	BC048679	
Bst2	Haus5	Cyp4b1	
L2hgdh	Stmn3	Myo9b	
Tigd2	Oprl1	Eif4e3	
Efhc2	Cdkn2d	Fam13c	
Ldhc	Hmces	LOC102638940	
Slc23a3	Bcl2	Kif18b	
5830428M24Rik	Wdr75	Lrrn4	
0610011F06Rik	D130020L05Rik	Ascc1	
Dcbld1	Rad51ap1	Sec14l1	
Tmem151a	Pla1a	Rbmx2	
2210018M11Rik	Tspan14	Galnt15	
Secisbp2	4933426M11Rik	Cdc7	
4930555F03Rik	Maged1	Gjc1	
Slc25a53	Wscd1	5830432E09Rik	
Cyth2	Eif6	Bhlha9	
Dnmt1	Ube2v2	Kcnab2	
1810041L15Rik	Kcnu1	Hmgxb4	
Wrap53	Dag1	Zfp326	
Man2a2	2810459M11Rik	Kif1a	
Ccdc93	Ccdc160	Mir1931	
Rhbdl3	Zfp282	Amhr2	
Olfr749	Nkain2	Copb1	
Gtpbp2	Dixdc1	Celf6	
Mtch2	Smc1a	Trim7	
Zc3hc1	AU022252	Slit3	
Kif5a	Adarb2	Tmem150a	
Hsd17b12	Arfip1	Trip11	
Epc2	Fkbp2	Crocc	
Cxcl1	Ap4e1	2310016G11Rik	
LOC102640387	Scn5a	Pskh1	
Tmem238	Trim30d	Reg3b	
Slco4c1	Rbp4	Cd200r3	
Serpinb8	Fes	1700065D16Rik	
Nlrc5	Mapkapk3	Hpse2	
Krt81	Gpr22	Aspscr1	
Cdyl2	Slc12a7	Atp5l	
Tbk1	St6gal2	Dnal1	
Rtn1	Tll1	Padi4	
Klhl8	Mettl18	Ackr4	
Ppard	2310061J03Rik	Gm15972	
Chrnd	BC026585	Rph3al	
Fhod3	Atxn7	Vwa9	
Ercc3	Naalad2	C9	
Hdgfrp2	Vps13b	2200002J24Rik	
Fgfbp1	Nr1d2	Birc3	
Bmp10	Rad18	Pla2g3	
Pknox1	Rasl12	Dydc2	
Ccdc66	Cabin1	Cnot10	
Gm5148	Ppp4r4	4933405O20Rik	
Man1a2	Glrx	Mrpl42	
Ciao1	Stt3b	6330403L08Rik	
Thy1	Crebrf	Lrrc31	
Fip1l1	Cd300ld	Sri	
Lingo3	Insl5	LOC100862268	
Syncrip	Gpr6	Ylpm1	
Jarid2	Gpr85	Cd38	
Nlgn1	Ndst1	C130050O18Rik	
Hmgcr	Zfp354a	Slc10a2	
Tbxas1	Gnpda1	Guca1b	
Avil	Ciita	Krt14	
Pdp1	Lxn	Camsap2	
Smarcd1	Rabl6	Tbx19	
Rusc2	Nfix	Steap4	
Dach2	Fxr1	Exoc3l2	
Jun	Vmn2r29	2810006K23Rik	
Ptprcap	Prpf40b	Hsd17b3	
Prpf39	Gsdmcl-ps	Fam219aos	
Ccdc125	Mpp5	Tmem41a	
Tppp	Syncrip	Mars2	
Herc6	Otud7a	Exd1	
AI854517	Cep128	Grb7	
Nsmf	Rgl1	Asb13	
Pdxk	Rpl35	Cntln	
Zbtb12	Cyp51	Rwdd2b	
Hoxa13	Nsmf	Fam134a	
Alcam	Nicn1	Ik	
Usp12	Psmd2	Wdr37	
Mpzl1	Col19a1	Foxf1	
Eif1b	Pdlim2	Tfe3	
Mkl2	Rchy1	Zfp551	
Kcnq2	Zbtb12	St3gal1	
Atp9a	Kcnj12	Gp1bb	
Capg	Ipo4	Sepw1	
Lims2	Zar1	Hoxc9	
Pepd	Slc24a2	Dtx4	
Xab2	Banp	Ptprg	
Gpr84	Cd151	Sult3a1	
Spatc1l	Atp5e	Mep1b	
Nfkbib	1810026J23Rik	Samd14	
Cox17	Gmip	Wdr96	
Cep95	Erc2	Cntnap2	
Arhgdib	Rtn1	1810062O18Rik	
Kpna2	Sesn1	Ikzf5	
Gap43	Pdzd4	Nxph4	
Atl3	Fem1b	Syt4	
Mras	Vsig2	Plac8	
Utp15	D730048I06Rik	AU023762	
Sypl2	2610301B20Rik	Kcnq4	
Tmem45a	Cox5a	Ggps1	
0610030E20Rik	Tspan3	Klk1b3	
Mtmr12	E230016M11Rik	Cutal	
Noxo1	Ppard	Dao	
Nell2	Icam1	Atp6v1c2	
Zkscan8	LOC102639781	Casc5	
Tax1bp3	Mtm1	Usp15	
Exoc6	Hcls1	Herc4	
Rtn4rl2	Plec	Smim5	
Rabl6	Plxna1	Cyp7b1	
Kif26b	Rbm12b2	2610035D17Rik	
Fam53b	Bst2	Cblb	
Mmp14	Galnt1	Cpne6	
Actr10	Nfyc	Mrps9	
Zfp511	Nsf	Tagln	
Otud7a	Adcy5	Ccnd2	
Obsl1	Dusp7	4932414N04Rik	
Scn2a1	Usf1	Anxa10	
Stard4	Cdip1	Tbc1d14	
Lama2	Tgif2	Pon1	
Prmt3	Arsi	Prpf4b	
C3ar1	Aagab	Uba3	
Zic4	Asb5	Rbm44	
Fam69a	Cyp2d34	Lyz2	
Ppp1r3f	Pgs1	Mmaa	
Slc25a34	Lgi3	Fam49a	
Elf5	Ktn1	Obp2a	
Fam188b	Stox1	Fam131b	
Adcy2	Bccip	8430426J06Rik	
Prss46	Nanp	AI846148	
Dcaf17	Gm7854	Fh1	
Vipas39	Ldlrad4	Bok	
Cd300ld	Eef1a2	Tmc8	
Kbtbd11	Rap1gds1	Lao1	
Dlgap4	Eid1	9430020K01Rik	
Zc3h7b	Epha7	Pdcd6	
Susd4	Rbbp8	Psmg2	
Esam	Zfp689	Caps2	
Lrrfip1	Trpc3	Clec3b	
Aard	Pepd	4933427D14Rik	
Abcc1	Phospho2	Plag1	
Prss55	Grb10	Tubb4a	
Ncf1	Wnt7b	Mpp7	
Myoz1	Gba2	Tcam1	
Qser1	Lrrc4	Llgl2	
4931408D14Rik	Cd48	Fam3c	
Stard9	Sorbs2	Krt1	
Morc3	Slc28a3	Mylk2	
A530016L24Rik	Elk4	Ldlrad3	
Ikzf5	Dll3	Zcchc12	
Psmd2	Zfp142	Gata5	
Nufip2	Apold1	Capns1	
Taz	Myo1g	Troap	
Nipal2	Ubac1	Ubqln3	
Tlr13	Ccl28	Spcs3	
Bcs1l	H2-T24	Crlf3	
Med8	Alms1	H2-Aa	
Il1r2	Sin3b	Atp6v0c	
Alx3	Cpox	Slc35a1	
Rpa1	Zfp467	Syndig1l	
Slc22a8	Ccdc25	Mllt10	
Celf6	Sec11a	Tvp23a	
Bhlhe22	Btbd3	Aga	
Cd3eap	Exoc6b	Cysltr2	
Plvap	Macrod2	Abcd3	
Fadd	Sypl2	Nqo2	
Marcks	Vbp1	Pyroxd2	
Rhod	1300017J02Rik	Bsnd	
Ubqln4	Pmf1	Spry1	
Gm9789	Tnfrsf13c	Dppa5a	
Mrpl38	Ddx1	Slc34a3	
St6gal2	D630045J12Rik	Hoxb3	
Fancd2	Rab42	Arl8b	
Paqr4	Sat1	4930518P08Rik	
Eif3e	Klrg2	Susd4	
Add2	Slc22a16	Krt72	
4930451G09Rik	Igtp	Ift22	
Zfp651	Cul7	Mkrn1	
Pdha1	0610030E20Rik	Supt6	
Slc45a3	Adipor1	Dact1	
Htr5b	Fn1	Ccr2	
Prl2b1	Nrg3	Pde1c	
Mtmr4	Fgf13	Tsc22d2	
Ablim2	Clec7a	Zfand5	
Pvrl4	Foxe3	Cyp2b19	
Trpc6	Coch	Pcm1	
Crispld2	Ddost	Med12l	
Slc44a4	Skap2	Tapbpl	
Bcl2l2	Kcnq2	Itga9	
Mob3b	P2rx5	Itpkc	
Erlin1	Daam2	Amd1	
Atat1	Chil1	4930432L08Rik	
Zfp219	Klf15	E230025N22Rik	
Ddt	Pitpnm2	Ofd1	
Zfyve28	Hnrnpul1	Mgea5	
Ddb2	Trip11	Rnf31	
Ccnk	1700008J07Rik	Npy6r	
Tmem212	Ccdc112	Ypel1	
A830082N09Rik	Hdac11	Myo1e	
Tmem63c	Cebpb	Irgm2	
Brinp2	Noc4l	Mmgt2	
Camk2b	Mblac1	Klhl24	
Nrip1	1810010H24Rik	Ctss	
Hopx	Rfc2	Slc51b	
Pgam2	Adcy8	Os9	
Cln6	Chrdl1	Snhg11	
Mfsd7b	Plcg1	Ccdc14	
Scarf1	1600012H06Rik	Tial1	
Psma8	Nit2	Ing5	
E230025N22Rik	Pdxp	Slc22a19	
Ppm1k	Ylpm1	Umps	
Atp6v0e2	Kif12	Arhgef10l	
Tnfsf13b	Cops3	Cylc2	
2810021J22Rik	Tmem41a	Ackr3	
Cnbp	Rwdd2b	Ckap2l	
Rab27b	Ift81	Rdh7	
Mief2	Marcks	Sepsecs	
Kif3c	Ppp1r3f	Agxt2	
Zfp418	Cdh11	Arhgap44	
Ctbp2	Ppp2cb	Cradd	
Bhlha9	Numbl	Spsb4	
Usp27x	Pcolce	Cdk8	
Trappc2	Arl14ep	Prpf39	
Mmp19	Tspan11	Ptpdc1	
Ddx46	Zfp53	Zfp2	
Adcy6	Cpd	Wdr45	
Sap30bp	Ptpn21	Ch25h	
C6	Bves	Stoml2	
App	Rdh14	4930511A02Rik	
Slc26a3	Efhc1	Vmn1r54	
Fndc3c1	Slc29a2	Gm14005	
Sytl1	Syt4	Fbxw14	
Kiz	Tshz1	Dap	
Gzma	Abca3	Hnrnpl	
Pdss1	Zfyve28	Sema4g	
Cdkl2	Mrpl42	4833427G06Rik	
Ap2b1	Lsm4	Fam195a	
Mrps28	Grn	Phactr3	
Cdk1	Noxo1	Sp1	
Syk	Adat2	Pwwp2a	
Fggy	Klhl8	Pzp	
Mut	Hexim2	Phactr1	
Zbtb4	Agfg1	4933427I22Rik	
Acot7	Clec16a	Rab3il1	
Cyp4b1	Efhc2	Pebp1	
Itgb4	Osbpl2	Defb7	
Ptprd	Prr13	Fam227b	
Ssbp4	Klhl25	Otop3	
Zfp358	Lmnb1	Grip1	
Mfsd8	Myl4	Cep55	
Spsb4	Ep400	Arl13a	
Hsd17b10	Ddhd2	Ctbp2	
Atmin	Theg	Pgpep1	
Iws1	Slc35g1	Prpf3	
Tfe3	Lama2	Perp	
Ccl2	Dhtkd1	2310010G23Rik	
Pole3	Sh3bgr	Usp25	
Ak7	Zfp472	E2f3	
Cplx3	Zfp212	Ncf1	
Zdhhc18	Wfdc17	Cd19	
Frmd8	Nalcn	Abcd2	
Aagab	Ttc39c	Asgr1	
Tspan14	Slc23a2	Ube3c	
Ptpn18	Sos2	9230112J17Rik	
Mblac2	Ctss	Ucma	
Sppl2b	Pramel6	Hspbap1	
Zswim1	Rusc2	Jph4	
Sema4a	Mapk6	St8sia3	
Frmd3	BC017158	Sugp2	
Slc28a3	Fkbp7	Zbtbd6	
Exosc8	Zfp385c	Zfp711	
Cdon	Npr3	Efcab6	
Carns1	Fam43b	Perm1	
