XFTU	SFTU	SFRC	SFNC	SFRN
Capn3	Tmem161a	Mtmr11	Acsl1	
Fbxo5	Mtx1	Cep164	Nags	
2010204K13Rik		Shmt2	Cytip	
Grin2d	Nanos1	Serf2	Scyl1	
Usp22	Camta1	Mrps16		
Rabggta	4930522L14Rik	Gm14431	1700025K23Rik	
Tceal5	Slc30a6	Scaf4	Nlrp6	
Tbx15	Nfyc	Kif1a	Prpf31	
	Tmem69	Cdc37	Hnrnpa0	
Ruvbl1	Slc35e2	Fam13b	Mrps2	
Wdfy1	Galnt4	Ercc1	Syce1	
Cep192	2610019F03Rik	Gpm6a	Mapk12	
2310003L22Rik	Pias2	Tmub1		
Nfkbia	Tnfrsf1a	AI836003	Kcna7	
Plat	Taf13		Fgb	
Pcdha11	Amph	Phactr4	Pdpk1	
Igsf11	Atp6v0e	AI462493	Trmt1	
	2610028H24Rik	Pisd	E330012B07Rik	
Rpap1	Hip1r	Prrt4	Slc40a1	
Acp6	Hnrnpr	Bcl7c	3110099E03Rik	
Dock8	Dok1	Phax		
Chst15	H47	Arl6ip4	Ccm2	
Ksr1	Trappc6b	Mcoln1	Tymp	
Pik3r3	Efna4		Dnahc17	
Stk40	Igsf11	S100a16	E2f3	
Mgmt	Rhpn2	Foxb1	Atp5c1	
Slc39a13	Gm9970	Ppif	Disc1	
Ddx5	Ercc1	Spns1	Fndc3c1	
Gemin7	Prss41	Oscar	Leo1	
Arpc1a	Irgm1	Galnt4	Calm1	
Lgals4	2700060E02Rik	Rimklb	Tmtc1	
Pi4k2b	Rpl13	Dlst	Col12a1	
	Klhl30	Ndufaf4	Syt9	
Sec13	Coro1a	Lrp8	Grm7	
Mpp1	Dolk	Plrg1	4921530D09Rik	
Fam108b	Dfna5	Atp5j2	Sft2d2	
Kdm5c	Gtf2a2	Il27	Ccdc23	
Bbs2	Gnal	Alpl	Tmem150b	
Clcn7	Mmgt2	Cyp51		
Kif26b	Fanci	Naa35	Slc5a8	
Ccdc81	Ddc	Cdkn2aip	Rnf141	
Cacng8		Rangrf	Cd320	
Snx3	Fam89a	Fkbp8	Leprot	
Eif2a		Mycn	Ampd1	
Pla2g3	Radil	Lat2	Heatr5b	
Cpped1	Mc3r	Plcd1	Mtm1	
Phc2	Defb45	Nbl1	Gm8580	
Cyb5b	2310057J16Rik	Bdh2	Nkx6-3	
Rps7	Dgka	Atp5d	F2rl2	
Cdt1	Car5b	Sdccag3	Sema6b	
Epha5	Mapt	Tkt	Snap29	
Mc1r	2310003F16Rik	Mcf2l	Rxrg	
Prkab1	Tada2b	Tm4sf1	Col4a3bp	
Cenpc1	A630007B06Rik	Tmem195	Tspo2	
Slc45a4	Sardh	Carm1	Dio1	
Ccdc123		Igsf9	Stxbp3a	
Sccpdh	Ell	2510012J08Rik		
Recql	Cd300lf	Slc36a1	Prpf39	
Cox4i2	Mad2l2	Slc30a1		
Anxa11	Eme1	Zfp217	Gm1527	
Cxcr6	Hist1h1b	Blmh	Kcnip1	
Rab28	Pcbp3	Smarcd1	Pik3r3	
Irak1	Mllt4	Car12	Lrrc48	
Meis3	Shmt2	Kcnj5	Fbxw21	
Gm8709	Srpr	Kars	Sbds	
Ror2	Dynlt3	Per2	Rnf139	
Klc3	Tex15	Cdkn1b	Tmem41b	
Hk2	Hax1	Banf1	1700123I01Rik	
Lrrc4	Nme1	H47	Nudt11	
Glt8d1	Mospd1	Ptger1	Ppid	
Sfxn2	Rg9mtd3	Lnp	A530058N18Rik	
Flii	Nfatc2	Tars	Mcm7	
Gapdh	Rac2	Tfb1m	Slc25a34	
Hexim1	Cabin1	Gm1141	Bace2	
Msl3	Uhrf1bp1	Lrp6	Arhgap21	
Smarce1	Maoa	Pydc3	En2	
Tmem195	Xiap	Otud5	Gabbr1	
Scarb1	6330408A02Rik	Pcsk4	Parva	
Bend5		Slco1c1	Prm1	
Maf1	Kbtbd8	Cyp4f14	Smok4a	
Scaf4	Sntg1	Il6ra		
Itgb1	Usp25	Eml3	Napa	
Denr	Ssr3		Ndufv2	
Egf	Rasl11b		Slc2a4	
Nup93	Kifc2	BC005624		
Aldh9a1	Abcf1	Panx1	Shc4	
Cetn2	1810013L24Rik	F13b	Mtmr3	
Ppp1r15b	Lrrc51	Fuk	Ddx42	
Trim39	Smarcd2	Igf2r	Cab39l	
Npcd	P2ry1	Nagpa	Tenc1	
Itpa	Adh5	Map1lc3b	Akr1b7	
Zfp85-rs1	Phf23	Reep5	Ss18l1	
Bfsp1	Gcfc1	Grin2d	Msl3	
Stat3		Enoph1	Gne	
Mettl5	Kdm3a	Zfp579	Pak6	
1810010H24Rik	Srp72	Gpr61	Cog6	
Plod1	Gfpt2	Vamp3	Crhbp	
2610018G03Rik	4632428N05Rik	Erc1	Parm1	
1500002O20Rik	Coro7	Afg3l1		
D10Bwg1379e	Fzd4	Sema6a	1700058C13Rik	
Cbll1	Pqlc3	Fam89a	Rnf8	
Atg13	Slc5a5	Phf13	Mcm2	
Adam10	Nudc	Ppp3cc	Helt	
Dtx4	Tmem180	Dhx40	T	
Adamts10	Ofd1	Hvcn1	Shpk	
Ulk3	Scyl3	Uvrag	Acyp1	
Slc25a11	Tle1	Sh3d19	Rad23b	
Apoa2	Hsf4	C3	Vangl1	
Nek6	Arrdc4	Slc25a26	Lrp2bp	
Usp42	1110007C09Rik	Rnf31	Ugdh	
	Ctnna1	Grin3b	Rpa2	
Pex26		Laptm5	Pld6	
Arnt2	Mudeng	Aplp1	Rs1	
Apol7d	Bcl2a1d			
Igfbp5	Rabif		Ctns	
Ptma	Slc45a1	Rptor	Prps2	
Sar1b	Slitrk1	Cdh15		
Znrd1	Ubash3b	H3f3b	Cd226	
Hpcal4	H2-DMb1	Gm14047	Negr1	
Steap1	Sipa1l2	Gbas	Lrfn3	
Eif4e	Rspo3	Gzmm	Lcorl	
Bmyc	Ctnnbip1	Rangap1	Extl2	
Urgcp	Pcgf2	Kcnd2	Opa3	
	Ptpru	Fmo1	Lair1	
Dynlrb1	P2ry13	Ccnt1	Pvrl4	
Aatk	Six4	Fut10	Rbm5	
Chmp4b	Zfp959	Polg2	Cndp1	
Eif4a3	Sfmbt2	Gpx4	Kif26b	
Tceb2	Rps18	Vangl1	Aff3	
Nrm	Gnb1	Stxbp2	Sntb1	
Ddhd2	Dio2	Tdg	Sult1c2	
Ppargc1a	Slc38a7			
Cd109	Pkia	Cops6	Gatad2b	
Zfp936	Egfl8	Grik5	Lrrc33	
Cebpa	Lrrc1	Fbxw4	AK129341	
B3galt1	Tmem98	Igsf11	Scaf8	
Rfng	2400003C14Rik	Cpped1	Tbx4	
Rsu1	Mcm7	Opa3	B3gnt5	
Tpbg	Eif4g1	Zfp629	Heatr7b1	
Fbp1	Pdcd10	Klb	Tmem98	
Shf	Gm1332	Trank1	1500011K16Rik	
Cdh26	Trp53inp1	Pvr	Rpl34	
Casz1	Lmna	Gm1673	Anapc1	
	Cerk	Vps13d		
Chst2	Bad	Loxl2	Zfp446	
Uba6	Cryl1	Adc		
Ppcs	Btbd3	Prmt6	Hpgd	
Aldh1l1	Ssxa1	Aff3	Dnajb13	
Mfsd2b	Vipar	Gab1	Ap3m1	
Otos	Rtp2	Cstf3	Narf	
Cyp2b13		Acbd3	ND5	
C130039O16Rik	Cstf1	Cox7a2l	Ccdc88c	
C85492	4931406P16Rik	Ifitm5	Pde7b	
	E2f7	Clcn2	March4	
Dnajc12	Snx20	Coq2	Ndrg3	
Ubd	Slc38a4	Coro7	Bahd1	
Rasl10a	St6galnac2	Serpina3k		
Nr2c2ap	Gng10	Fam117b	6330408A02Rik	
Fuca1	Dmrta2	Ubxn1	Kcnab3	
Pvrl3	Pex14	Slc19a3	Fpgs	
Lama5	Exoc4	Adcy9	Npl	
N6amt1	H3f3b	Tmem44	Arhgap4	
	Smurf2	Zbtb46	ND4	
Klhdc1	Tsfm		Nrf1	
Gm2382	Fxyd6	Mtrf1l	Clvs2	
Nfe2l3	Sema6b	Fam113a	Polr1b	
Xrcc3	Zbtb41	Dcps	Gsr	
Taf8	Wdr12	Eml5	Cand2	
Olig1	Fam166b	Cmpk2	Gm10345	
Pcnt	Mkrn2	Brap	BC002230	
Itih5	2700049A03Rik	1810009A15Rik	Atf7ip	
Ccbe1	Npl	Cyp2b10	Krtap16-8	
Nhp2	Wdr74	Psen2	Srcin1	
Neurod6	Morf4l2	Ndufb3	Qrfpr	
Med29	Baz2a	Zxdc	Bcs1l	
Bud31	Ctnnal1	Atox1		
Baz1b	H2-Ab1	Mtch1	Rbck1	
Pcgf6	Eif6	1700112E06Rik	Ghrl	
Arhgap42	Slc35b1	Mbtps2	Fank1	
Vma21	Podxl	Axin1	Kdm5c	
Trp53i11	Fth1	Fam155a	Pex1	
Sparcl1	Eif3b	Capn9	3200002M19Rik	
	Tuba1b			
Cd27	Pmpca	Donson		
Tas1r3	Psmd14	Ero1lb	Rfxank	
Gfpt2	Slitrk4		Tpbg	
Pcsk7	Ecsit	Tmem47	Ap1g2	
Gm11818	Itga10	Magi3	Lgals8	
Kcnd3	Rpl6	Pan3	Dgkd	
Prkcsh	Gne	Jund	Cdt1	
Cacna1s		Lix1l	Ppp1cb	
Nck2	Arhgap29	Ehhadh	Pdss1	
Esrrb	Svop	Tceal7	BC005537	
	Galnt2	Psma1	Klrc1	
2310009B15Rik	Zfp281	BC030500	Rabgef1	
Dhx34		Zfp706	Arl6ip4	
Pigs	Wnt11	Luzp1	Polr3d	
Golt1b	Hpse	Cpd	Fam173b	
Ap3m1	Pnpla6	Nat10	Flot1	
Hnrnpu	Lass2	Smarcc2	Fgd1	
Rpl15	Fstl5	Gucy1a2	Sema6a	
Rint1	Snx6	Polr3g	Itgb4	
Lgi4	Ccdc90b	Abtb2	Mcoln2	
Srsf13b	Dync1li1	Zscan12	Ywhah	
Atad5	Mfn1	Tmem173	Zfp354a	
Rps25	Arhgef10	Slc39a2	Xab2	
Tspo	Rpn2	Uts2r	Bcl7c	
A330050B17Rik	Arl3	Mpp2	Ino80c	
Lrrc19	Cited1	Med18	Mycn	
Dclre1c	Izumo4	Snrpb	Hoxd12	
Anxa9	1500012F01Rik	Bglap2	Prss36	
AA881470	Bend7	Gng8	Ces1c	
Kcnc2	Clvs2		Gm13084	
	Uts2r	Eef2k		
Trim21	Ccdc28b	Pef1	Diras1	
Synj2	Ncbp1	Epn3	Rbm3	
Prmt2	Cog1	Nmd3	Agtr2	
Lmnb1	Islr	Rabif	S100a11	
Mnt	Gm13152	Rasal3	Alb	
Cldn15	Man2c1	Fez1	Shoc2	
Elovl1	Cpped1	Nrip1	Aifm2	
Vapa	Tnfrsf4	Klk1b27	Ccdc126	
Sftpc	Sema6c	Acvr1	Avpr1a	
Slc7a1	2310003H01Rik	Rin1	Ccl25	
Smad7	Hrsp12	Ccr5	Kdelr2	
Dph1	Il12rb1	Gm7168	Reck	
Mpi	Tpcn1	Thg1l	Gucy1a2	
Hoxb1	Oprl1	Igbp1	Polg2	
Exosc7	Ppcs	Ruvbl2		
Itpk1	Meis3	Pfdn4	Tmem87a	
Ric8	Stag1	Rhog	Arhgap6	
Apoa1bp	Uqcrq	Usp3	Dynlrb2	
Ak2	Pld6	0610010O12Rik		
Lepr		Dynlrb2	Vps33a	
1700021C14Rik	Srebf1	Obfc2b	BC005624	
Abcd1	Wt1	Sap18	Klhl36	
Ndufv3	C8g	Pex19	Rala	
Ltn1	Tmem59	Radil	Tekt3	
2810008M24Rik	Slco1c1	Edf1		
Oaz2-ps	Trim9	Prss41	Wdr45	
Wdr13	Psma7		Smarcal1	
Srsf1	Fstl3		Fam53a	
Gm4978	Map3k1	Mpa2l	Paqr3	
Mrps36	Arl4c	Ucp1	Smtn	
Helb	Nol11	Slc25a11	Inadl	
Mcm2	Cant1	Itgal	Ppp3cc	
Aifm2	Alg9		Golga5	
Ugp2	Ptchd3	Rhbdl1	Ccdc115	
Npw	Bglap2	Cited2	Nfkbia	
Parp1	Pion	Cog6	Prrt4	
Nif3l1	Ap1s1	Tmem222	Orai1	
Fxc1	Ghrl	Vasp	Slc7a8	
Hbb-b1	Dhcr24	Med11	Evi2a	
2510003E04Rik		Slc47a2	Nedd1	
Agap3	Apcdd1	Rpl41		
Cndp2		Slc22a2	Rad17	
Elovl4	Gdi1	Tpm4	Lrrc7	
Car7	Serpina3k	Smarca4	Cryl1	
Hddc2	Srpk3	Hnrnph1	Aimp2	
Sf3b1	Arhgdia	Gm10318	Arrdc2	
Epha2	Ear1	Taf3	1700014N06Rik	
Glrb	Zhx1	Tspo	Tmem44	
Vps37d	Abca14	Btbd19	Ugt2b5	
Ddx3y	Arfgap3	Kctd12b	Ndufs6	
Bid	Arhgap4	Mycbp	Dnaja2	
Plscr2	Zfp51	Rbm38	Sh3bgrl3	
Trak1	Tshz1	Cnp	Nt5c3l	
Ppp1r16a	Ocel1	6430531B16Rik	Olfr1385	
Ccnl1	Stk30	Dok1	Zfp292	
Ppp1r14a	Nup160	Lrrn4		
Phb		Acadl	Gfi1	
Ift140	Gosr2	Cntn5	Tnfrsf1a	
Thrap3	C80913		Dap	
Pdcl	Ttyh2	Gm694	Psmg2	
Uqcrb	Ccdc59		St6galnac2	
Tubgcp2	Rab1b	Eif6	Phpt1	
Eif3e	Tekt4	Sema3e	Hadhb	
Cyp2j6	Phax	Pms1	Hsdl2	
Pim3	Itga6	Bcl2a1d	Fam89a	
Gp2	Gm5077	Ttll5		
Cyb5r3	Polb	Ilf3	C3	
Mta1		Myst2	Gfm2	
St13	Mobp	Pnpla6	Ugt2b34	
Lst1	Tcf12	Foxs1	Tnnc2	
Ptpru		Glp1r	Tada2b	
Hnrnpul1	Cplx1	Cryzl1	Nmi	
Nexn	Gfra4	5530601H04Rik	Cbx3	
Ntan1	Traf6	Usp25	Usp5	
Tnfrsf9	Pnrc1	Snx6	Anapc5	
Csnk2a1	Nyx	Aifm2	Etv1	
Ublcp1	Opa3	Rnf141		
Syn2	Ash2l	Galntl6	Gm5622	
Rps6kb1	Ftsj3	Bmp4		
Lyst	Zhx3	B4galnt4		
Lgals1	Cd52	Hmg20b		
Msrb3	Inha	Defb45		
Rbm14	Kcnc3	Creg1		
Ppm1d	Nudt16l1	Plagl1		
Mast2	Mnda	Rnf114		
Mkrn3	Atxn7l2	Ubl5		
Synpo2l	Syne2	Npy5r		
Mppe1	Fgd1	Nrxn3		
Rpl13	Zfp354a	Ccdc59		
B230369F24Rik	Strn4	Mcm7		
Pcsk9	Eri1	Slc25a30		
2500003M10Rik	Zfp27	Tmsb15b2		
Zfp11	Cst3	Cd200		
Mdn1	Tnnc2			
Dph3	Zfpl1	Nudt10		
Papd5	Kpna6	Ccl5		
Atp5g2	Egln1	Apom		
Casp1	Src	Glo1		
Hdhd2	Rad9	Uqcc		
Tle1	Actl6a	Tspo2		
Ufsp2	Itgad	Tapbpl		
Fzd9	Cgref1	Wnt2b		
Pdk4	Ina	Eng		
Dhx30	Sox17	Fbxo39		
Tpt1	Slx4	Slc6a15		
Cbx3	Brap	2010002M12Rik		
Dak	Sesn1	Ttc25		
Mmp11				
Armc6		Qser1		
Psmd3	Nr2e1	Crebbp		
Acvr1	Errfi1	Gabarapl1		
Ccdc99	Kif2a	Olfr464		
Ccdc28b	Nedd1			
Acads	Cfc1	Mfap3l		
Mthfsd	Krt18	Rbm45		
Psmd13	4933440N22Rik	Hnrnpr		
Sik1	2610002J02Rik	Cpm		
Amph	Cebpb	Rps6-ps2		
Mypop	Mex3c	Srsf10		
Airn	Spdya			
Glipr1	Rab13	Aifm1		
Decr1	Psma1	3110082D06Rik		
Ass1	Hmg20b	2610019F03Rik		
	Pax6	Rpn2		
C87414	Dnajb6			
Gm885	Krtcap3	Timm44		
Atrip	Iscu			
Psmd7	Slc30a1	Dytn		
Trim16	Alg6	Clcn5		
	Zc3h8	Serpina11		
Mapk14		Nfyc		
Rasl11a	Txndc16	Tmem216		
Pdhb	Foxe1	F3		
Ltbp3	Mid1	Gm4392		
Cul7	Leo1	Nhlrc1		
Pabpc1l	Tmub1	Gmppb		
Tmprss4	Fancl			
Dsn1	Blvrb	Rpl9		
Birc3	Slmo2			
Tmsb15b2	Zfp58	Plcd3		
Ccin	Top2b			
Zfp119a	Fbln1	Gprin1		
Sidt2	Nme4	Fbxo30		
Adam15	Itgb1	Anapc1		
Cxcl16	Hprt	Ift88		
AB124611	Rbm45	Tbpl1		
Kif2a	5730494M16Rik	Pcbp3		
Rspo2	Kcnq3	Muted		
2210015D19Rik	Rhbdl1			
	Fig4	Gm13251		
Sox2	Anapc1			
Rnf139	Atox1	Cd300lf		
Tmsb15b1	Gemin8	Gtpbp6		
Selk	Homer2	Tnnc2		
Tmem20	Cnih3	Pbx1		
Ifitm2	Kcnj5	Fam45a		
Wdsub1	Echdc1	Eif4e2		
Alad	Tinf2	Csrnp3		
	Cntn4	Tcfe3		
Srr	Fabp5l2	Polr3c		
Cdkn2b	Ddx42	Slc41a3		
Igsf1	Rrp9	Tead2		
Ebi3	Prpf39	Dnm1		
Aarsd1	Epn3	Phpt1		
Etv4	Gm1027	Ndufb11		
Mkln1	Polr3c	Mtmr2		
COX2	Tspan2	Sf1		
Cnr1	Cdkn1c	Foxc1		
BC065397	Rpl21	Map3k15		
0610010K14Rik	Slc27a1	Gstz1		
Polr3h	Fau	Itgae		
	Pex1	Hand2		
Ager	Fcrla	Srprb		
Ttbk2	Mxd3	Igfbp5		
Trpc4ap	Ear6	Zfp944		
Kif3b	Spg11	Scube3		
Ssx2ip	Snupn	Mettl5		
Creb3l4	Prkx	S100b		
	Stx7	Tbx6		
Ppp2r4	Parg	Dek		
Wbp4	Nop58	Skap2		
Mlf1	Stk4	Hcrtr2		
Ddx39	Cd84	Chmp2b		
Fancg	Scp2	Shd		
Rpsa	Upk3a	Nod1		
Sstr4	B4galt6	Papd4		
Cdk4	Pms2	Ssr1		
Dtd1	Actr1b	Nme1		
Btbd6	Spink5	Lman2		
	Aifm1	Sp140		
Akap17b	Grinl1a	Snx7		
Sema3d	Pknox1	Vegfc		
Clp1	Rasgrp4	Vsig10l		
Gm5145	Mycn	Oprl1		
Chd1l	Lef1	Hat1		
Xpot	Tgfbr1	Pax4		
Zfp580	Srprb	1110008J03Rik		
Ptpn4	Tox4	Poc1b		
Entpd4	Mrc2	Krtcap3		
Zfand1	Memo1	Znrd1as		
Tm9sf3		Sacs		
Pgap3	1110002B05Rik	Psmc2		
Dusp10	Ankrd22			
Bcl7a	Triap1	Cryl1		
Hadha	Tcea2	Mxd1		
Tal1	Gan	Slc45a1		
Ptplad2	Alg5	Rab10		
Trmu	Rimklb	Abcf2		
Fbxo30	Magi3	Ube3b		
Brdt	Mier3	Dlg2		
Tgs1	Taf8	Fsd1l		
Irf7	Vnn1	Ipo4		
Egln1	Grb2	Pex13		
Rexo4	Rrad	Gtpbp10		
Spata3	Zcchc11	Vnn1		
Psmd6	Ccdc40	Gmppa		
Sytl5	Smug1	Gna14		
	Crebbp	Kcnc1		
Mrpl30	Gpm6a			
Usp19	Ush1g			
Nfe2l2	Slc39a3	Gm8994		
Srd5a3	Otp	Ddx42		
Nadk	Hmbs	Ap1s1		
R3hcc1	Serf2			
Maob	Cd1d1	2310045N01Rik		
Clk2	Slc6a11	Pptc7		
Hap1	Gcc1	Src		
Zfp14	Wdr77	Pttg1ip		
Rpl26-ps2	N4bp3	Rcan3		
Sik3	A430033K04Rik	Hspbp1		
Tgfbr1		Smarcd2		
Tmem63a	Asxl3	Bst2		
Ifit3	Pms1	Rpa2		
Zeb2	1810022C23Rik	Aph1b		
Sos2	A530098C11Rik	Lphn1		
Fam45a	Map2k5	Stk24		
Tmem55a	Asgr1	2700060E02Rik		
Acot3	Dok2	2610028H24Rik		
Ciz1	Cpa3	Pde4b		
Vmn2r24	Zfp580	Kctd14		
Por	Alox12b	Anxa9		
Cetn1	Leprot	Sephs2		
Brms1l	Polr2j	Cep192		
Kcnc3	Tinag	Lbx2		
Rgs16	Ccdc125	Hyou1		
	AW011738	H2-Ob		
Slc39a2	Psma3	Zfhx3		
Sgk2	Pdf	Olfr611		
Pde4dip	Zfp706	Mospd1		
Gmnn	Chmp4b	Serpinf2		
Zfp654	Reep5	Trim59		
Gm5215	Scn1a	Cyp2d12		
Heatr5b	Ndufv3	Tlx3		
Kin	Man2a2	Rhpn2		
Rhog	Abcg1	Slc35e2		
	Cbr2	Rgs16		
Fggy	Lgr4	Slc15a2		
St6gal1	Pcnt			
Impact	Rnf4	Trim63		
Nr3c1	Tm4sf1	Rnf4		
ND1	Dars2	Car5b		
	Dek	Cth		
Tpd52l2	Prss50	Spnb3		
Tnfsf10	Dmrt3	Dvl3		
D430042O09Rik	Ndufa7	Gcfc1		
S100b	Mtch1	Gm5087		
Zranb3	Zc3h12b	Smc1a		
Zcrb1	Akr7a5	Itgb7		
	Trak1	Rhof		
Ocln	Atp5e	Depdc1b		
Crtc1	Plekhh3	Asb16		
Mrc2	Rps15	Cbx2		
2210013O21Rik	Oxct1			
Cstf1	Acp1	Zdhhc24		
Trnp1	Wdr75	Actl6a		
Cldn11	Actr2	Zfp51		
	P2rx7			
Spn	Smad6	Rbm12		
	Pold1	Podxl2		
Ppox	BC051019	Itga5		
Chia	Ugdh	Lztfl1		
BC048403	Rbm12	Gemin6		
Lpcat3	Mtpap			
Rassf9	Csmd3			
Junb	Atp5sl	Alg9		
Nthl1	Vps33a	Tet3		
Myef2	Trim2	Trim38		
Trim45	Vac14	Hcrtr1		
Kcnk12	Trim26	Msh3		
Rrm1	Tmem44	Armcx3		
Hiatl1	Fez1	Lancl1		
Bub3	Avp	Ctla2a		
Epc1	Slc11a1	Alas2		
Il18bp	Obfc1	Ampd2		
Cux1	Donson	Wac		
	Stab2	Tmem180		
Ddx50				
Ptpn11	S100a9	Ercc6		
Zfp687	Tmem121	Slc38a1		
Atp11a	Tox2	Izumo4		
Trmt2b	Tap1	Lingo3		
Zfp260		Foxk1		
	2410003K15Rik	Armc2		
	Sec11c	Igfbp4		
Herpud2	Erp44	B230307C23Rik		
Slc5a3	Zscan12	Cops7a		
Gm5640	Ddx26b	Adh5		
Flt3	Flnb	Havcr2		
5430403G16Rik	Ero1lb	Gm5820		
Rbbp6	Tek	Sardh		
Samd4	BC006779	Fkbp7		
Gm6377	Abcb8	Tmem167b		
Maged1	Sirt5	Gdi1		
Tmem80	Rnf31	Zrsr2		
Sf3b2	Nipal3	Hnrnpm		
Chst12	6330503K22Rik	Fam55b		
Tmem45a	Clec2d	Diras1		
Rasl12	Rpain	Fdx1		
Phkg2	Pacsin1	Rala		
Ugcg	Rad54b	Abhd5		
Tgfa	Copg2	Vipar		
Nkx6-2	Itgal	Serpinb9e		
Cdc23	Lancl1	Fbxl3		
Nt5m	Hexim1	Nsl1		
		Pa2g4		
Eif2b2	Tmem57	Nfatc2		
	5930434B04Rik	Rpa3		
Dbt	Cct2	Cbln1		
Rassf1	Slc38a3	Hpse		
Mysm1	Nup43	1500011K16Rik		
Maged2	Rlim	Arl4c		
Psmd11	Zmynd8	Kif3b		
Sap30bp	Bin1	Cldn23		
Rfxank	Tmem126a	Inpp5a		
Rpsa	Snx13	Ttc39d		
Ehd2	Rbm38			
Ints12	Tenc1	Ccdc28b		
Avp	Pkp3	BC048609		
Bnip3l	Zfp943	Slc25a1		
Zfp108	Med9	Atp6v0a1		
Cog6	Ctss	Slitrk4		
Cisd3	Timp3	Sag		
Zfp444	Tbx21	Edn1		
2700023E23Rik	Mrpl28	Ugp2		
F5	Thg1l	Golga3		
Gtf3c4	Zfp161	Kcnn3		
Gm13152	Cs	Lgals1		
Pkn1	Mterfd3	Tec		
Clic1	Rdh12	Zfp943		
Dr1	Cand1	Slc38a2		
Fstl5		Pigx		
Gbp1	Galnt1	Slitrk6		
Igsf8	Cntnap1	Syce1		
Pomc	Zfp654	1700029H14Rik		
Tnni1	Zfp579	Tmbim4		
Prkaca	Mta3	Zfp239		
Shank1	Ccdc9	Nmi		
Arrdc3	Atp6v0a4			
Tle3	Gcc2	Thumpd1		
	Fastk	Slc25a42		
Cacybp	Bst2	Itga10		
Wdr85	Dph3b-ps	Zfp108		
Crat	1700029G01Rik	Gm1027		
Uba7	Cln3	Anxa4		
Chmp6	Mfap3l	Otos		
	Ap2a2	Glis2		
Atp6ap2	Klc1	Gnai3		
Rilp	Prmt6	Snx25		
Pdcd7	BC065397	Clasp2		
Myl9	Shd	Itm2c		
Ptplad1	Usp54	Api5		
2610028H24Rik	Axin1	Gne		
Bin1		Sdad1		
Atp6v1g2	Gm684	Nol11		
Sbf1	Rfc5	Spata24		
	Vps4a	Ano8		
Zfp954	Serpinb9e	Bmf		
Phtf2	Nespas	Pgap3		
Limd1	Gdap2	Rab35		
Dynll2	Dnalc1	Tcfap2c		
	Mrps16	Slc27a1		
Tec	Suv420h1	Zfp879		
Snupn	Zfp295	Ptplb		
Gabrr1	Spg21	Maff		
Adamtsl4	Lst1	Tcf12		
Trnau1ap	Gprc5c	Ddx26b		
Nlgn3	Tceal7	Flnb		
Mtpap	Arl6ip4	Lemd2		
Scube2				
Lamp3	Fkbp4	Ugt2a3		
Pdia3	Hibch	Lrrtm2		
Hadhb	Krt8	Klhl1		
Sbno1	Cyp3a13	Efemp2		
Tecr	Acacb	Gimap4		
Ctu2	Foxb1	Rab1b		
Gadd45a	Lbx1	Snx14		
D230025D16Rik	Dis3	Csmd3		
Ndp		Pdxp		
Fabp4	H2-Ob	Pias2		
Pxmp4	Mxd1	Rab7		
Tsc1	Eif2b3	Otub1		
Psma3	Zfp532	Copa		
	Rpl37	Tpd52l2		
Rnf32	Rnd2	Gp1bb		
Smc1a	Zfp830	Cd9		
Runx1t1	Anxa9	Ctnnal1		
Chd2	Rpsa	Ttll3		
Poc1b	Tet3	Trim66		
Kifc3	Myod1	Fam166b		
Gimap4	Zfp771	Dcun1d4		
Nme3	Scaf4	S100a11		
Creb3l1	Ndrg4	Arl5a		
Rbm25	Rad54l2	Zfp251		
Syt8	Amtn	Dbf4		
Rrp15	Polr3d	Osbpl11		
Rangrf	Dusp4	Zfp229		
Terf2ip	Tspo	Jmjd6		
Wnt9b	Spink4	Itih3		
Zfp944	Kctd14	Gm9885		
Krtap5-5	Kif3b	Bin1		
Decr2	Caml	Farsb		
Gsr	Mpp6	Ube2a		
D8Ertd82e	Mrpl41	Galnt2		
Nid1	Nckap1l	Atp8b2		
Polr3e	Eif4e2	Maf		
Ddx59	Nog	Vars		
6430531B16Rik		Smad1		
Alkbh6	Efcab10	Adcy4		
Sgsm1	Ryr2	Smad6		
Mrpl17	Pih1d1	Pcnt		
Atp5o	Ifit3	H13		
	Rasal3	Gpx2		
	Bace2	Wipi1		
Dusp19	Snx33	Dio2		
Rtcd1	Ugt2a3	Gm684		
Pef1	Rpsa	Ext2		
Slbp	Olfr76	Eno2		
Sbno2	Dub1	Ppp3cb		
Kirrel2	Rbbp5	Sephs1		
Ptgs2	Adcy4	Arih1		
4930525M21Rik	Edf1	Rplp2		
Ebf4	Azi2			
Sykb	Ufsp1			
3230401D17Rik	Rabl2	Hcn3		
Txlnb	Vcp			
	Slc30a10			
Lhfpl4	Ptdss1	Lace1		
Serpina3b	Glb1l	Efna4		
Mkks	Slc38a1	Tle1		
Cacna1i	Rab35	Nostrin		
Rps14	Olfr596	Clec18a		
Prodh	Ears2	4930522L14Rik		
Sec11c	Klhl22	Ube2q2		
Hes6	Plekhg6	Krit1		
Chchd7	Gm15056	Zfp92		
D330045A20Rik	Sspn	Sass6		
Dbc1	Atp2c1	Prpf40b		
Psme1	Actn3	Wtip		
	Ptpn4	Gng10		
Omp	Slc22a13	Atp5g2		
Sh3kbp1	Lman2	Tuba1c		
Vamp3	Klhl2	Myod1		
Sft2d2	Iqub	Gm5321		
