XFTU	SFTU	SFRC	SFNC	SFRN
Ppid		Hmgn5	Cnbp	
Celf6	Me3	Mff	Glt28d2	
Spc24	Zmynd12	Clns1a	Spdef	
Rpl34	Fdft1	Hmbs	Gm6404	
Hmg20b	Atp6v1e1	Pllp	Gm5595	
Rbp4	Nprl2	Helq	Rac1	
Prkar2b	Rab3gap1	Xpot	Cyp2j6	
1500035N22Rik	Cdc14b	Cox6a2	Cox7a2l	
Sec61a1	Alg2	Asl	Gars	
Polr1b	Nde1	Klhl26	Sdhaf2	
Bmp2	Cdc25a	Acbd6	Atf2	
Akap8l	Prmt8	Rhob	Me2	
Rragd	Ppdpf	Adcy1	Tnfrsf9	
Sec14l2	Msln	Gm2382	AU040320	
	Ccdc86	Pdgfb	Fam134b	
Pten	Ephx1	Top3a	Exosc4	
Pabpc1	Tjp1	Hspb11	Rpl21-ps5	
Cym	AK129341	Sema5b	Dazap1	
Sphkap	Oprd1	Hbs1l	Zfp318	
Rbm3	Rapgefl1		2310003F16Rik	
Fyco1		Tsks	Dpysl2	
Gcc2	Cspg5	Pgs1	Npr3	
Casp6	Rps27a	2610035D17Rik	Cacng8	
E130116L18Rik	Sympk	Dgki	Cyp4f14	
Rpl3	Dhx32	Dusp1	Tmbim4	
Neto2	Ascl2	Tmem134	Ric8b	
Ppdpf	Prok2	Wdr91	Tpm1	
Fgf22	Rpl30	Cetn4	Acad8	
Ddit4		Cnbp	Hpca	
Ddx41	BC016495	Vps54		
Ube2a	Sgtb	Dcaf10	Lsr	
Ralbp1		Pex5	Dap3	
Gm5239	Layn	Enc1		
Atat1	Dmd	Sgpp2	Ldlrad3	
Smarcd1	Rhot1	Kcnj9	Gtf2a2	
Hnrnpab	Dync2h1	March1	Ccbe1	
Chchd2		Ptpn12	Eng	
Padi1	Bax	Tcte1	Usp11	
Mul1	Pllp	Mosc2	Spryd4	
Slc7a6	Ccbl1	A130022J15Rik	Zfyve21	
Dlgap4	Xpr1	Bex2	Tmc6	
Rspo3	9630033F20Rik		Ncbp1	
Camk4	Cbx6	Figf	Dnajc17	
Bcar3	Hic2	Ufsp1	C77370	
Usp32	Ttll1		Gm10094	
Ankrd22	Xrcc4	Avp		
2700097O09Rik	3110047P20Rik	Nr5a1	Mlc1	
Adamts13	Atxn1		Atad2	
Arf4	Tmem117	Hsd3b7	Gm5751	
Tmem25	Ncf4	Stk3	Ttll10	
Vgll2	Ppfia3	Dhrs4	Ssr1	
Crispld2	Tmtc1	Serpinb8	Nsa2	
Nubp1	H1fx	Mapk12	Slc15a3	
Mbtps1	Dhx34	Jkamp	Pafah1b1	
Adk	BC034090	Gm5868	Rdm1	
Cyba	Sesn2	Fgf23	Fos	
Pcsk1	Tmem37	Gria2	Wdtc1	
Gga2	Oprk1		Tmem123	
Evi2a	Mbd4	Fam186b	Fam125b	
Pip4k2b	St3gal6	Arpp21	Mpa2l	
Uqcrb		Fam149b	Eif3k	
2810001G20Rik	Sec61b	Ankrd42	Cstb	
Rdh9	Prdm11	Ass1	Tada2a	
Cage1	Fam116b	Impa1	Omp	
Uvrag	Arsa	Srek1ip1	Mosc2	
Sytl1	Fam129a	Rps29	Bmp2	
Rusc1	Mapk12	Klhdc8b	Zbtb46	
Skap2	2310009B15Rik	Nkd2	Snca	
Nedd1	Emx2	Aagab	Uxs1	
Dcun1d4	Rgag4	Mars	Dusp26	
Scn2a1	U2af2		Dusp10	
Ccno		Alg2	Itga11	
Klc1	Aldh1b1	Minpp1	Gm14431	
	Def8	Fbl	Poc1a	
Nfia	G6pdx	Sorl1	Rasal2	
Plekhg4	Nenf	Triobp	Snhg3	
Pdf	Isy1	H2afz	Pcgf5	
Rabif	Smpd2			
Wdr82	Tom1	C85492	Lsm14b	
Synm	Tomm22	Alg10b	Stk3	
Tmem70	Mrpl47	Poln	Gm10639	
Cand2	Spint2	Rab27b	Cops6	
Neurod1		Bnip3	Syt3	
Tubb4		Fbln2	Psmb3	
Ndel1	Doc2g	Poldip3	Rps11	
Papolg	Ccbe1	Slc41a2	Map2k6	
Usp43	Atp1b3	Rheb	Cnksr3	
Zfyve28	Prkdc	Nudt11	Adam15	
Rnpc3	Sf3b4	Tgm3	Prosc	
Cbs	Pecam1	Tspan4	Radil	
Glt28d2	Gm7935	Nr2c1	Csnk2a2	
Kif17	Btbd17	Erh	Gprc5b	
Vav3	Rb1	Bmpr1b	Sgpp2	
Sepp1	Rbm5	Amigo1	Fam100a	
Stac3	Plxnb2	Apbb1ip	Akirin1	
Mib2	Dpysl4	Ykt6		
Gng11	Pdlim2	Elmod1	Snx1	
Dusp1	Vamp2	Eif4e	4930529M08Rik	
Pptc7	Nol4	Met	Camta1	
Mtss1l	Socs3	Aurkaip1	1810022C23Rik	
Cox6b2	Ndufb7	Prdm11	Tmem47	
Coro7	Zbtb46	Smpd3	Sik2	
Sub1	Sssca1	Dtnbp1	Cpm	
Mfsd9	Scn3a		Aurka	
Ramp2	Me2	Adm	Fbxw11	
Vwa5b2	Ranbp3	Fam32a	Fam116b	
Cd274	Gca	Abca7	Fgf22	
Gpr133	Snrpd3	Ms4a6d	Pknox2	
Rasgrp2	Nek8	Psmb7	B230307C23Rik	
Ltc4s	Peci	2810453I06Rik	Cx3cr1	
A330021E22Rik	Ptprf	Cerk	Rapgefl1	
Frmd4b	Eya1	Sntg2	Lmo3	
Atp2b2	Dmwd	Clic5	Xrcc1	
Fcgbp	Gyg	Ndufa11	Dhrs4	
Abhd16a	Taf10	Gars	Cct2	
Per2	Rab14	Sys1	Fam53b	
Tra2a	Gm606	Thbs4	Pdlim4	
Cbx5	Taf10	Rnf25	Mbtps1	
Hspe1	Trit1		Zfp473	
Ier3ip1	Igfbp3	Prdx3		
Polr1a		Anxa5	Rae1	
Ash2l	Arl8a	Mapk14	Rgag4	
Paqr8	9430031J16Rik	3110062M04Rik	Actn1	
Rps3	Rab9	Srpk2	Rps27	
Rnf5	Psmb6	Gm16477	G6pdx	
Adar	Synj2bp	5730577I03Rik	4933424B01Rik	
Socs3	Anapc10	Htatsf1	G630090E17Rik	
Trim13	Prmt5	C030046I01Rik	Hemk1	
Plxnb1	Unc45b	Irgm1	Katnal1	
Kif6	Jak2	Bsn	Zmynd12	
Hus1		Bax	Ccdc125	
Slc38a3		Hnrnpa0	Zfp358	
Bicd2	Gars	Hpca	Bmf	
Nf2	Rcc2	Abcg4	Gm5640	
Slc12a6	Arap3	Lrrc59	Tnfrsf23	
Trim62	Nup210	Ccnh	Necab3	
Ccpg1	Atf5	Ly6k	Atp8a2	
Mcm3	Kdelr2	Lrrc48	Mtrf1l	
Adcyap1r1	Dcdc2a	Map2k1	Otub1	
Arpc5	Smg1	Pvrl4	Tecpr1	
Rcbtb1	Tcf25	Paqr9	Sh3glb2	
Rps18	Zfp882	Capza1	Pccb	
Cxadr	Rnf25	Cplx2	Sumf1	
Htatsf1	Ppm1m	Sympk	Dcun1d1	
Akr1b3	Rab34	Hopx	Rac2	
Jund	Apc2	Plcd4	2410016O06Rik	
Dlg2	Nkain1	Vat1l		
Snrpa1	Fam20c	Ncbp2	Syt1	
Ict1	AU040320	Rap1b	Eef1d	
Xrcc2	Sec14l3	Pccb	Rassf3	
Naa50	Upp2	Slc25a17	Rps25	
Vasp	Ndufaf3	Mid1	Dpf1	
Fdft1	Ech1	Mfng	Traf4	
Atpif1	Bclaf1	Anapc10	Anapc13	
Polr2i	Rgs17	Cpne1	Trp53inp1	
ATP8	C1qc	Anp32b		
Zfp949	Zfp598	Aptx	Igf1r	
Cdc42se2	Ano10	Sbno1	Srd5a1	
Zfp217	Cpm	Bbs9	Cbx3	
Trmt1	Cnot7	Sec61b	Synj2bp	
Dazl	Slc7a1	Camk2a	Lpgat1	
Mina	Psmb7	Tsga14	Plin3	
Slc39a12	Mrpl38	Rhot1	Srpk2	
Coq9	Bmpr1a	Abcb4	Dclre1c	
Slc44a1	Ndufs7	Tceal5	Slc41a2	
Elf1	E330020D12Rik	Gde1		
Lgi1	Atp1a2	C530028O21Rik	Spint2	
Cbx6	Cx3cr1	Gm10094	Cyp2j13	
Atf6b	Fmnl1	Lmo3	Rheb	
Slc1a4	Armc6	Ppp1r8	Frmd5	
Gtf2a1	Tmem20	Mbnl2	Rnasek	
Tmem150a	Cnga2	Socs3	Glo1	
Osgin1	Syt1	March5	Dpysl5	
Pgm2l1	Ypel4	Tmem37	Xrcc4	
Alg3	Kcnj14	P2rx6	C330005M16Rik	
Hmox1	Insig2	Hmgb1	Btbd3	
Ttll11	AI464131	Dtx4	Snap23	
Rnf7	Zfyve19	Ephx3	Ptpdc1	
Ptprf	Sqrdl	Fos	Atp6v1e1	
Lmo3	Ankrd27	Abtb1	Rcbtb2	
Hnmt	Mrpl17	Gyg	Kctd5	
1500032L24Rik	Homer1	Cyp2u1	Lman2l	
Ypel5	Ctr9	Pyroxd1	Sipa1l2	
Rpl22l1	Tcte1	Peli1	Apobec1	
St7	Adam10	Fxyd6	Nek8	
Pls3	Adam15	Klhl36	St6galnac4	
Ankrd50	Il10rb	Stab2	Rgs17	
	Pls3	Atp1a2	Wbscr27	
	Zc3h15	Glrx5	Rpl21	
Scp2	2010317E24Rik	Smyd3		
AI464131	Ube2s	Meis1		
Rnf19a	Cpsf6	Ankrd56	Arpc1a	
Fdxr	Palmd	Csk		
Pik3r2	Dnaic2	Heatr7a	Cel	
4833439L19Rik	Ccdc71	Tada2a		
Lrrc23	Fmo5	Prss23	Gm9790	
Nudc	Kcna3	Acaca		
Bbs5	Rnf166	Pold2	Def8	
Ntrk3	Spata3	Pdf		
Klhl2	Fzd2	Atp13a2	Irf2	
Cap2	Nrm	Fxc1	Syngr1	
Basp1	Fam53a	Hmgn2	Pion	
Dus4l	Relt	Ppt2	Zbtb9	
Ogfrl1	Nlrp9c	Tst	Tmeff1	
Ercc8	Kif26b	Gltscr2	Tlr12	
Itgav	Hsp90aa1	Kcnab2	Arhgef15	
Itsn1	Tecpr1	Actn1	Sp110	
Trim67	Gstm3	Tpbg	Pofut1	
Obsl1		Gfer	Dcaf7	
Prkcq	Mknk2	Meis3	Limch1	
Hexim2	Lmo3	Il10rb	Sh3bp1	
2700060E02Rik	Lrpap1	C330005M16Rik	Prkar1a	
Btbd3	Kcnk6	Rnf181	Gpx2	
Zc3hav1	Skil	Tmem59	Zfp954	
Ifih1	Cbx3	Prmt8	Gsto2	
Pts	Dlgap4	Efna1	Maml3	
Lmln	Lrrc49	Rps10	Cplx2	
Rassf5	Ttc33	Hnrnpa1	Sntg2	
Ppp3cb	Armc5	Hdhd3	Wdr16	
Jmjd7	Ostf1	Smurf1	Gm15056	
	Ndufa6	Mysm1	Ddah2	
Eif2c4	Adpgk	Dgcr6	Msto1	
Mylk	Trim28	Trit1	Mafb	
Esrrg	Mavs	Ei24	Dcaf5	
Fbxw10	Rasa1	Rrp15	Ppp4r1l-ps	
Cdh2	Fpgs	Tbx15	Disp2	
Kctd21	Cacng7	Tbc1d15	N6amt1	
Mrps33	Klhl29	Atp1b3	Hmgn2	
Zfp110	Met	4833424O15Rik	Grm6	
Gabrg1	Eif2s1	Klk1b24	Pdxp	
Cth	Snrpd2	Cyp2d22	Oscar	
Mylip	Cwc25	Chid1	Metap2	
Rpl32	Rbbp9	Trpm3	Lrpap1	
Aanat		Fzd2	Atp6v1c2	
C330007P06Rik	Park7	Ccdc71	Adra1b	
Nhedc2	Plk5	Rcbtb1	Zfp866	
Mgat5		9430031J16Rik	Rbm28	
	Gm561	Ggcx		
Th1l	Dcaf10	Dpp3	Mettl1	
Plcd1	Gm8580	Fam118b	Suv39h2	
Eif3k	C530028O21Rik		Slc44a1	
Lrrn4	Rarb	Abl2	Gck	
1190003J15Rik	Trim13	Cat	Hexim2	
Rpusd3	Synm	Th1l	Nefh	
Adal	C85492	5830454E08Rik	Fbln2	
Ankrd34a	Amfr	Epb4.9	Itgam	
Galnt1	Tada2a	Tubgcp4		
Slc46a1	Pim2	Tor3a	Copb1	
Tmem108	Fos	Zfp687	Hnrnpa1	
Id4	H2afj	Npr3	Hyal2	
Ncbp2	Ptpn2	Pigk	Cstf3	
Ube2o	Pacs2	Rpl13	Lap3	
St3gal4	Tnfrsf12a	Wisp1	Igfbp5	
Tmem48	Il33	Sp140	Ctdnep1	
Cd1d1	Ei24	Zfp948	Mff	
Pcsk6	Zfp655	Spata21	Ankrd42	
Scarb2	Med8	Dysf	9630033F20Rik	
Cdc123	Sag			
Sgsh	Sp140		Rell1	
	Pou6f1	Dmrtb1	Ranbp3	
Suv39h2	B230307C23Rik	Dhx32	Sspn	
Eef1d	Fxyd5	Kcnd3	Trim25	
Mcrs1	Ptpdc1	Pxk	Skil	
	Ogt	Sp8	Gpr61	
Cabin1	Pex16		Thbs4	
Map3k5	Zfp217	Scn1b	Mrps21	
Srpk2	Ngb	Gm9104	Ddx1	
Ankrd13b		Suv39h2	Cdk5rap1	
Zkscan17	Rpl34	Eps8		
Tshz3	Ywhag	Mterfd2	Spata21	
Pex5	Mki67ip	Per1	Arhgef16	
	Med12		Rint1	
	Tor3a	Opa1	Rpl7a-ps8	
Gm13178	Atoh7	Krtap4-8	Zfp598	
2210403K04Rik	Crispld2	Synj1	Rfc5	
Adcy3	Dnajc17	2010110P09Rik	Ing1	
Leprot	Shpk	Gstm3	Ndufa6	
Cars	Pola1	Rab3gap1	Suv39h1	
Mkrn1		Apoc3	Cd300lf	
Kctd8	C030046I01Rik	Trappc10	Ube4b	
Zbtb8b	Spef2	Lrrc49	Bend5	
Rps16	Ccdc88c	Arl8b	Abcf1	
Kcnip2	Dtd1	Ndrg2	Rps5	
Rcor2	Zfp446	Rps6	Zbtb41	
Poln	Krtap5-5	Gps2	Mafa	
Adra1a	Xrn1	Rab3d	4930524J08Rik	
Zfp120	Fbxw10	Mfn1	Setd1a	
5730577I03Rik	Dbnl	Rb1	Gng8	
Dscr3	Ppt2	Krt9	Gmppb	
Hprt	Cd48		Taf10	
Ccdc90b	Nup93	Kif26b	Tcp11	
Plekha1	Dscr3	Ccdc47	2810453I06Rik	
Lcat	Rps15a	Dusp26	Cep57	
Sox5	Prrx2	Sat2	Arsa	
Lrrc1	Ccdc85a	Ddost	Rpa3	
Cyp2u1	Bop1	Ip6k1	Card14	
Lin37	Pak6	Fam100a	Ash1l	
Tecpr1	Col12a1	Phf1	Chst2	
Kifc2	Ap3b1	Xpr1	Gmeb2	
Pyroxd1	Sys1	Fbxl21	Vmn1r65	
Snx32	Gm10094	Ahcyl1	Mrpl47	
Zfpm2	Igf1r	Stat6	Nap1l2	
H2-Oa		B3galt2	Adh5	
Ms4a6d	Mrps2	St6galnac4	Btg1	
Nfkbid	Tlr1	Atp6v0e2	Rplp0	
Fxn	Fam195b	Dtd1	Apcdd1	
	1190002N15Rik			
Ctdp1	Tbcd	Npm1	Arpp21	
Fbxl3	Gsto2	Smg7	Grm1	
2010305A19Rik	Rbbp8	Rufy1	Pgs1	
Hspe1		Kdm5c	Tsks	
Dido1	Atp13a2	Pola1		
Sox4	Eif2ak4	Akap1	Bag5	
Diras1		Mipep	Spice1	
Pgr	Kif17	Bend5		
Mvd	Pcgf5	Ndufs6	Mkl1	
Ccdc115	Tubb5	Ddit3		
Ddc	Mars	Mdp1	Frem1	
Map3k11	B3galt2	Upp2	Zfp711	
Bola3	Pes1	Bend7	Ccdc6	
Zfp316	Ss18l1	Ebi3	2610018G03Rik	
Arl8b	Lgi4	Inpp5j	Decr2	
Rnf2	Ddah1		Agfg1	
Tm4sf1	Ndufa13		Oprd1	
Ebf1	Cyhr1	4930471M23Rik	Bai3	
Cog4	Plrg1		Trp53rk	
Mrfap1	Lrig1	Cage1	Clip4	
Apitd1	Cab39l	Vgll2	1700112E06Rik	
3110047P20Rik	Csnk2a2	Nenf	Nkain1	
Rhoh	Elovl2	Cttn	Hip1	
Mif4gd		Lrpap1	Ccne1	
	Aqp2	Synj2bp	Slc36a1	
Pnpla3	Rab8b	Cnot7	Pttg1ip	
Ccdc64	H2-Q2	Ccdc13	Mov10	
Snip1	Bmf	1700001O22Rik	Zfp423	
Chchd3		Limch1	Tial1	
Wdr54	Phrf1	Unc79	Dnalc4	
Trim36	Mylk	Cenpa	Myo18a	
Galnt4	2500003M10Rik	Trim67	Mlf1ip	
Wtap	Fbl	Tcp11	Dach1	
Arhgap6	Mical2	Dync2h1	Fam126b	
Rnf13	Atr	Atp6ap2	Pes1	
Top3a	Tnfrsf13b	Shpk	Slc6a9	
Sdha	Sez6l2	Tnfrsf9	Rab30	
Chst5	Kcna7	Tdp1	Fgf3	
Actr2	Dtx1	Mia1	Fbp1	
Iqsec3	Fbxo33	Tmem106b	Synj1	
Smg5	Rab37	Siva1	Angptl4	
Bbs7	Gm5640	Rps15a	C4b	
Fam113b	Amigo1	Arih2	Dmd	
Kcnk6	Fzd8	Prmt2	Klk1b24	
Atr	Sgsh	Ppm1f	4930524L23Rik	
Dohh	Alx3	Cntn6	Ybx2	
Zfp882	Rpl13	Il15ra	Col28a1	
Lsamp	Pitx3	Tcf25	Dscaml1	
Alg14	Prosc	1700015F17Rik	Pdzd9	
Gm8618	Trim11		Slc12a8	
Psmg1	Nkd2		Nufip1	
Fam131a	Lhpp	Csrp2bp	Ghr	
Anapc1	Tial1	Rgs17	Tjp1	
Hist1h1c	Zdhhc17	Fam58b	Slc1a4	
Lsp1	Fam118b	Plxnb2	Crygd	
Myh4	Pvrl4		Gm10729	
Asb2	Stat6	Fzd1	Pgrmc1	
Rps20	Arpc1a	Unc45b	Myl6b	
Nt5e	Msl1	Eif1b	Kctd12b	
Mier3	4930524J08Rik	Pfkl	Chsy3	
Nars	Lmtk3	Stau1	Gm4392	
Dhps		Dars	Gas6	
Klf6	4930471M23Rik	Car4	Errfi1	
5930434B04Rik	Stk3	Cabin1	2310030N02Rik	
Acpl2		Ss18l1	Man2b2	
Fkrp	Fam171a1	Eftud2	U2af2	
Mapkapk5	Lrrc55	Hdgfrp2	Cd276	
Slc12a8	Nr2c1	Trim32	Wdr91	
Psen1	Epha2	Pik3r1		
Glmn	Cir1	Rad9	Clps	
	Zfp318	Trak2	Il10rb	
Gcdh	Creg1	Serpine2		
Uqcr11	Psmd7	Zfp711	Tspan2	
Sult2b1	Zdhhc9	Col23a1	Amdhd1	
Gal3st4	Ms4a6d	Fars2		
Gmppb	Mfng	Anapc11	Map3k8	
Psip1	Id4	Spast	Fbxo42	
Ss18l1	Tmprss3	Bmp2	Car12	
Tbccd1	Zfp937	Haus3	Sat2	
Nol3	4833424O15Rik	Dffa	Rrp15	
2810428I15Rik	Phka1	Metap2	Arap3	
Nr1d1	Akirin2	AU040320	1500012F01Rik	
Rbbp8	Nol7			
Ckmt1	Pank3	Pofut1	Sec61b	
Slc7a8	Galk2	Ing4	Zfp608	
Mapk3		Snrpa1	Rbp4	
Wipi2	Zfp879	Zfp688	Nms	
Tradd	BC023814		Rps29	
Spc25	Slco3a1	Dph3b-ps	Igfbp4	
Ypel4	Kifc3	Gltp	Myst3	
Vstm2b	Golph3	Prkar2a	Atp13a2	
Tbce	Baiap2	Wt1	Nr2c1	
Slc35b1	Wdr16		Pex5	
Mecr		Glul	Anxa11	
Rgs3	Cdsn	0610010K14Rik	Cnp	
	Prkg2	2610039C10Rik	Eml3	
Tcp11	Tmem164	Ing1	Zfp90	
Vsig10	Bcl2l15	Syngr1	Bdh2	
Triap1	Csk	ND4L	Adam10	
Zfp948	Reln	Actb	Sgk3	
Mfsd4	Spice1	Acbd4	Wdr1	
Dhrs1	Synj1	Slc6a11	Rnpepl1	
Slc4a8	Mcpt4	Surf4	Shh	
Chrdl2	Gpr133	Kndc1	Layn	
Mpv17	Pgm2l1	Ndufaf3	Mapk7	
Stmn4	Rpap1	Cab39l	Klhl4	
Picalm	Cdc42se1		Terf2ip	
Ptpn12	Arid1a	Mavs	Ncs1	
Klhdc4	1300018I17Rik	BC006965	Kirrel2	
Btbd1	Gxylt1	Nlrp9c	Ppt2	
Naf1	Tapbpl	B4galt3	Stag2	
1500012F01Rik	Bend5	Itgax	Ndrg1	
2610002J02Rik	Mocs2	Rasal2	Stard3	
Hdac9	Itgb7	Rpl21-ps5	Ddc	
Sorcs2	Orc3	Gnb1l	Rpl31	
Fech	Aox4	Gt(ROSA)26Sor	Trappc10	
Pcca	Atp1b1	Mina	Rspo3	
Ugdh	Rxrg	Tspan7		
Mrpl28	Dapk1	Zfr2	Ykt6	
Syngr1	1700106N22Rik	Hsd17b7	Apoe	
Fancm	Mycbpap	Rab34	Rps4x	
Adck4	Rnf6	Ngfrap1	March1	
Rassf4	Snrpa1	Cebpg	Rufy1	
Tceal3		Trpm2	D17Wsu92e	
Fbxo17	Lrrc59	Ywhaq	Prss12	
Mpg	Prim1		Stk4	
Ufm1	Ddit3	2310003F16Rik	Pigs	
Nudt10	Pank4		Dynlt3	
Ear6			Pou6f1	
Alas2	Gm9927	Msl1	Arfip2	
Dcaf12l2	1700027D21Rik	Park7	Rps3a	
Per3	Tspyl2	Gm561	Zmym6	
	Rrp15	Clic4	Prkrip1	
Chaf1b	Atf6b	Kdelr2		
Otof	Tmc6	Dbnl		
Traip	Ptpn12	Ppm1m	Lin28b	
Rpl13	Lsr	Bai3	Zcchc18	
	Hdgfrp3	ND4	Nfic	
Sox6	Rpl22l1	Cep57	Met	
Mtif3	Ppapdc1a	Ndufa13	Sec14l4	
Oprd1		Tmem20	Tmem59	
Mapk7	Cops6	Rgs3	Msln	
Ercc5	Gm8709	Spg7	Fgf23	
Cul4b	Gltscr2	Stard3	Ccdc123	
Ankra2	Agl	Cox7b	Zfp28	
Dapk2	Ing1	Sp110	Slc30a3	
Bcas1	9030617O03Rik	Decr2	Alg3	
Eif4a2	Wdr41	1110065P20Rik	Vrk3	
Lemd2		Emx2	Evc2	
Kcnu1	Wdr89	Cwc25	Nkd1	
Ctnnb1	Cenpt	Tmc6	Snrpd2	
Bglap-rs1	Wdr91		Acot10	
	Sh3gl2	Cspg5	Ppm1m	
Dapk3	Zfyve21	Ano6	Il6ra	
Mtch2	Ppp3r1	Setdb2	Psmd12	
Dlat		Fbxo2		
Aass		Paxip1	Eif4a2	
C1qbp	Slc12a8	Slc12a8	Kif2a	
Unc13b	Dnajc8	Kdm3a	Tsc1	
Trim59	Zfp93	St6galnac3	Ttyh2	
Cog2	Dgcr6	Mtap1s	Tmem134	
Chst7	Camsap1	Ybx2	Cyp26b1	
Aagab	Rheb	Zfp937	Dhx9	
Scand1	2510003E04Rik	Crlf3	Prmt8	
Ddx47	Ikbip	Rbp4	Smarcd1	
Nisch	Slc7a7	Shisa4	Nup35	
Fbln1	Lair1	Pex16	Atp2c1	
C1qtnf7		Slc5a10	Gm16477	
Lrfn1	Napa	Mki67ip	Ankra2	
Npy	Kdm4b	Omp	Fdft1	
Ndufb2	Kif5a	Gm1006	Mgst3	
	Hmox1	D330028D13Rik	2210013O21Rik	
Ttc32	Adamtsl2	Esrrb	Cdkl4	
	Pnma1	Arhgef16	Siglec5	
Ech1	Adra1b	Acsl4	Tlr6	
Lat2	Suox	Rad23b	Twist1	
Trim32	Dnaja2	Btg1	Fam108b	
Phb2	Rcbtb2	AK129341	Kctd20	
Gtf2f1	D17Wsu92e	Myst3	Rcan3	
Pbrm1	Rer1	Tomm22		
Gjd2	Rptor	Slmo2	Cdc23	
Slc35d3	3200002M19Rik	Zfp932	Tmem131	
Slc35e2	Tle4	Ndrg3	Gyg	
Dtx1	Rps29	Nme4		
Nkx6-1	Tmem45a	Dmwd	Stxbp1	
Mre11a	Grin2d		Bglap2	
Psmc4	Npw	Gcsh	Ncaph	
Dcdc2a	Klhl11	Ghitm	Atrn	
Tor3a	Otud5	Mtif3	Sbno1	
Isca1	Pomp	Pim2	Ikbkb	
Atp6v0c	Tbkbp1	Ncbp1		
Ccnk	Clic5	Lrrc55	Ntan1	
Cox6b1	1500035N22Rik	2010317E24Rik	Tll1	
Ccdc22	Bdh2	Ybx1	Polr2e	
Srsf6	Slc4a8	Mknk2	Ncoa2	
Wif1	Nme6	Cxcl16	St3gal6	
March5	Slc18a2	Rassf9	Usp16	
Gm15348	Ybx1	Dhdds	Il17d	
Sdccag1	Slc39a7	Pnrc2	Nacad	
	Btf3	Dscr3	Akap8l	
Cbln1	Serpine2	Pgm2l1	Acta1	
Fbxo8	Psmc3	Gm9104	B3gnt2	
	Amd2	Tspyl2	Wisp1	
Kcnip3	Mrps15	Ap3b2	Rptor	
Sorl1	Mat2a	Med29	Rusc2	
Nup54	2410001C21Rik	Cxadr	Wdr89	
Spryd3	Nkx6-1	Phc2	Carhsp1	
Pcgf2	Akap17b	Amigo2	Dhfr	
Wisp1	Zfp180	Foxe1	Gm2382	
Pnma1	Rassf4	Lsp1	2700049A03Rik	
Igfbp3	Aldh6a1	Bglap-rs1	Arfgef2	
Atp5c1	Helq	Sorbs3	Set	
Ccdc34	Tymp	Fen1	Pank4	
Acaa2	Disp2	Nup160	Col23a1	
Sdhaf2	Ranbp2	Chsy3	2310028O11Rik	
Lum	Fbxo2	Eri1	Atp6v1e2	
Ppp1r3c	Clec4n	1110049F12Rik	Scg5	
Trim25	Syngr1	Ncaph	AI462493	
Cct4	Ppp4r4		Osgepl1	
Ninj1	Ctdnep1	Crispld2	Slc46a1	
Plcxd2	Kcnd3	Slc7a7	Armc6	
Apbb1ip	Srxn1	N6amt1	Tceal8	
Tcp11l2	Vstm2b	Zbtb34	Phb	
Tnfrsf13c	Cbx2	Trim28	Kcnj9	
Nkiras1	Gabrg1	9030617O03Rik	Ablim1	
Gm5751	Erlin2		Coq7	
Slc22a13	A230046K03Rik	Eif3h	Klhl21	
Dnajc19	Grlf1	Ddah1	Hsp90ab1	
Obfc2b	Ralbp1	Plxnb1	Rab14	
Lass2	Ptgs2	Sssca1	Nprl2	
Ddx54		Nacad		
Nt5c	Usp16	Zfp27	Map2k1	
Atp2b4	Actr6	Ube2v1	Sgsh	
Parvb	Ccdc115	Cox7a2	Ccnt1	
Lbx1	Ndufs6	E2f6	Cldn11	
Parg	Ankrd56	Dnajb1	Zfp217	
Katnb1	2210013O21Rik	Ctcf	Ap2a2	
Tars	Hist1h2ba	Sirt6		
Rit2	Nkrf	Acad10	Rapgef6	
Rbbp4	Tmem47	2310030N02Rik	Slc7a5	
Rnf166	Tst	Rpl13	Dmrtb1	
1700037H04Rik	Dusp23	Tceal6	Ndufaf3	
Fastk	Slc25a47	Eed		
Zfp771	Tcp11l2		Fggy	
Lingo4	Cstf2	Fam134b	Agpat5	
Ndrg4	Slc25a10	Myh4	Recql	
Asb16	Rhobtb1	Gmnn	Otp	
Cryga	2310030N02Rik	Mical2	Gm13157	
Rpa3	Safb	Nrxn2	Psmb6	
Pgls	Rps27l	Pgpep1	Mex3c	
Mllt4	Btbd1	Srsf12	P2ry1	
Dars	Nfic	Mfap1a		
Cdk16	Mfap4	H1fx	Ap2m1	
Dpf1	Per1		Ptpn2	
Nme6	Mlc1	Uba6	Sesn2	
6820431F20Rik	Hist4h4	Set	Kctd10	
Trim11	Calm1	Arl6ip6	H47	
Mat2b	Mcf2l	Homer1	3110043O21Rik	
Psmg2	6430573F11Rik	Tmprss3	Ankfy1	
Ube2b	Ppp1r7	Tbccd1	Dgka	
Vps33a	Fsd1l	Rsrc1	Pcdh18	
Kcnk1	Figf	Btbd3	Rdh10	
	Tead2	Adcy10	Pldn	
Krt5		Rfc4	Selenbp1	
Dolk	BC005537	Cdc42bpg	Exosc10	
Gnpda2	Slc6a9	Setd1a	Ebi3	
	Snd1	Glt28d2	Triobp	
Fkbp7	Dtnbp1	Phkg2	Sec11c	
Snx1	Nr3c1	Psmc1	Zrsr2	
AI316807	Sft2d2	Srebf2	Naa10	
Adam19	B4galt3	Prex2		
