XFTU	SFTU	SFRC	SFNC	SFRN
Lrrc56	Kdm4a	Dnajc9	Palmd	
Obfc1		Fgfr1	Rps25	
Suv39h2	Map2k3	Pcna	Fam53b	
Ppp2r2c	Galk2		Ap4b1	
C85492	Dnm1	Snrnp25	Tcf12	
Timm10	4931440F15Rik	Elmod1	Chst7	
Zhx1	Spa17	Tradd	Vmn1r65	
	Itgb2	Ric8b	Nhedc2	
Scrn1	Trmu	Prex2	Ufm1	
Plat	Dok5	Cdc42bpb	Gng3	
Ipo5	5430411K18Rik	Btbd17	Appl2	
Fyco1	Tax1bp3	Gm9104	Stac3	
Apoc3	Tut1	Rpl37	Gm9790	
Rpl7l1	Fam171a1	Scaf4	Wdr24	
Spg11	Steap2	Slc30a6	Plscr1	
Alg5	Dct	Sparcl1	Atp6v1c2	
Vps8	Camk2a	Slc9a9	Phkb	
Pvrl4	Map3k14	Ddx1	Sntg1	
Cdk19	Gpx2	Apln	Hdac8	
Spnb1	Fastkd1	Dpm3	Pnpla6	
Pacs2	Rad9	Nrxn2	Spryd4	
Ccdc64	Hagh	Nup43	Gpr39	
Sfrp1	Ube2i	2700060E02Rik	Abhd16a	
Arhgap26	Neu4	Cthrc1	Ibsp	
Slu7	Gm2382	Fgd1	Flot2	
	Slc46a1	Immp1l	Srsf3	
Flt3	Gyg	Map3k9	Gm10639	
Faah	Rpl7a		Hey1	
Fbln1	Ankrd42	Crcp	Dnalc4	
Gcgr	Tmsb15l	Zkscan5	Ddit4	
Stat6	Ehhadh	Bcorl1	Pdzd11	
Adal	Ruvbl2	Cbx2	Ngb	
Nnmt	Loxl3	Vbp1	Cthrc1	
2610005L07Rik	Ccdc30	Ctsm	Dctn2	
	Trim9	Gcdh	Ptger1	
Spag5	Rpl5	Pex5	Spryd3	
Sftpc	Scd2	Scd2	Mosc2	
3110047P20Rik	Bet1	Grm4	Gls	
Osgepl1	Rufy1	Xrn2	Tbc1d10a	
Gp5	Ppp6r1	Rora	Gemin6	
Hectd1	Kcna3	Prdx6	Ndufb6	
Mga	Serf2	Gpr155	H3f3b	
Lat2	Rbm4b	Rps10	Prkd3	
Rpl7a	Arhgap6	Mrpl18	Trim13	
Gabra3	Map2k6	Hhip	Dlst	
Dzip1l	Vti1a	D930014E17Rik	Anapc13	
Rpn2	Sec11c	Pde7b	Snrnp48	
Dlst	Adra1a	Stac3	Zap70	
Dusp6	Fbxw4	1190002H23Rik	BC002230	
Copb1	Dedd	Slc41a2	Rad1	
Jakmip1	9230105E10Rik	Tmem117	Homer1	
Paics	Met	Snrpd3	Zscan22	
Mocs1	Me2	Cbr4	Amph	
Trappc6a	Fam161a	Tor1b	Ranbp3	
Nol9	Fam166b	Nacad	Mmgt1	
Psme2	Kcnk6	Kcnip3	Dok6	
Steap2	Enc1	Tubg1	Gucy1a2	
Pik3r1	Calcoco1	2210011C24Rik	Rnf19a	
Rasgrp2	Celsr2	Ankrd40	Dsg2	
Dpysl3	D230025D16Rik	Slc7a1	D930014E17Rik	
Sec24d	Churc1	Eif4ebp1	Tubb5	
Nmt1	Fmo5	Kcna2	5430411K18Rik	
Acp6	Ttll1	Pcyox1	Fermt2	
Cd63	Nudt21	Pldn	Ncs1	
Akap17b	Cbr3	Tti1	Rasa4	
Armc1	Pde4dip	Chst8	Accn4	
Nkd1	Alkbh4	Rgl2	1700112E06Rik	
Sfxn4	Dcbld2	Tmsb15l	Kifc5b	
Kbtbd8	Cdh7	Arid3a	Cbr4	
Fam125b	Tceb3	Tnfrsf21	Gabra1	
Ankrd42	Mcee	Tnks	Gm6531	
Mxra7	Nup93	Vti1a	Ubr7	
Hspe1	Pgap3	Trim21	Igsf11	
Psmg1	Tmx1	E330020D12Rik	Kcnk12	
Tmub1	Nudc	Xrcc2	Pyroxd1	
Gcdh	Ipo9	Clvs2	Anapc5	
March11	Cdh11	Manea	Tsga14	
Slc26a1		Dhcr24	Csrp2bp	
Pak6	Hey1	Nedd4	Rpl6	
Abl1	Stac3	Rpl26	Diras1	
A030009H04Rik	Foxj1	Inpp5b	Mterfd2	
Klf6	Lage3	Oprk1	Nudt21	
Mlh3	Hap1	Slc4a8	Ccin	
Mgll	Car4	Pdzd7	Mettl5	
Rap1b	Zfp217		Klhl20	
H3f3b	Bgn	Cyfip2	AI464131	
Stk4	AU040320	Camk2b	Inpp5a	
Trim11	Gm6030	Dach1	Yif1b	
Sf3b2	Wdr74	Zic3	Tdp1	
Dcbld2	Pdxk	Wnt7b	Ube2q2	
Timp2	Hibch	Sfrp1	Gm6813	
BC002230	Arfgef2	Hsd3b7	Cd276	
Thoc2	Mzt2	Zkscan17	Il17rd	
Pex3	Wdr6	March8	Prkrir	
Rbpjl	Zfp938	Ccm2	D630037F22Rik	
1700009P17Rik	Spg7	Fbxw4	Stom	
Dmrt3	Osgep	Aox4	Loxl3	
Pole	Th	Syngr1	Tnip2	
Rnf216	Rpl7a-ps8	Pak1	Rpl26	
	Timm8a1	Fam171a1	Gucy2c	
Pldn	Ankra2	Gm8618	Slc4a8	
Ntng2	Ino80e	Ofd1	Rpl7a	
Gm6404	Elmod1	Jak3	Mrpl51	
Mett5d1	Serinc2	Eif3b	Cdsn	
Tbc1d9	Npr3	Ms4a6d	Cd274	
Rnf24	ND2	Pknox2	Plxnb1	
Chst2	Rhobtb3	Ctsz	Casz1	
Epb4.9	BC016495	Prpf40b	Hmgcr	
Mapk10	Rcl1	Coro7	Nlrp9c	
Ap2a2	Taf8	Atg5	Spata2	
Tmed7	Pls3	Plau	Alkbh2	
Fam166b	Ntn5	Gabrg1	Cdh7	
Atp1b1	Rpl37	Rps28	Ddx1	
March9		Bend7	Slc41a2	
Trmu	Cntn1	Pold1	Plcg2	
Egr2	Ndufa12	Spata2	Wnt11	
Fam3a		Rps25	Ehhadh	
Chst7	Zfp628	Ky	Abl1	
Frs2		1700112E06Rik	Grm1	
Crk	Ebi3	Kcnq5	Tor3a	
Rbm45	Mocs1	Fbl	Rlf	
Gamt	Kctd18	0610007P14Rik	Synm	
Fkrp	S100a13	Mul1	Mro	
Ubtf	Fryl	Ankrd49	Mdh1	
2610018G03Rik	Gng3	Kin	Lrp3	
Me2	Nudt16l1	Nutf2	Pik3cb	
Ppm1m	H2afv	Ddah2	Zfp628	
Tsga14	Lsm14b	Timm50	Tubgcp4	
Tdp1	Ctnnal1	Myd88	Sepx1	
Mgst1	Klhl20	Srsf13b	Celf6	
Cmpk2	Rab42-ps	Bbs7	Nme2	
Gm8709	Erh	Usp11	Alkbh4	
Nos1ap	Bag1	Mcee		
Emx2	Cpsf3	Acot2	Neto1	
Abtb2	C1qtnf7	Limk1	Rnf135	
Eif2b3	AK129341	Rbm11	Fgf10	
Fam89a	BC006779	Slc25a30	Tti1	
Cacybp	Hk2		Txlnb	
Dctpp1	Pdzd11	Ulk3	Ptpn12	
Strn3	Sfrp2	Gabrg2	F9	
Kndc1	St7	Tgfa	Myeov2	
Gm10081	Dnajc9	Osgin1	Prkdc	
Sft2d3		Rap1gap	Kctd18	
N4bp3	Ankrd49	Pex10	Ecel1	
Snrnp25	Pydc3	Sec14l2	Fgfr2	
Cd244			Coq4	
Hus1	C1qbp	Gm10639	Snx11	
Nme1	Tinf2	Clec2e	Mtf2	
Siglech	Actb	Gng3		
Znrd1as	Slc4a8	Aurka	Kntc1	
Myef2	Myl6	Pcsk4		
Pecr	Thy1	Atp5sl	Dlgap4	
Ntn5	Mrps16	Pdzd8	Thbs3	
Arhgef25	Kif5a	3110047P20Rik	Hmgb1	
Fstl1	Clint1	Mical1	Epha10	
Hpgd	Hist1h1c	1500012F01Rik	Slc39a4	
Nanp	Gnpda2	Rasa1	1110017D15Rik	
Atp1a2	Sv2a	Gtpbp2	Jam2	
Ctsl	Jak3	Ormdl2	Prkar2b	
Ntrk3	Strap	Wdr6	Polm	
Pnpla6	Spryd3	Srxn1	Fam119a	
Cxcl11	Aldh1b1	Nbl1	Sfmbt2	
Inpp1	Fbxo27	Mterfd2		
Bend5	1700030K09Rik	Hyou1	Per1	
Alg2	Tubb3	BC034090	Ccdc90a	
Mapk12	Pex10	Ttc12	Npb	
Fxyd5	Foxn2	Tpmt	Ngfrap1	
Paxip1	Ngb	Aup1	Zfp217	
Ubfd1	Sestd1	Dlst	Gm13476	
Mospd3	Rab3ip	Hcn2	Insig2	
4930563E22Rik	Scn3a	Sema3c	Slc1a1	
Rpl19	Tnip2	Ebi3		
Klhl20	Cd47	Sft2d2	Leprot	
Becn1	Zfp706		Wdr74	
Golt1b	Sv2c	Tmem106b	BC056474	
Celsr1	Pxk	Rmnd5b	Arhgap6	
Ddo	1810029B16Rik	Amfr	P2ry1	
Iqcb1	Shank2	Lipo1	Hagh	
Rbm24	Hist1h1b	Rtn4rl2	Ap2m1	
Zfp618	Myo1e	Sfxn5	Flot1	
Fndc3a	Ttc28	Nt5c	Mapk3	
Prkca	Heatr7a	Phf14	Ldha	
Cdkl1	Bcl2l15	Th	Il6ra	
Tmem117		Lrrn2	Cage1	
Elmod1	Rasd1	Ndufb9		
	Rhobtb2	Nkap	Atp2a2	
Npy5r	Pax6os1		Psmd13	
Dcxr	Stk17b	Scn1b	Ap4e1	
Cerkl	Npb	Fstl5	Fbxo27	
	Gulp1	Tubg2	Trim8	
Ptk7	Ap2m1	Slit3	Mrps31	
Dlx6os1	Hnrnpa1	Tbccd1		
Mmd	Car12	Mapk12	Maob	
Cinp	Usp16	Dnajb1	Lingo3	
Fen1	Dbt	Dctn2	Fech	
Usp11	Atxn1	Cno	C430048L16Rik	
Uqcrq	Lipo1	Slc25a45	Limd2	
Rnf4	H47	2410127L17Rik	Tmub1	
Setd7	Ndrg1	Trim59		
Dcdc2a	Slit3	Tnfrsf4	Ccbl1	
Mul1	Rell1	Clint1		
E130309F12Rik	Gm606	Apeh	Gpx2	
Rgag4	Pdgfra	Lass2	Trappc6a	
Sbf1	Pacsin3	Anapc10	Ubr4	
Sntg2	Ctsz	Cutc	Mpg	
Sdr39u1	Serpinb8	Cblb	Cdkal1	
Tmc6	Bmi1		Hmox1	
Nppc	Krr1	Gm2382	Rtkn	
Grk4	Rfx3	Zfp93	Hip1	
Cpd	Mgst3	Paxip1	Pgm2l1	
	Atp8a2	Nsmce1		
Gm9992	Tor3a	Zfp119b	Vamp2	
Smg5	Prkdc	Il20rb	Tmem192	
Fam18a	Glt8d1	E130311K13Rik	Pck2	
Rccd1	Sema6a	Pik3cb	Pdgfa	
Tomm34	Cir1	Ppcs	D430041D05Rik	
Mknk2	Ankib1	Sh3tc1	Th	
Epha8	Erbb2ip	Atp2b4	Dgka	
Akap7	Xrn2	Ifnar1	Fgf22	
Fads2	Grin1	Yeats4	Gstm7	
Pik3ca	Cox7c	Gck	Vps37a	
Kcng3	Atp5c1	Pttg1ip	Synpo	
Irf1	Myl12b	ND2	Grk6	
	Grm8	Prss12	Hist1h2af	
Gorasp2	Lrrc61	Lactb	Nkiras1	
BC003331	Ubr4	Stmn3	Tubb2c	
Tor1b	Dctn4	Gm8994	Mtmr7	
Trak2	Sdf2	Thtpa	Ccs	
Tubg2	Crlf3		Ergic3	
Ccm2	Sft2d2	Bgn	Wdr6	
Prkcz	Mlc1	Ndel1	Cbr1	
Plcg2		Nfu1	Dctpp1	
Bcl9l	Epb4.9	Ibsp	Fcho1	
Pofut1	Stmn4	Ngb	Sh2d3c	
Med20	Cerkl	Lage3	Panx1	
Map2k6	Fam49a	Kctd20	Zfp536	
Rab9	Dffa	Scn3a	Pea15a	
Lpcat3	Prex2	Trmt6	Cpd	
Lancl2	Klhl2	Mid1	Clip4	
Ears2	Epha10	Phf6	Tac2	
Tmprss11bnl	Layn	Sf3b5	Cttn	
Glo1	Dlst	Mina	Actr2	
Ezh1	Zfyve28	Arhgap4	Bmpr1a	
Trim59	Smap2	Map2k6	Dok5	
Gm13476	Igsf1	Tmem18	Ric8b	
Nif3l1	Jund	Gtf2h3	Sbno1	
D130043K22Rik		Rras2	Tekt4	
1600002H07Rik	Thoc3		Lactb	
Shank2	Pacsin1	Tgfbrap1	Cacna1a	
Ywhaq	Snap23	Ubr7	Olfr1335	
Alg13	Zfp830	Zfp217		
Fam126b	2410127L17Rik	Arl4d	Rpl23a-ps1	
Galnt11	Fstl5	Map3k4	Dact1	
Calm3	Ccdc81	Tmem219	Ntng2	
Snx4	Ddo	Clip1	Rnf141	
Ssr4	Srebf1	Mcat	Naa30	
Tm4sf1		Ppm1f	Setd1a	
Nanos1	Snupn		Wee1	
Cyb5b	Ubr7	Snx6	Sec11c	
Cox5b	Muc20	Lhpp		
Tppp	Pafah1b3	Ifitm2	Msh6	
Oprd1	Mcm10	Abtb2	Pif1	
Ercc8	Npm1	Mas1	Mat2a	
Nmbr	Snx11	Adamts10	Plscr2	
Tpd52l2		Irs1	Bmp2	
Zfp110	1810009A15Rik	Trpm2	Dand5	
Iqcc	Pecr	Spryd3	Rfc5	
Tmem44	Atp2a2	Fastkd1	3200002M19Rik	
Nudc	Fip1l1	Dscaml1	Park7	
4930524L23Rik	Ampd2	Spata3	Otud6a	
Eif3a		Maoa		
Ccdc81	Trappc10	Eif2b3	Rps3	
	C1ra	Got2	Sgpp2	
Gkap1	Cited2	Palld	Kif26b	
Clps	Eif3e	Soat1	Aldh1b1	
Srm	Rora	Sprn	Fbxo17	
	Slc22a4	Cdc25a	Traf3ip3	
Hexim1	Ldha	Rcan3	Mterf	
Klhdc8b	Ldlrad3	Ccdc112	Fgd6	
Wdr1	Tsta3	Relb	Hipk3	
Zcrb1		Calcoco1	Pcdhb13	
Ndufv1	Ppp2cb	Ankrd16	Slit3	
Ppp3cc	Plau	Hrh3	Pkn2	
Srf	Fbxo33	Dscr3	Gorab	
Efna4	Sprn		Camk2b	
Gm4825	Ebag9	Ldlrad3	1810024B03Rik	
Map3k14	Myl3	Inpp1	Cplx1	
Fgd3	Eed	Ptpn12	Caprin2	
Rab5a	Dtx2	Cth	Thra	
Spn	Cpsf1	Gstm7	Wwtr1	
Mpg	Lin37	Fabp5l2	Slc22a21	
Meox1	Ddah2	Bckdhb	Mcm10	
Atl1	Atad2b	5330417C22Rik	Mus81	
Vav3	Spc25		Gm13180	
Akap11	Timm50	Arhgap26	Sult2b1	
Pank4	Cryzl1	Adora1	Tmem141	
Kcnma1	Tmtc1	Mccc1	Kras	
Stk11ip	Tspan17	Fgf10	Rps28	
Cd109	Sox2	2610029G23Rik	Prpf38b	
Ngrn	Uros	Klhdc4	E130311K13Rik	
Tnks	Abat	Ap1s2	1190007F08Rik	
Slc1a6	Ncaph2	Sidt1	Naaa	
Myh4	1600002H07Rik	Gm410	Vat1l	
Pdpn				
Nup35	Aasdh	Pppde1	Crispld2	
Cct5	Rassf1	Mapk7	Dach1	
Slc13a5	Sim2	Mecr	Slc25a39	
Rangap1	Mus81	Prrt2	Cyp4f15	
Bcl2l1	AI464131	Rabac1	Tprkb	
Erp29		Pom121	Dyrk2	
Calca	Lrfn4	Usp1	Wipf3	
Os9	Fcf1	Adamts8	Ppp3r1	
Oprl1	Por	Gabbr1	Pde6c	
Rcbtb1	Mthfs	Ube2d3	Apba2	
Adrb1	Gm6578	Tnfrsf11a	Dph2	
Gna11	Lrrc55	Ankrd56	Fbxo4	
Paqr9	Lzts1	Fgf23	Zfx	
Ube2q2	Mtrf1l	Cxcl12	Pcsk7	
Dus2l	Rcan2	C1qc	Akap11	
Gmps	Got2	Sh3bgr	Abat	
Map3k11	Tecpr1	Lrrc49	Ptma	
Adra1a	Cd9	Traf1	Manf	
Pcna	Thbs3	Rgs8	Gm410	
Eml2	Alpk1	H2afv	Ankib1	
Fbxo41	Gucy1a2	Mcm10	Rae1	
Zcchc16	Mapk7	Cdk4	Slc7a1	
Mrpl51	Gcdh	Shroom2	Gm5316	
Itga6	Tnni1	Pdcd2	Slc30a6	
Cox4i2	Sparcl1	Mtr	Zfp295	
Pcyt1b	Foxp1	Ndrg2	Plagl1	
Sema5b	Cpd	Flt3	Slc20a2	
Galnt4	Hecw1	Myadml2	Syt13	
Uts2r	Cog6	Cttn	Phip	
Gm10324	Coro7	Lgr4	Scoc	
March1	Dcdc2a	Fkbp15		
Prkg2	Bcorl1	Pecr	Eml2	
Numa1	Apba2	Urm1	Usp45	
Ipmk	Gpr155	Fgfr2	Rrp1b	
Mfsd4	Tsc1	Anxa11	Ncbp2	
Ostc	BC020535	Dapk3	Myl6	
Slc25a11	Mina	Steap2	Strn4	
Rtp2	Rrp1b	Myl6	Cog6	
Hist1h1c	Creg1	Setd8	Idh1	
Itgb1bp3	Ctu2	Mlf1	Flt3	
Paqr8	Rasa3	Tacr2	Foxj1	
Zfp943	Fam160a1	Ppp4r4	H2-DMb1	
Serpina11	Med11	Dlgap4	Rpl37	
Spry2	Igsf11	Rpl27	Csgalnact1	
Atad2	Tgfbrap1	D330028D13Rik	Anapc16	
Eef1e1	Rnf13	Cd274	Pdgfb	
Gm129	Vrk1	Sarnp	Hrh1	
Vps54	Zcchc16	Myo1e	Fbxo39	
Sox13	Ibtk	Plat	Elovl5	
Polg	Zfp14		2810046L04Rik	
Uchl5	1810032O08Rik	Arhgap6	Senp7	
Fmo5	Caln1	Slc12a6	Hjurp	
Acot3	Ghr	Slc22a21	Mgst1	
BC016495	Elovl2	Creg1	Sat2	
Tmem62	Ttpal	Zfp58	Pclo	
Trappc5	Trim67	Krtcap3	Plekhm3	
Gas5	Rpl30	Ascl2	Gm6578	
Gm4838	Amigo1	Tbce	Parp1	
Col16a1	Ybx1	Snx25	Fam175a	
2610029I01Rik	Stk4	Ptma	Mecr	
Hlf	Alad	Fads1	Fmo1	
Lcmt2	Vps37a	Gabpa	Sec63	
Prm1		Rnf34	Tet3	
Pgrmc1	Abl1	Dcaf12l1	Snai2	
	Rnf34	AW554918	Arnt2	
Gm6030	Thnsl2	Grb7	Vamp8	
Smap1	Mpv17	Zfp11	Tbccd1	
Pcsk7	Ppdpf	Ears2	March1	
Agfg1	Eef1d	Appl2	A330021E22Rik	
Ankra2	Myst3	Fbln1	Crebzf	
Foxj1	Tesk1	Slc30a10	Arpp21	
Drg1	Pde6c	Nanos1	Foxj3	
Tmem18	Nit1	Grin1	Polr2b	
Mettl1	Ccdc90a	Pde6c		
Lgals1		Med11	8430410K20Rik	
Per1	Ypel4	Sap18	Pak1	
Diras2	Tril	BC003266	Smndc1	
Specc1l	Gtf2h3	Nupl1	Cir1	
Gdf3	Rpl29	Zbtb8os	Jak3	
Zkscan5	Pck2	C1qbp	Sec14l1	
Mki67	Ppm1d	Fam45a	Ndrg3	
Fbp1	Stmn3	St6galnac2	Pnrc1	
Mybpc1	Rpl13	Tbxa2r	Zfp422	
F2r	March1	Bfsp1	Gys1	
Slc12a8	Sarnp	Skap2	Gabarapl1	
BC034090	Zic3	1810029B16Rik	Stat5b	
	Nlgn3	Tsen15	AK129341	
Hip1r		Fam73b	2900010M23Rik	
Creg1	Tbc1d10a	Ndor1	Gm13251	
Ppdpf	Ciapin1	Cenpa	Dda1	
Fip1l1	Tubb2a	C87436	Thoc2	
Fnta	Il10rb	Cox4i2	Ocln	
Ghrh	Cthrc1	Zfp108	Slc25a36	
Arl3	Zfp473	Eed	Rnf170	
Dph2	Crcp	BC056474	Rogdi	
Ankrd13c	Pglyrp1	Rcan2	Nono	
5430405G05Rik	Fabp5		Psmb6	
Atp13a4	Gm1604b	Dap	Fosb	
Npas2	Slc41a2	Hn1l	Krr1	
Ddx19b	Dhx30	Pdgfra	Kcns1	
C030048B08Rik	Acot9	Rgs3	Hmgb3	
Rab23	Spata2	Hey1	Tmem229a	
Eif3h	Zdhhc17	Glo1	Rhbdd2	
Gfm2	Slc18a2	Ipo9	Pacs2	
2010110P09Rik	Cables2	Ogfrl1		
Magi2	Gmeb2		Cln3	
	Ndor1	Snx33	Ttpal	
Ephx1	Klf7	Ubb	Pydc3	
Glg1	Cdk5rap3	Sumf2	Gm166	
Atp2b4	Ror2	Bet1	Cops3	
Llgl2	Zfyve19	Alkbh2	Syt5	
Srsf9	Lysmd1	Cir1	Ccdc30	
Tmem101	Alg2	Dact1	Slx4	
Mobkl2a	Per1	Gm3086	Chid1	
Kcnc3	Msx1	Tmx1	Bgn	
Herc3		Mrps16	Rbbp5	
Cage1	Cxcl12	Cnst	Myh4	
Zfp92	Slc25a30	Dok1	Nubp1	
Slc38a1	Jak2	Il12rb1	Arhgef16	
Klhl22	Trpc5	Psmb1	Spint3	
Cacng6	Hyou1	Nlgn3	Olfr911-ps1	
Exosc9	Urm1	Dhfr	1810030N24Rik	
Adck4	Neurl2	Cnga2	Casp9	
Pdzd8	Il17d	Ndufb2	Zbtb22	
Rabif	Lsm10	Tm4sf1	Gpatch8	
Flot1	Hspb6	Slc25a20	Pou6f2	
Minpp1	Slc9a3r2	Sos2	Map3k4	
Pck2	Rbfa	Lepre1	Spns1	
Gm5292	Naa35	Plxnb2	Sftpc	
Bbs2	Anapc16	Polr3d	Ccdc115	
Cdk13	Rif1	Pisd	Ap3d1	
Aasdh	Slc37a3	Sec11c	Dennd4c	
Agbl4	Abcb9	Mthfs	Nup205	
Car15	Immp1l	Dcp1b	Samd1	
Rbbp8		Lhfp	Mocs1	
Gm15450	Setd8	Arpp21	Rnf166	
D030016E14Rik	Set	Itgam	Arl4d	
	Nr2c2ap	Bcl2l15	Ube2i	
Aprt	Skint7	Med12	Rtn4rl1	
	Sumf2	Plin3	Smok3b	
Slc5a10	Senp3	Rbmxrt	Galk2	
Gpr172b	Fam55c	Cyp2s1	Cbr3	
Hsf4	Mccc1	Fam49a	Ercc4	
	Snx33	Stau1	Prpf40b	
Ap4s1	Dvl1	Poc1a	C030034I22Rik	
Dars	Sav1	Ebag9	Atp2b4	
Lhpp	Gm4978	Amacr	1500009C09Rik	
Kif17	Sec23a	Zbtb48	Sec11a	
Rnf219	Slc20a1	Gm10778	Ccndbp1	
Ndufa8	Xpnpep2	Tspan2	Ttc35	
Crybg3	Rtn4rl2	Hk2	Tgfb1i1	
Zfp318	Usp45		Jund	
Slc25a22	C430048L16Rik	Rab13	Tmed5	
Camk4	2210011C24Rik	Gm8709	Fabp5	
Tfam	Arih1	Klhl12		
Cttn	Nfu1	Flot1	Lrrc3b	
Rxfp1	Chst3	Flot2	Stip1	
Nudt9	Ryk	Snx11	Tshz1	
Pigv	Wnt11	Rbp4	Tbca	
Ntn3	Atp5d	2310003H01Rik	Rab37	
Lama4	Fbxo42		Eny2	
Rb1	Irs1	Nudt11	Alg2	
Arhgef40	Mtmr7	Prkcd	Atp8a2	
Pcsk4	Pef1	Abat	1810009A15Rik	
Iglon5	Cno	Timp1	Pusl1	
Mib2	Eif2ak2	Omp	Med9	
Ccdc126	Mdga1	4930524L23Rik	Grik4	
Ocln	Ugp2	Atg7	Fip1l1	
Mecp2	Gli1	Pcnxl3	Pacsin1	
A130040M12Rik	Ube2e3	Ptprt	Nipal3	
Prss12	Mcoln1	P2ry1	Cabin1	
Inpp5k	Sh3bgr	Ndufa7	Fbxo8	
Mettl8	Zfp93	Axin1	Tmsb15b2	
Wdfy3	Bend7		Lair1	
Ccdc112		Atf5	Eif3a	
Naa30	Haus3	Ing4		
Mrpl30	Trnt1	Vcl	Thoc6	
Mterfd3	Tpmt	Atp5c1	Fcgbp	
Nsun2	Rpl10	Slco4a1	Dnaic2	
Churc1	Pdzd8	Cited2		
Chd1l	D8Ertd738e	Hus1	Pdpn	
Adam22	Timm44	Ptprn	9230105E10Rik	
Gpaa1	Dock1	Lix1	Cmpk2	
Adra1b	Gm13476	Tcf4	Pcyt1a	
1110017D15Rik	Chia	Pigh	Gtpbp10	
B230312A22Rik	Slc7a5	Sh3bp1	Stk17b	
S100a16	Tcf4	Slc22a4	Ficd	
	Rnd1	Arfgef2		
Tmem108	Flt3	Chrnb4	Ap1s2	
Coro2a	3300002I08Rik	Zfp106	Gga2	
Carf	Lgr4	Lzts1	Fam155a	
4930522L14Rik	Zfyve26	Traf4	Cables2	
Ttc13	Prdm4	Gm9104	Zfp608	
Irf2	Sftpc	Tshz1	Dtx2	
Csgalnact1	Taf5l	St8sia2		
Smarcd1	Rcc1	Map3k11	Ppp1r3c	
Tasp1	Map3k4	Slc15a2	Fam132a	
Prdm4	Hc	Rasgef1b	Cdk5rap3	
Rgs19	Ddit3	Elk3	Cpsf1	
Csnk1a1	Asb13	Rpl29	Sdccag1	
Prkcc	D630037F22Rik	Chst3	Ctsz	
Hgsnat	Lgi4	Tcp1	Frmd5	
Lpin1	Crybg3	9230105E10Rik	Ghrh	
Cdkn2aip	Ghsr	Mbd2	Dzip1l	
Rnu7	Kdm6a	Fos	Spice1	
Hpca	1500011K16Rik	Ddx17	Ccdc81	
Parn	Nacc2	Cd47	Rnu7	
Grn	Atg16l2	Map3k1	2900092E17Rik	
Nr1d2	Trpc4ap	Nup93	Abcb1b	
Slc7a5	Pkd2		Aldh1l2	
St3gal6	Prrt4	Tcfcp2l1	Ugdh	
Tcf12	Gdf7	Wsb2	Prkaa1	
Rabgef1	Fkbp7	Sik1	Gm606	
Prmt2	Pdpn	Prkaa1	Nppc	
Hdgf	Slc25a5	Tmem9b	Cenph	
	Tcf25	Gal3st4	Pls3	
Ephb1	Specc1	Serf2	Suox	
	Dctpp1	Mgmt	Myst3	
Dok5	Slc39a7	Ilf2	Map3k9	
Aplp1	Trim11	Cox7c	Zfp830	
Trafd1		Bckdha	Mre11a	
Kbtbd5	Tprkb	Shank2		
Fam96b	Csnk2b	Parp1	Shroom2	
Ctnnb1	Ppip5k2	Rps3	Lamc2	
Synj2	Rhbdd2	Rbfox3	Lrrc20	
3230401D17Rik	Nadk	Elovl2	Nudc	
	Ankfy1	Fam175a	Hnrnpa1	
Fam161a	Sfrp1	Gmeb2	Dyx1c1	
Sult4a1	Fcho1	Hist1h1b	Commd4	
Rexo4	Ilf2	Cbx3	Bai2	
1110049F12Rik	Sfxn5	Rnpc3	Rpl23	
Slco1c1	Cyp4f15	Slc7a5	Cntn1	
Rabggta	BC034090	Rnf26	Dnmt3l	
Fam190a	Atl1	Apba2	Prcp	
Homer1	Inpp5b	Nsun5	Rps6ka1	
Cntnap2	D330028D13Rik	Cdh26	Ybx1	
Tmem106b	Decr2	Aifm2		
Pisd	Ptprn	Plagl1	Gm16287	
Col17a1	Vmac	Thoc1	Usp16	
Kcnab2		Dis3	Gm2382	
Ptger1	Tle1	Pef1	Hal	
B2m	Tlr4	Slc39a7	Herc1	
Gars	Fbxl2	Tcf7	Itgb2	
Neurl2	Ola1	Pclo	Atg16l2	
Peci	Ndufb6	Il6ra	Smarcc2	
Igsf21	Zfhx4	Lysmd1	Abcf1	
Timm8a1	Slc7a8	Palmd	Acaca	
Fam119a	Cplx1	Apcdd1	Rnf168	
Klf5	Psmb8		Srcin1	
Ccbe1	Zbtb8os	Ocln	Tnks	
Rpl23a-ps1	Vamp4	Rrm2b	Rspry1	
Prss36	Pcp4	Mysm1	Timm8a1	
Acer3	Mycbpap	Eif4ebp3	Dgki	
Trp53inp1	Rpl21-ps5	Tpd52l1	Hist1h1b	
Rabac1	Rbl1	Egflam	Tgfa	
Mgmt	Foxo3	Mrpl37	Clec11a	
Tmem14a	Mical2	Wnt11	Sgca	
Kcna2	Ecel1	Exosc3	Lrrc33	
Plk2	2310003H01Rik	Sec22b	Leng9	
Foxred1	Rpl21	Mrpl17	Por	
1700052N19Rik	Dusp10	Spg11		
Dmd	Zfp11	Nacc2		
Gpr98	Ptpdc1	Zfhx4	Gm684	
	Gls	Rbm4b	Suz12	
	Abca2	Neu4	Zbtb8os	
Ppapdc1b	Abl2	2210013O21Rik	Zfp938	
Cdc14b	Sbf1	Npm1	Cd1d1	
Gm5215	Rbp4	Oaz2-ps	Srm	
Gm10318	Slc6a9	Bri3bp	Spa17	
